	GeneID	chr	strand	SEstart	SeEnd	upstreamEnd	DownstreamStart
345	ENSMUSG00000031422	chrX	-	136739804	136739894	136735622	136741209
346	ENSMUSG00000031422	chrX	-	136740945	136741119	136739894	136741209
381	ENSMUSG00000052676	chrX	-	134977647	134977747	134974026	134990563
382	ENSMUSG00000052676	chrX	-	134990563	134990629	134977747	134992134
383	ENSMUSG00000052676	chrX	-	134993538	134993645	134992498	135008910
386	ENSMUSG00000050394	chrX	-	134750386	134750630	134750225	134750940
387	ENSMUSG00000050394	chrX	-	134750550	134750630	134750225	134750940
395	ENSMUSG00000031264	chrX	-	134573208	134573307	134568973	134573916
396	ENSMUSG00000067369	chrX	-	134243014	134243161	134241071	134261576
397	ENSMUSG00000067369	chrX	-	134263726	134263861	134262884	134266260
398	ENSMUSG00000067369	chrX	-	134266260	134266315	134263861	134267330
399	ENSMUSG00000067369	chrX	-	134267330	134267561	134266315	134276845
400	ENSMUSG00000067369	chrX	-	134270509	134270585	134267561	134276845
401	ENSMUSG00000031258	chrX	-	134157212	134157481	134151296	134161575
408	ENSMUSG00000051323	chrX	-	133625268	133625438	133588577	133685117
409	ENSMUSG00000051323	chrX	-	133625268	133625441	133588577	133685117
410	ENSMUSG00000051323	chrX	-	133681080	133681408	133588577	133685117
411	ENSMUSG00000051323	chrX	-	133682091	133682232	133681408	133685117
440	ENSMUSG00000034551	chrX	-	111582794	111582917	111577398	111589194
441	ENSMUSG00000034551	chrX	-	111622300	111622447	111600825	111649836
442	ENSMUSG00000034551	chrX	-	111671342	111671489	111660743	111696966
443	ENSMUSG00000025665	chrX	-	111450291	111450354	111446290	111462849
444	ENSMUSG00000031245	chrX	-	109011421	109011445	109010886	109013251
445	ENSMUSG00000063663	chrX	-	108749282	108749441	108743770	108750230
446	ENSMUSG00000063663	chrX	-	108754239	108754311	108752970	108755415
447	ENSMUSG00000063663	chrX	-	108794301	108794342	108791249	108796745
448	ENSMUSG00000063663	chrX	-	108798754	108798855	108798099	108803981
449	ENSMUSG00000063663	chrX	-	108824805	108824904	108805597	108833213
457	ENSMUSG00000031229	chrX	-	105819342	105819520	105818226	105820775
458	ENSMUSG00000031229	chrX	-	105825712	105825798	105823815	105826100
459	ENSMUSG00000031229	chrX	-	105846685	105846795	105845941	105847581
460	ENSMUSG00000031229	chrX	-	105867850	105867923	105856618	105878366
461	ENSMUSG00000031229	chrX	-	105884306	105884420	105880015	105887714
462	ENSMUSG00000031229	chrX	-	105884306	105884420	105880018	105887714
463	ENSMUSG00000031229	chrX	-	105899880	105899993	105890972	105910573
464	ENSMUSG00000031229	chrX	-	105899880	105899993	105890972	105911469
465	ENSMUSG00000031229	chrX	-	105899880	105899993	105890972	105928958
466	ENSMUSG00000031229	chrX	-	105899880	105899993	105890972	105929099
467	ENSMUSG00000031229	chrX	-	105910573	105910643	105890972	105911469
468	ENSMUSG00000031229	chrX	-	105910573	105910643	105899993	105911469
469	ENSMUSG00000031229	chrX	-	105911469	105911654	105890972	105928958
470	ENSMUSG00000031229	chrX	-	105911469	105911654	105890972	105929099
471	ENSMUSG00000031229	chrX	-	105911469	105911654	105899993	105928487
472	ENSMUSG00000031229	chrX	-	105911469	105911654	105899993	105928958
473	ENSMUSG00000031229	chrX	-	105911469	105911654	105899993	105929099
474	ENSMUSG00000087620	chrX	-	105378015	105378120	105351199	105382752
475	ENSMUSG00000087620	chrX	-	105378015	105378120	105375837	105382752
476	ENSMUSG00000087620	chrX	-	105382752	105382949	105351199	105387881
477	ENSMUSG00000087620	chrX	-	105389869	105389943	105387936	105391475
479	ENSMUSG00000033906	chrX	-	104574168	104574238	104572537	104588300
480	ENSMUSG00000033906	chrX	-	104588300	104588421	104574238	104598091
481	ENSMUSG00000033906	chrX	-	104588300	104588421	104574238	104632583
482	ENSMUSG00000033906	chrX	-	104598091	104598186	104574238	104632583
483	ENSMUSG00000033906	chrX	-	104598091	104598186	104588421	104632583
484	ENSMUSG00000033906	chrX	-	104632583	104632610	104598186	104670663
490	ENSMUSG00000031325	chrX	-	103232801	103232941	103230174	103234021
491	ENSMUSG00000034055	chrX	-	102520753	102520924	102517496	102528066
492	ENSMUSG00000034055	chrX	-	102528066	102528117	102520924	102532076
493	ENSMUSG00000034055	chrX	-	102532076	102532115	102520924	102532402
494	ENSMUSG00000034055	chrX	-	102544673	102544753	102541450	102554883
495	ENSMUSG00000034055	chrX	-	102545307	102545464	102544753	102554883
496	ENSMUSG00000034055	chrX	-	102557095	102557272	102555617	102559564
497	ENSMUSG00000034055	chrX	-	102586076	102586211	102575074	102597401
498	ENSMUSG00000034055	chrX	-	102592626	102592705	102586211	102597401
499	ENSMUSG00000034055	chrX	-	102636542	102636711	102625670	102639080
500	ENSMUSG00000034055	chrX	-	102639080	102639128	102636711	102642220
501	ENSMUSG00000067567	chrX	-	102307638	102307744	102285168	102402584
502	ENSMUSG00000067567	chrX	-	102402584	102402679	102307744	102405536
503	ENSMUSG00000067567	chrX	-	102504398	102504451	102499952	102504953
504	ENSMUSG00000031320	chrX	-	102187821	102188002	102187452	102188293
511	ENSMUSG00000045010	chrX	-	101790834	101790898	101790648	101791238
527	ENSMUSG00000031310	chrX	-	101407204	101407459	101406019	101408476
528	ENSMUSG00000031310	chrX	-	101410056	101410160	101409780	101411212
529	ENSMUSG00000031310	chrX	-	101414421	101414537	101414261	101414747
530	ENSMUSG00000031310	chrX	-	101416166	101416461	101415938	101416908
531	ENSMUSG00000031310	chrX	-	101417286	101417330	101416981	101418272
532	ENSMUSG00000031310	chrX	-	101418272	101418952	101417330	101419697
533	ENSMUSG00000031310	chrX	-	101418272	101418952	101417330	101420145
534	ENSMUSG00000031310	chrX	-	101418272	101418952	101417330	101420158
535	ENSMUSG00000031310	chrX	-	101418272	101418952	101417330	101420327
536	ENSMUSG00000031310	chrX	-	101418272	101418952	101417330	101420539
537	ENSMUSG00000031310	chrX	-	101418794	101418952	101417330	101419697
550	ENSMUSG00000031304	chrX	-	101265629	101265726	101265442	101266180
551	ENSMUSG00000092463	chrX	-	101266977	101267120	101266343	101267310
552	ENSMUSG00000046032	chrX	-	101213773	101213864	101102435	101214400
553	ENSMUSG00000046032	chrX	-	101214400	101214525	101102435	101222261
554	ENSMUSG00000046032	chrX	-	101214400	101214525	101213864	101215482
555	ENSMUSG00000046032	chrX	-	101215482	101215578	101214525	101222261
556	ENSMUSG00000031297	chrX	-	101080100	101080267	101079808	101080707
557	ENSMUSG00000031297	chrX	-	101084820	101084978	101084274	101085271
561	ENSMUSG00000015668	chrX	-	100623582	100623643	100623427	100623861
562	ENSMUSG00000031220	chrX	-	100424299	100424448	100405696	100442359
563	ENSMUSG00000034403	chrX	-	99468122	99468314	99467582	99470616
572	ENSMUSG00000057421	chrX	-	95946866	95947073	95946558	95947769
573	ENSMUSG00000057421	chrX	-	95947397	95947448	95947073	95947769
574	ENSMUSG00000057421	chrX	-	95955141	95955211	95953303	95955874
577	ENSMUSG00000025151	chrX	-	94541250	94541324	94540547	94541891
578	ENSMUSG00000043549	chrX	-	94359445	94359540	94359090	94361648
583	ENSMUSG00000079509	chrX	-	94080719	94080860	94079979	94081336
584	ENSMUSG00000079509	chrX	-	94082149	94082299	94081968	94098282
585	ENSMUSG00000079509	chrX	-	94103795	94103878	94102380	94114195
586	ENSMUSG00000079509	chrX	-	94114195	94114263	94102380	94122731
587	ENSMUSG00000079509	chrX	-	94114195	94114263	94102380	94123067
588	ENSMUSG00000079509	chrX	-	94114195	94114263	94102380	94123604
601	ENSMUSG00000006678	chrX	-	93375590	93375684	93305816	93420566
602	ENSMUSG00000006678	chrX	-	93486162	93486314	93480610	93488094
603	ENSMUSG00000006678	chrX	-	93573107	93573232	93562019	93575778
604	ENSMUSG00000006678	chrX	-	93604406	93604499	93603997	93605350
616	ENSMUSG00000073077	chrX	-	79277645	79277814	79266784	79295218
617	ENSMUSG00000073077	chrX	-	79301022	79301178	79296032	79302752
618	ENSMUSG00000073077	chrX	-	79304244	79304404	79302847	79313654
619	ENSMUSG00000073077	chrX	-	79319045	79319202	79313753	79320221
620	ENSMUSG00000073077	chrX	-	79429820	79430049	79428757	79431116
621	ENSMUSG00000073077	chrX	-	79488505	79488747	79482734	79490930
622	ENSMUSG00000073077	chrX	-	79489034	79489251	79488747	79490930
623	ENSMUSG00000073077	chrX	-	79491118	79491311	79491027	79493677
624	ENSMUSG00000047996	chrX	-	78482425	78482461	78453172	78483750
625	ENSMUSG00000047996	chrX	-	78483750	78483911	78453172	78520770
626	ENSMUSG00000047996	chrX	-	78493248	78493320	78483911	78520770
627	ENSMUSG00000047996	chrX	-	78534949	78534994	78520821	78535417
628	ENSMUSG00000047996	chrX	-	78535417	78535499	78520821	78561559
629	ENSMUSG00000047996	chrX	-	78535417	78535499	78520821	78583768
630	ENSMUSG00000047996	chrX	-	78561559	78561644	78520821	78583768
631	ENSMUSG00000047996	chrX	-	78561559	78561644	78535499	78583768
632	ENSMUSG00000047996	chrX	-	78561575	78561644	78520821	78583768
633	ENSMUSG00000035725	chrX	-	77764572	77764650	77764254	77765348
634	ENSMUSG00000035725	chrX	-	77771246	77771342	77765406	77773115
635	ENSMUSG00000035725	chrX	-	77773115	77773235	77765406	77782037
636	ENSMUSG00000035725	chrX	-	77773115	77773235	77765406	77786127
637	ENSMUSG00000035725	chrX	-	77782037	77782301	77765406	77786127
638	ENSMUSG00000035725	chrX	-	77782037	77782301	77773235	77786127
639	ENSMUSG00000016382	chrX	-	75799716	75799743	75799490	75800501
640	ENSMUSG00000016382	chrX	-	75816083	75816247	75805880	75826872
641	ENSMUSG00000087396	chrX	-	75709243	75709406	75708459	75727457
642	ENSMUSG00000087396	chrX	-	75709243	75710703	75708459	75727457
643	ENSMUSG00000087396	chrX	-	75755365	75755528	75751687	75764525
644	ENSMUSG00000087396	chrX	-	75760231	75760394	75755528	75764525
645	ENSMUSG00000031200	chrX	-	75411634	75411786	75411522	75416014
646	ENSMUSG00000031196	chrX	-	75211917	75212062	75211518	75251657
652	ENSMUSG00000032750	chrX	-	75024777	75025256	75005371	75025988
653	ENSMUSG00000032750	chrX	-	75025988	75026205	75005371	75033170
654	ENSMUSG00000032750	chrX	-	75025988	75026205	75005371	75084667
655	ENSMUSG00000032750	chrX	-	75033170	75033474	75005371	75084667
656	ENSMUSG00000032750	chrX	-	75033170	75033474	75026205	75084667
659	ENSMUSG00000031399	chrX	-	74387033	74387084	74386716	74390473
660	ENSMUSG00000031399	chrX	-	74387437	74387496	74387084	74390473
661	ENSMUSG00000031399	chrX	-	74387627	74387751	74387496	74390473
662	ENSMUSG00000031399	chrX	-	74387627	74387806	74387496	74390473
663	ENSMUSG00000031399	chrX	-	74390473	74390497	74387496	74390990
664	ENSMUSG00000032806	chrX	-	74372613	74372682	74371011	74373190
689	ENSMUSG00000031392	chrX	-	74015405	74015501	74014125	74016547
690	ENSMUSG00000031392	chrX	-	74017129	74017430	74016697	74018129
691	ENSMUSG00000031392	chrX	-	74017129	74017511	74016697	74018129
692	ENSMUSG00000031392	chrX	-	74017900	74018017	74017430	74018129
693	ENSMUSG00000031392	chrX	-	74017900	74018017	74017511	74018129
694	ENSMUSG00000031392	chrX	-	74021848	74021963	74021061	74022184
695	ENSMUSG00000031392	chrX	-	74021848	74021963	74021061	74022472
696	ENSMUSG00000031392	chrX	-	74021848	74021963	74021061	74022848
697	ENSMUSG00000031392	chrX	-	74022184	74022249	74021061	74022472
698	ENSMUSG00000031392	chrX	-	74022184	74022249	74021061	74022848
699	ENSMUSG00000031392	chrX	-	74022184	74022249	74021963	74022472
700	ENSMUSG00000031392	chrX	-	74022184	74022249	74021963	74022848
701	ENSMUSG00000031392	chrX	-	74022472	74022661	74021963	74022848
702	ENSMUSG00000031392	chrX	-	74022472	74022661	74022249	74022848
703	ENSMUSG00000031392	chrX	-	74022472	74022664	74021061	74022848
704	ENSMUSG00000031392	chrX	-	74022472	74022664	74021963	74022848
705	ENSMUSG00000031392	chrX	-	74022472	74022664	74022249	74022848
706	ENSMUSG00000031392	chrX	-	74022848	74023065	74022661	74023365
707	ENSMUSG00000031386	chrX	-	73944645	73944709	73944477	73945132
708	ENSMUSG00000031387	chrX	-	73930004	73930080	73929853	73930186
709	ENSMUSG00000031387	chrX	-	73930186	73930262	73930080	73930407
710	ENSMUSG00000031387	chrX	-	73930228	73930262	73930080	73930407
711	ENSMUSG00000031389	chrX	-	73895947	73896047	73894963	73896393
712	ENSMUSG00000031389	chrX	-	73897753	73897888	73897658	73897968
713	ENSMUSG00000031389	chrX	-	73904579	73904708	73904469	73905650
714	ENSMUSG00000031389	chrX	-	73906156	73906219	73905863	73906428
715	ENSMUSG00000031389	chrX	-	73910155	73910335	73906876	73911162
716	ENSMUSG00000031389	chrX	-	73920982	73921041	73920008	73921271
717	ENSMUSG00000002006	chrX	-	73796829	73796892	73796477	73798193
718	ENSMUSG00000002006	chrX	-	73796829	73796892	73796477	73798757
719	ENSMUSG00000002006	chrX	-	73796829	73796892	73796477	73799833
720	ENSMUSG00000002006	chrX	-	73796829	73796892	73796477	73824281
721	ENSMUSG00000002006	chrX	-	73798193	73798292	73796477	73798757
722	ENSMUSG00000002006	chrX	-	73798193	73798292	73796477	73799833
723	ENSMUSG00000002006	chrX	-	73798193	73798292	73796477	73824281
724	ENSMUSG00000002006	chrX	-	73798193	73798292	73796892	73798757
725	ENSMUSG00000002006	chrX	-	73798193	73798292	73796892	73799833
726	ENSMUSG00000002006	chrX	-	73798193	73798292	73796892	73824281
727	ENSMUSG00000002006	chrX	-	73798757	73798848	73796477	73799833
728	ENSMUSG00000002006	chrX	-	73798757	73798848	73796477	73824281
729	ENSMUSG00000002006	chrX	-	73798757	73798848	73796892	73799833
730	ENSMUSG00000002006	chrX	-	73798757	73798848	73796892	73824281
731	ENSMUSG00000002006	chrX	-	73798757	73798848	73798292	73799833
732	ENSMUSG00000002006	chrX	-	73798757	73798848	73798292	73824281
733	ENSMUSG00000002006	chrX	-	73799833	73800087	73796477	73824281
734	ENSMUSG00000002006	chrX	-	73799833	73800087	73796892	73824281
735	ENSMUSG00000002006	chrX	-	73799833	73800087	73798292	73824281
736	ENSMUSG00000002006	chrX	-	73799833	73800087	73798848	73824281
737	ENSMUSG00000002010	chrX	-	73782005	73782103	73781789	73782297
738	ENSMUSG00000002010	chrX	-	73782005	73782103	73781789	73782674
739	ENSMUSG00000002010	chrX	-	73782297	73782309	73781789	73782674
740	ENSMUSG00000002010	chrX	-	73782297	73782309	73782103	73782674
757	ENSMUSG00000002015	chrX	-	73706996	73707144	73689682	73714792
758	ENSMUSG00000002015	chrX	-	73712444	73712545	73707144	73714792
759	ENSMUSG00000002015	chrX	-	73714792	73714928	73707144	73716117
761	ENSMUSG00000031371	chrX	-	73445809	73445924	73437565	73452998
762	ENSMUSG00000031371	chrX	-	73446927	73447137	73445924	73452998
763	ENSMUSG00000031371	chrX	-	73446927	73447137	73445924	73454866
764	ENSMUSG00000031371	chrX	-	73448810	73448902	73448350	73452998
765	ENSMUSG00000031371	chrX	-	73448810	73448902	73448350	73454866
766	ENSMUSG00000031371	chrX	-	73452998	73453060	73445924	73454866
767	ENSMUSG00000031371	chrX	-	73452998	73453060	73447137	73454866
768	ENSMUSG00000031371	chrX	-	73452998	73453060	73448350	73454866
769	ENSMUSG00000031371	chrX	-	73452998	73453060	73448902	73454866
770	ENSMUSG00000057836	chrX	-	73091773	73091891	73090958	73093269
777	ENSMUSG00000035776	chrX	-	71429046	71429166	71424089	71438133
778	ENSMUSG00000035776	chrX	-	71430310	71430349	71429166	71438133
779	ENSMUSG00000035776	chrX	-	71440524	71440611	71438199	71441073
780	ENSMUSG00000035776	chrX	-	71449938	71450007	71441145	71450610
781	ENSMUSG00000035776	chrX	-	71449938	71450007	71441145	71492521
782	ENSMUSG00000035776	chrX	-	71450610	71450673	71441145	71492521
783	ENSMUSG00000035776	chrX	-	71450610	71450673	71450007	71492521
793	ENSMUSG00000035847	chrX	-	70350926	70351100	70346673	70353143
794	ENSMUSG00000035847	chrX	-	70356118	70356247	70353270	70358266
795	ENSMUSG00000035847	chrX	-	70358266	70358437	70353270	70359948
796	ENSMUSG00000035847	chrX	-	70359948	70360149	70358437	70363801
797	ENSMUSG00000035847	chrX	-	70361042	70361131	70360149	70363801
798	ENSMUSG00000035847	chrX	-	70362976	70363154	70358437	70363801
799	ENSMUSG00000035847	chrX	-	70362976	70363154	70361131	70363801
809	ENSMUSG00000031400	chrX	-	74410756	74410992	74410659	74411257
810	ENSMUSG00000031400	chrX	-	74411965	74412091	74411658	74412318
811	ENSMUSG00000031400	chrX	-	74412318	74412477	74412091	74413863
812	ENSMUSG00000031400	chrX	-	74412318	74412480	74412091	74413863
813	ENSMUSG00000062949	chrX	-	60229147	60229252	60225793	60236556
814	ENSMUSG00000062949	chrX	-	60240772	60240838	60238573	60242761
815	ENSMUSG00000062949	chrX	-	60289893	60290091	60281729	60290569
816	ENSMUSG00000062949	chrX	-	60293606	60293657	60292383	60295188
817	ENSMUSG00000031139	chrX	-	60082858	60082984	60077402	60084400
818	ENSMUSG00000031139	chrX	-	60107455	60107548	60084493	60109416
819	ENSMUSG00000031139	chrX	-	60110567	60110634	60109871	60113378
820	ENSMUSG00000031139	chrX	-	60119088	60119136	60115146	60120939
821	ENSMUSG00000031139	chrX	-	60127015	60127135	60124900	60129296
822	ENSMUSG00000031139	chrX	-	60127015	60127135	60124900	60133607
823	ENSMUSG00000031139	chrX	-	60135378	60135495	60133757	60136253
824	ENSMUSG00000031139	chrX	-	60136253	60136373	60133757	60147473
825	ENSMUSG00000031133	chrX	-	57241805	57241826	57240687	57243389
826	ENSMUSG00000031133	chrX	-	57241805	57241826	57240687	57244604
827	ENSMUSG00000031133	chrX	-	57243389	57243515	57240687	57244604
828	ENSMUSG00000031133	chrX	-	57243389	57243515	57241826	57244604
833	ENSMUSG00000061273	chrX	-	56591077	56591181	56589303	56595389
842	ENSMUSG00000085998	chrX	-	53706028	53706199	53697068	53713322
843	ENSMUSG00000085998	chrX	-	53713692	53713749	53713424	53715266
844	ENSMUSG00000085998	chrX	-	53713692	53713857	53713424	53715266
845	ENSMUSG00000085998	chrX	-	53715881	53715990	53715403	53716220
846	ENSMUSG00000085998	chrX	-	53715881	53715990	53715403	53716393
847	ENSMUSG00000023074	chrX	-	53347703	53347865	53345989	53355655
848	ENSMUSG00000023074	chrX	-	53355652	53355873	53347865	53370421
849	ENSMUSG00000023074	chrX	-	53355655	53355873	53347865	53370421
850	ENSMUSG00000036022	chrX	-	53253853	53253928	53245371	53254035
855	ENSMUSG00000055653	chrX	-	52582796	52582958	52429134	52613632
856	ENSMUSG00000062184	chrX	-	51428657	51428744	51390361	51471373
857	ENSMUSG00000062184	chrX	-	51428657	51428744	51390361	51679889
858	ENSMUSG00000062184	chrX	-	51471373	51471406	51390361	51679889
859	ENSMUSG00000062184	chrX	-	51471373	51471406	51428744	51679889
860	ENSMUSG00000085396	chrX	-	50620674	50620804	50615515	50626436
861	ENSMUSG00000085396	chrX	-	50627206	50627250	50626509	50630890
862	ENSMUSG00000085396	chrX	-	50627206	50627309	50626509	50630890
863	ENSMUSG00000085396	chrX	-	50630890	50630995	50627250	50634944
878	ENSMUSG00000036916	chrX	-	48543584	48543703	48543441	48547264
879	ENSMUSG00000036916	chrX	-	48563681	48563902	48559824	48566707
