ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
12	"ENSMUSG00000025272"	"Tro"	chrX	-	150650976	150651458	150650976	150651039	150651415	150651458	12	192,293,404,186	192,196,223,243	349,436,338,359	198,313,244,256	525	149	0.138748473347865	0.337368714066966	0.221,0.298,0.34,0.178	0.333,0.283,0.282,0.285	-0.036
13	"ENSMUSG00000044348"	"Slc25a53"	chrX	-	137015256	137016339	137015256	137015382	137016248	137016339	13	5,6,3,8	23,41,63,39	10,15,6,9	53,39,40,37	1015	149	0.0647618184197043	0.219591883680296	0.031,0.021,0.007,0.029	0.027,0.053,0.022,0.034	-0.012
14	"ENSMUSG00000067369"	"Trmt2b"	chrX	-	134238142	134238586	134238142	134238242	134238466	134238586	14	2,3,0,2	25,23,39,41	0,0,0,2	53,42,43,26	373	149	0.0477041868740764	0.183648727723532	0.031,0.05,0.0,0.019	0.0,0.0,0.0,0.03	0.018
15	"ENSMUSG00000067369"	"Trmt2b"	chrX	-	134240078	134240569	134240078	134240180	134240354	134240569	15	4,8,16,1	33,26,44,42	3,10,1,3	56,43,24,38	323	149	0.36198428901332	0.569941639976914	0.053,0.124,0.144,0.011	0.024,0.097,0.019,0.035	0.039
16	"ENSMUSG00000031256"	"Cstf2"	chrX	+	134069844	134073277	134069844	134069907	134073135	134073277	16	476,583,958,437	48,46,61,53	883,1106,1038,911	60,52,34,60	3377	149	0.00123402016924357	0.0307486126574819	0.304,0.359,0.409,0.267	0.394,0.484,0.574,0.401	-0.129
17	"ENSMUSG00000031256"	"Cstf2"	chrX	+	134069844	134073277	134069844	134069907	134073213	134073277	17	558,676,1092,500	20,16,29,27	1004,1278,1175,1032	28,23,32,20	3455	149	0.0451559958709532	0.178261169746379	0.546,0.646,0.619,0.444	0.607,0.706,0.613,0.69	-0.09
19	"ENSMUSG00000031310"	"Zmym3"	chrX	-	101415760	101416461	101415760	101415938	101416166	101416461	19	20,17,52,17	196,219,321,240	14,36,46,31	274,301,329,287	377	149	0.999202115572178	0.999202115572178	0.039,0.03,0.06,0.027	0.02,0.045,0.052,0.041	-0.001
20	"ENSMUSG00000079487"	"Med12"	chrX	+	101293957	101294175	101293957	101294012	101294087	101294175	20	48,49,118,82	2,3,11,8	96,131,92,110	9,13,7,13	224	149	0.335571073234598	0.54706544712195	0.941,0.916,0.877,0.872	0.876,0.87,0.897,0.849	0.028
21	"ENSMUSG00000046032"	"Snx12"	chrX	-	101211958	101213864	101211958	101212346	101213773	101213864	21	1370,1451,1869,1833	6,12,12,8	1521,1829,1746,1564	7,10,10,5	1576	149	0.420620565023583	0.625052513552185	0.956,0.92,0.936,0.956	0.954,0.945,0.943,0.967	-0.01
22	"ENSMUSG00000031297"	"Slc7a3"	chrX	-	101080100	101080871	101080100	101080267	101080707	101080871	22	30,35,46,18	52,66,69,68	44,69,32,50	81,71,69,65	589	149	0.169161237738857	0.374443293968	0.127,0.118,0.144,0.063	0.121,0.197,0.105,0.163	-0.033
24	"ENSMUSG00000057421"	"Las1l"	chrX	-	95947769	95950446	95947769	95947855	95950336	95950446	24	183,182,390,194	152,152,213,146	353,414,508,391	183,204,203,169	2630	149	0.000202314191918851	0.0160268475650927	0.064,0.064,0.094,0.07	0.099,0.103,0.124,0.116	-0.037
25	"ENSMUSG00000057421"	"Las1l"	chrX	-	95953221	95955211	95953221	95953303	95955141	95955211	25	79,60,147,52	132,148,223,128	139,131,154,131	162,205,192,163	1987	149	0.002095750292464	0.039139203374682	0.043,0.03,0.047,0.03	0.06,0.046,0.057,0.057	-0.018
26	"ENSMUSG00000025151"	"Maged1"	chrX	-	94536873	94537356	94536873	94536988	94537293	94537356	26	62,108,170,98	1800,1925,2621,2834	170,144,161,136	2237,2444,2140,2178	454	149	0.00614200414490207	0.05958413599946	0.011,0.018,0.021,0.011	0.024,0.019,0.024,0.02	-0.007
27	"ENSMUSG00000025151"	"Maged1"	chrX	-	94537293	94537584	94537293	94537356	94537541	94537584	27	25,71,94,56	1714,1858,2485,2646	94,59,85,54	2101,2297,2024,2063	334	149	0.291349564419162	0.509205545020877	0.006,0.017,0.017,0.009	0.02,0.011,0.018,0.012	-0.003
28	"ENSMUSG00000025151"	"Maged1"	chrX	-	94537675	94538065	94537675	94537755	94537973	94538065	28	237,389,601,340	2158,2397,3352,3548	537,599,457,442	2704,2776,2517,2575	367	149	0.00267803105911268	0.0431827153323998	0.043,0.062,0.068,0.037	0.075,0.081,0.069,0.065	-0.02
29	"ENSMUSG00000043929"	"Klhl15"	chrX	+	94234989	94235420	94234989	94235125	94235220	94235420	29	4,2,1,5	0,0,1,4	1,7,3,5	0,1,0,1	244	149	0.326412399054923	0.539831344335198	1.0,1.0,0.379,0.433	1.0,0.81,1.0,0.753	-0.188
30	"ENSMUSG00000000881"	"Dlg3"	chrX	+	100772822	100773409	100772822	100772959	100773264	100773409	30	13,12,11,7	306,328,417,431	22,10,19,23	293,420,392,335	454	149	0.0729044683348622	0.237991028843132	0.014,0.012,0.009,0.005	0.024,0.008,0.016,0.022	-0.008
31	"ENSMUSG00000033460"	"Armcx1"	chrX	+	134718369	134718818	134718369	134718461	134718655	134718818	31	41,40,98,35	2,1,1,0	76,125,108,74	5,0,2,3	343	149	0.79057387042494	0.914479826266668	0.899,0.946,0.977,1.0	0.868,1.0,0.959,0.915	0.02
32	"ENSMUSG00000033460"	"Armcx1"	chrX	+	134718369	134718818	134718369	134718461	134718725	134718818	32	50,51,116,38	108,136,146,134	89,151,127,82	131,157,150,153	413	149	0.0217843394942775	0.115785256490132	0.143,0.119,0.223,0.093	0.197,0.258,0.234,0.162	-0.068
35	"ENSMUSG00000031398"	"Plxna3"	chrX	+	74333745	74334348	74333745	74333846	74334224	74334348	35	27,47,62,27	19,38,61,27	64,71,96,75	39,38,37,43	527	149	0.00353121443507676	0.0459178331511593	0.287,0.259,0.223,0.22	0.317,0.346,0.423,0.33	-0.107
36	"ENSMUSG00000031398"	"Plxna3"	chrX	+	74335042	74335498	74335042	74335157	74335297	74335498	36	25,45,68,25	16,22,36,35	62,110,65,77	20,20,34,27	289	149	0.0179727562284144	0.102121351289485	0.446,0.513,0.493,0.269	0.615,0.739,0.496,0.595	-0.181
37	"ENSMUSG00000031398"	"Plxna3"	chrX	+	74335769	74336191	74335769	74335866	74336000	74336191	37	8,7,25,9	22,22,36,33	14,27,32,24	48,41,54,48	283	149	0.403481394617714	0.608808593212062	0.161,0.143,0.268,0.126	0.133,0.257,0.238,0.208	-0.034
38	"ENSMUSG00000015291"	"Gdi1"	chrX	+	74307671	74308261	74307671	74307870	74308129	74308261	38	413,502,955,367	2828,2777,4308,3596	758,955,1004,767	2773,3442,3226,2931	408	149	3.02059403808341e-05	0.0112439248630667	0.051,0.062,0.075,0.036	0.091,0.092,0.102,0.087	-0.037
39	"ENSMUSG00000015291"	"Gdi1"	chrX	+	74309075	74310134	74309075	74309175	74309962	74310134	39	307,357,561,271	2512,2539,3939,3274	437,488,624,552	2705,3269,3065,2855	936	149	0.0047778254781079	0.0531826803218896	0.019,0.022,0.022,0.013	0.025,0.023,0.031,0.03	-0.008
40	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	74300577	74301358	74300577	74300771	74301323	74301358	40	143,215,432,178	1879,1620,2797,2264	268,335,229,266	1988,2038,1852,1971	701	149	0.0780191893465498	0.248961238112075	0.016,0.027,0.032,0.016	0.028,0.034,0.026,0.028	-0.006
41	"ENSMUSG00000008682"	"Rpl10"	chrX	+	74271659	74271907	74271659	74271718	74271799	74271907	41	59,57,104,48	2338,2566,3235,4204	52,84,52,48	2511,3069,2887,2250	230	149	0.930306188852372	0.999202115572178	0.016,0.014,0.02,0.007	0.013,0.017,0.012,0.014	0.0
42	"ENSMUSG00000031386"	"Hcfc1"	chrX	-	73946709	73947050	73946709	73946847	73946934	73947050	42	8,12,30,14	140,138,256,125	19,22,21,24	142,204,168,174	236	149	0.113522296763356	0.306266307843755	0.035,0.052,0.069,0.066	0.078,0.064,0.073,0.08	-0.018
43	"ENSMUSG00000031387"	"Renbp"	chrX	-	73929115	73930517	73929115	73930262	73930407	73930517	43	2,2,7,5	8,26,43,21	6,4,9,8	19,17,17,13	294	149	0.0146049776545296	0.0916099753110911	0.112,0.038,0.076,0.108	0.138,0.107,0.212,0.238	-0.09
44	"ENSMUSG00000031389"	"Arhgap4"	chrX	-	73899844	73900469	73899844	73899872	73900098	73900469	44	8,10,23,12	10,6,17,9	12,20,11,20	17,19,22,20	375	149	0.0589332854644518	0.207604154761934	0.241,0.398,0.35,0.346	0.219,0.295,0.166,0.284	0.093
45	"ENSMUSG00000031389"	"Arhgap4"	chrX	-	73900098	73900469	73900098	73900183	73900277	73900469	45	11,8,33,14	3,4,9,12	15,23,31,23	7,9,16,9	243	149	0.888034981123447	0.976478950903353	0.692,0.551,0.692,0.417	0.568,0.61,0.543,0.61	0.005
46	"ENSMUSG00000002010"	"Idh3g"	chrX	-	73780573	73781030	73780573	73780707	73780897	73781030	46	105,144,292,146	491,530,659,657	259,316,225,209	595,632,668,532	339	149	0.00984205227292956	0.0728365503359037	0.086,0.107,0.163,0.089	0.161,0.18,0.129,0.147	-0.043
47	"ENSMUSG00000002010"	"Idh3g"	chrX	-	73782005	73782716	73782005	73782103	73782674	73782716	47	97,146,248,108	7,24,31,30	173,285,203,178	25,28,31,19	720	149	0.266932871960421	0.488208538885187	0.741,0.557,0.623,0.427	0.589,0.678,0.575,0.66	-0.038
48	"ENSMUSG00000031385"	"Plxnb3"	chrX	+	73766940	73767672	73766940	73767180	73767520	73767672	48	35,28,59,23	0,0,0,0	78,75,39,57	1,0,0,0	489	149	0.11482480258855	0.307063965707859	1.0,1.0,1.0,1.0	0.96,1.0,1.0,1.0	0.01
49	"ENSMUSG00000057836"	"Xlr3a"	chrX	-	73090858	73093304	73090858	73090958	73093269	73093304	49	0,14,14,1	0,0,0,1	11,12,17,12	1,0,0,0	2460	149	0.398188176366208	0.604515979323992	NA,1.0,1.0,0.057	0.4,1.0,1.0,1.0	-0.164
50	"ENSMUSG00000035967"	"Ddx26b"	chrX	+	56493038	56496734	56493038	56493133	56496515	56496734	50	1576,2161,3579,1562	7,5,9,10	3205,4257,3833,3088	14,12,12,10	3531	149	0.838572751103906	0.94544787705731	0.905,0.948,0.944,0.868	0.906,0.937,0.931,0.929	-0.01
51	"ENSMUSG00000035967"	"Ddx26b"	chrX	+	56506879	56507840	56506879	56507062	56507213	56507840	51	197,258,425,188	0,0,0,0	400,505,388,317	0,0,0,1	300	149	0.197442764877607	0.409667341029473	1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.994	0.002
52	"ENSMUSG00000036932"	"Aifm1"	chrX	-	48483154	48484635	48483154	48483262	48484526	48484635	52	67,94,187,72	89,136,143,155	118,171,141,140	134,151,167,103	1413	149	0.07032097610812	0.232360475345485	0.074,0.068,0.121,0.047	0.085,0.107,0.082,0.125	-0.022
53	"ENSMUSG00000025860"	"Xiap"	chrX	+	42071241	42072637	42071241	42071503	42072473	42072637	53	7,17,10,3	0,0,2,0	5,24,15,12	0,0,0,0	1119	149	0.062573556462709	0.216270522831298	1.0,1.0,0.4,1.0	1.0,1.0,1.0,1.0	-0.15
54	"ENSMUSG00000037475"	"Thoc2"	chrX	-	41822692	41823546	41822692	41822871	41823361	41823546	54	53,77,110,55	55,68,88,72	118,119,134,87	73,76,61,81	639	149	0.00665707694449602	0.0613584375475147	0.183,0.209,0.226,0.151	0.274,0.267,0.339,0.2	-0.078
55	"ENSMUSG00000036502"	"Tmem255a"	chrX	-	38224580	38225125	38224580	38224669	38225053	38225125	55	12,6,8,17	100,92,139,99	5,7,19,19	123,89,100,113	533	149	0.844881127003926	0.949398899852157	0.032,0.018,0.016,0.046	0.011,0.022,0.05,0.045	-0.004
56	"ENSMUSG00000031066"	"Usp11"	chrX	+	20712325	20712982	20712325	20712443	20712836	20712982	56	24,31,61,36	269,320,408,363	37,49,51,49	330,359,329,327	542	149	0.0822455871446592	0.257349095259095	0.024,0.026,0.039,0.027	0.03,0.036,0.041,0.04	-0.008
57	"ENSMUSG00000031066"	"Usp11"	chrX	+	20716746	20717804	20716746	20716953	20717754	20717804	57	280,320,506,236	272,343,377,517	481,552,486,447	349,371,362,337	950	149	0.000371063705665198	0.0178869450509803	0.139,0.128,0.174,0.067	0.178,0.189,0.174,0.172	-0.051
58	"ENSMUSG00000031065"	"Cdk16"	chrX	+	20696017	20696467	20696017	20696141	20696346	20696467	58	101,119,212,113	1762,1895,2743,2716	160,188,167,178	2006,2222,2040,2038	354	149	0.000318075951685204	0.0166133516303272	0.024,0.026,0.032,0.017	0.032,0.034,0.033,0.035	-0.009
59	"ENSMUSG00000031065"	"Cdk16"	chrX	+	20696730	20696964	20696730	20696836	20696921	20696964	59	43,77,119,65	1102,1146,1838,1660	116,87,109,91	1245,1424,1324,1235	234	149	0.00982634021152284	0.0728365503359037	0.024,0.041,0.04,0.024	0.056,0.037,0.05,0.045	-0.015
60	"ENSMUSG00000041096"	"Tspyl2"	chrX	-	152340085	152340380	152340085	152340197	152340302	152340380	60	93,90,169,81	150,174,218,218	153,167,148,154	234,248,202,220	254	149	0.0844264279723685	0.261685614503317	0.267,0.233,0.313,0.179	0.277,0.283,0.301,0.291	-0.04
61	"ENSMUSG00000029034"	"Cpsf3l"	chr4	+	155885564	155886156	155885564	155885703	155886091	155886156	61	23,18,45,27	123,143,162,150	54,73,66,49	156,171,143,164	537	149	0.000800696173377968	0.0243590017560479	0.049,0.034,0.072,0.048	0.088,0.106,0.114,0.077	-0.045
62	"ENSMUSG00000029034"	"Cpsf3l"	chr4	+	155888047	155888326	155888047	155888109	155888183	155888326	62	3,5,9,4	96,116,172,114	12,13,7,5	98,154,131,146	223	149	0.123073173221773	0.315942096852868	0.02,0.028,0.034,0.023	0.076,0.053,0.034,0.022	-0.02
63	"ENSMUSG00000051007"	"Pddc1"	chr7	-	141409845	141410885	141409845	141409940	141410777	141410885	63	76,75,174,119	112,106,196,156	133,166,83,128	147,145,139,122	986	149	0.280802099684688	0.498795619845398	0.093,0.097,0.118,0.103	0.12,0.147,0.083,0.137	-0.019
64	"ENSMUSG00000025144"	"Stra13"	chr11	-	120711702	120711895	120711702	120711756	120711843	120711895	64	16,14,13,15	91,103,119,113	11,25,20,13	102,120,126,114	236	149	0.637923765883891	0.812309511848831	0.1,0.079,0.065,0.077	0.064,0.116,0.091,0.067	-0.004
65	"ENSMUSG00000076437"	"2700094K13Rik"	chr2	-	84670244	84670676	84670244	84670390	84670482	84670676	65	5,11,9,11	158,159,196,209	10,18,8,14	175,210,225,125	241	149	0.264288868377204	0.484678302844352	0.019,0.041,0.028,0.032	0.034,0.05,0.022,0.065	-0.013
67	"ENSMUSG00000042272"	"Sestd1"	chr2	-	77198288	77199060	77198288	77198403	77198865	77199060	67	22,18,41,20	168,194,195,193	32,38,23,30	142,230,206,166	611	149	0.217121764349478	0.430439935746848	0.031,0.022,0.049,0.025	0.052,0.039,0.027,0.042	-0.008
68	"ENSMUSG00000035047"	"Kri1"	chr9	-	21280163	21280489	21280163	21280259	21280362	21280489	68	7,16,26,10	74,85,146,116	18,33,43,12	127,174,130,103	252	149	0.107520047859552	0.300746086494896	0.053,0.1,0.095,0.048	0.077,0.101,0.164,0.064	-0.027
69	"ENSMUSG00000035047"	"Kri1"	chr9	-	21281661	21281911	21281661	21281739	21281814	21281911	69	13,9,12,2	84,144,163,123	14,4,16,9	133,170,182,126	224	149	0.999202115572178	0.999202115572178	0.093,0.04,0.047,0.011	0.065,0.015,0.055,0.045	0.003
70	"ENSMUSG00000019738"	"Polr2i"	chr7	+	30232331	30232536	30232331	30232404	30232481	30232536	70	86,117,187,144	102,114,125,139	105,131,125,102	107,153,157,91	226	149	0.111501697723106	0.304692947171225	0.357,0.404,0.497,0.406	0.393,0.361,0.344,0.425	0.035
71	"ENSMUSG00000019738"	"Polr2i"	chr7	+	30232749	30232981	30232749	30232823	30232906	30232981	71	27,37,33,45	134,156,222,233	24,38,28,28	144,196,222,130	232	149	0.401971066833684	0.607542246811512	0.115,0.132,0.087,0.11	0.097,0.111,0.075,0.122	0.01
72	"ENSMUSG00000041921"	"Metap1d"	chr2	+	71509740	71511560	71509740	71509890	71511411	71511560	72	225,334,450,234	29,38,66,67	530,570,603,463	54,36,45,36	1670	149	0.00144160255381509	0.0315757462593693	0.409,0.44,0.378,0.238	0.467,0.586,0.545,0.534	-0.167
73	"ENSMUSG00000022761"	"Lztr1"	chr16	+	17525422	17526331	17525422	17525503	17525676	17526331	73	72,95,139,123	450,353,572,562	115,116,120,99	482,535,489,466	322	149	0.707630976711174	0.85476483130512	0.069,0.111,0.101,0.092	0.099,0.091,0.102,0.09	-0.002
77	"ENSMUSG00000036202"	"Rif1"	chr2	+	52093502	52094662	52093502	52093589	52094588	52094662	77	13,36,44,13	19,12,22,17	20,34,15,24	13,24,12,10	1148	149	0.6826784260831	0.839743933533378	0.082,0.28,0.206,0.09	0.166,0.155,0.14,0.238	-0.01
78	"ENSMUSG00000003166"	"Dgcr2"	chr16	-	17858359	17859526	17858359	17858570	17859403	17859526	78	46,55,111,33	120,129,176,159	81,59,86,90	127,159,140,120	982	149	0.0836801121120263	0.260636679468192	0.055,0.061,0.087,0.031	0.088,0.053,0.085,0.102	-0.023
79	"ENSMUSG00000003166"	"Dgcr2"	chr16	-	17858359	17859526	17858359	17858579	17859403	17859526	79	38,42,97,19	147,142,218,189	75,48,80,74	136,190,162,166	973	149	0.0780982970808128	0.248961238112075	0.038,0.043,0.064,0.015	0.078,0.037,0.07,0.064	-0.022
80	"ENSMUSG00000036002"	"Fam214b"	chr4	-	43035835	43037206	43035835	43036804	43037062	43037206	80	31,42,71,50	59,77,112,104	47,103,63,50	77,106,76,74	407	149	0.0254379059185603	0.125039376394766	0.161,0.166,0.188,0.15	0.183,0.262,0.233,0.198	-0.053
82	"ENSMUSG00000057110"	"Cntrl"	chr2	+	35175537	35176322	35175537	35175600	35176127	35176322	82	30,49,96,36	12,10,25,7	74,82,67,70	20,20,25,7	676	149	0.788092370693207	0.913442979133177	0.355,0.519,0.458,0.531	0.449,0.475,0.371,0.688	-0.03
83	"ENSMUSG00000026869"	"Psmd5"	chr2	-	34856447	34857829	34856447	34856557	34857637	34857829	83	29,24,91,48	230,229,356,333	56,55,56,64	277,312,234,269	1229	149	0.0932077211501494	0.275764891768852	0.015,0.013,0.03,0.017	0.024,0.021,0.028,0.028	-0.006
84	"ENSMUSG00000026869"	"Psmd5"	chr2	-	34865526	34866095	34865526	34865655	34865981	34866095	84	14,10,16,18	212,226,255,291	23,13,22,25	233,315,251,228	475	149	0.200993627272874	0.41363987537028	0.02,0.014,0.019,0.019	0.03,0.013,0.027,0.033	-0.008
85	"ENSMUSG00000002546"	"Golga2"	chr2	+	32299031	32299310	32299031	32299125	32299203	32299310	85	5,8,19,10	185,194,307,308	7,12,13,11	220,256,254,228	227	149	0.823329812478479	0.934070079653947	0.017,0.026,0.039,0.021	0.02,0.03,0.033,0.031	-0.003
86	"ENSMUSG00000002550"	"Uck1"	chr2	-	32258276	32258667	32258276	32258419	32258570	32258667	86	24,34,49,17	164,207,255,220	26,67,29,44	186,249,241,221	300	149	0.339939175212719	0.549545460661069	0.068,0.075,0.087,0.037	0.065,0.118,0.056,0.09	-0.015
87	"ENSMUSG00000039515"	"Ppp2r4"	chr2	+	30438228	30439764	30438228	30438353	30439663	30439764	87	218,212,327,199	544,592,916,905	265,367,263,302	719,799,640,693	1459	149	0.0128766882436002	0.085092664889582	0.039,0.035,0.035,0.022	0.036,0.045,0.04,0.043	-0.008
88	"ENSMUSG00000039648"	"Ccbl1"	chr2	-	30185125	30185753	30185125	30185569	30185666	30185753	88	1,0,3,6	32,29,67,39	10,2,8,1	57,64,38,36	246	149	0.43170835811549	0.631405439225456	0.019,0.0,0.026,0.085	0.096,0.019,0.113,0.017	-0.029
89	"ENSMUSG00000039686"	"Zer1"	chr2	-	30107494	30108122	30107494	30107668	30107975	30108122	89	14,15,37,11	199,233,309,270	36,45,24,38	283,326,275,290	456	149	0.00719785827547648	0.063882972466947	0.022,0.021,0.038,0.013	0.04,0.043,0.028,0.041	-0.015
90	"ENSMUSG00000039686"	"Zer1"	chr2	-	30107975	30108335	30107975	30108122	30108220	30108335	90	8,9,16,3	264,271,429,363	8,17,4,9	375,400,348,391	247	149	0.837418832817477	0.94544787705731	0.018,0.02,0.022,0.005	0.013,0.025,0.007,0.014	0.002
91	"ENSMUSG00000039686"	"Zer1"	chr2	-	30108220	30110381	30108220	30108335	30110204	30110381	91	41,52,104,41	295,312,496,490	63,85,59,59	433,461,420,427	2018	149	0.73331211857445	0.872836552427563	0.01,0.012,0.015,0.006	0.011,0.013,0.01,0.01	-0.0
92	"ENSMUSG00000026803"	"Ttf1"	chr2	+	29069891	29071376	29069891	29070077	29071297	29071376	92	14,9,11,8	15,22,33,27	12,30,10,10	37,40,25,20	1369	149	0.642393102816989	0.814537659781019	0.092,0.043,0.035,0.031	0.034,0.075,0.042,0.052	-0.0
94	"ENSMUSG00000036067"	"Slc2a6"	chr2	-	27023087	27023643	27023087	27023249	27023534	27023643	94	36,38,102,45	159,159,224,213	59,96,65,76	195,222,154,191	434	149	0.047737675278824	0.183648727723532	0.072,0.076,0.135,0.068	0.094,0.129,0.127,0.12	-0.03
95	"ENSMUSG00000036067"	"Slc2a6"	chr2	-	27023534	27024793	27023534	27023643	27024584	27024793	95	97,101,198,81	0,0,0,0	160,254,193,191	0,0,0,1	1090	149	0.136480523718894	0.334549731426459	1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.963	0.009
96	"ENSMUSG00000014873"	"Surf2"	chr2	+	26917427	26919055	26917427	26917531	26918864	26919055	96	166,278,430,165	7,9,13,16	400,471,377,312	13,12,10,9	1482	149	0.11752140957573	0.308729142069152	0.705,0.756,0.769,0.509	0.756,0.798,0.791,0.777	-0.096
97	"ENSMUSG00000014873"	"Surf2"	chr2	+	26917427	26919055	26917427	26917531	26918872	26919055	97	166,279,431,167	112,126,146,161	401,471,377,312	123,153,129,138	1490	149	0.0155773621050048	0.0946490279131837	0.129,0.181,0.228,0.094	0.246,0.235,0.226,0.184	-0.065
98	"ENSMUSG00000014873"	"Surf2"	chr2	+	26917427	26919055	26917427	26917531	26918928	26919055	98	230,359,554,242	56,55,65,64	510,553,494,397	59,63,68,57	1546	149	0.012992964073689	0.0852388657587906	0.284,0.386,0.451,0.267	0.454,0.458,0.412,0.402	-0.085
101	"ENSMUSG00000026927"	"Sdccag3"	chr2	-	26385497	26386063	26385497	26385609	26385989	26386063	101	660,789,1305,812	125,133,221,163	1069,1393,1162,1135	121,154,167,165	529	149	0.00391751053293266	0.048635778108815	0.598,0.626,0.625,0.584	0.713,0.718,0.662,0.66	-0.08
102	"ENSMUSG00000026927"	"Sdccag3"	chr2	-	26386654	26387671	26386654	26387311	26387555	26387671	102	293,274,388,303	176,190,359,239	300,382,326,270	226,287,250,207	393	149	0.887403228102233	0.976179492719994	0.387,0.353,0.291,0.325	0.335,0.335,0.331,0.331	0.006
103	"ENSMUSG00000036281"	"Snapc4"	chr2	-	26372730	26373080	26372730	26372825	26372973	26373080	103	14,16,26,15	53,67,114,60	34,20,15,18	96,119,114,97	297	149	0.343827649052633	0.55322031684061	0.117,0.107,0.103,0.111	0.151,0.078,0.062,0.085	0.015
104	"ENSMUSG00000036281"	"Snapc4"	chr2	-	26373318	26374185	26373318	26373466	26374020	26374185	104	143,125,344,155	28,29,38,37	270,316,302,255	42,38,44,50	703	149	0.322945537023122	0.538440809425906	0.52,0.477,0.657,0.47	0.577,0.638,0.593,0.519	-0.051
105	"ENSMUSG00000015093"	"Clic3"	chr2	+	25457660	25457974	25457660	25457770	25457848	25457974	105	0,0,0,1	1,0,7,1	2,0,0,0	3,0,0,2	227	149	0.761004437736723	0.894756732854087	0.0,NA,0.0,0.396	0.304,NA,NA,0.0	-0.02
107	"ENSMUSG00000026958"	"Dpp7"	chr2	-	25353152	25354293	25353152	25353217	25354232	25354293	107	173,158,431,173	2,0,2,2	297,411,349,323	0,1,0,0	1164	149	0.00880008467067883	0.0696823031065997	0.917,1.0,0.965,0.917	1.0,0.981,1.0,1.0	-0.045
