ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
288	"ENSMUSG00000001986"	"Gria3"	chrX	+	41654005	41654924	41654005	41654253	41672218	41672466
301	"ENSMUSG00000039660"	"D2Wsu81e"	chr2	-	30177322	30177965	30177592	30177965	30176738	30176828
312	"ENSMUSG00000033149"	"Phldb2"	chr16	-	45774943	45775087	45774967	45775087	45774162	45774345
315	"ENSMUSG00000022668"	"Gtpbp8"	chr16	-	44745282	44745493	44745394	44745493	44742503	44742603
339	"ENSMUSG00000032577"	"Mapkapk3"	chr9	-	107262422	107263764	107263624	107263764	107261877	107261957
345	"ENSMUSG00000022702"	"Hira"	chr16	+	18896453	18896773	18896453	18896564	18899362	18899457
352	"ENSMUSG00000024073"	"Birc6"	chr17	+	74618435	74619838	74618435	74618563	74622035	74622251
353	"ENSMUSG00000022756"	"Slc7a4"	chr16	-	17573945	17574586	17574473	17574586	17573555	17573664
355	"ENSMUSG00000055692"	"Tmem191c"	chr16	+	17276836	17277250	17276836	17276887	17277341	17277401
356	"ENSMUSG00000055692"	"Tmem191c"	chr16	+	17276961	17277250	17276961	17277039	17277341	17277592
357	"ENSMUSG00000055692"	"Tmem191c"	chr16	+	17276836	17277250	17276836	17276887	17277527	17277592
359	"ENSMUSG00000022789"	"Dnm1l"	chr16	-	16345979	16346145	16345997	16346145	16342696	16342735
363	"ENSMUSG00000036591"	"Arhgap21"	chr2	-	20855353	20855706	20855580	20855706	20854934	20855040
371	"ENSMUSG00000002107"	"Celf2"	chr2	-	6560658	6560790	6560670	6560790	6553784	6553982
372	"ENSMUSG00000002107"	"Celf2"	chr2	-	6604023	6607961	6607881	6607961	6600033	6600097
374	"ENSMUSG00000025728"	"Pigq"	chr17	-	25931673	25932231	25932104	25932231	25930957	25931038
375	"ENSMUSG00000025728"	"Pigq"	chr17	-	25931673	25932231	25932104	25932231	25931461	25931573
378	"ENSMUSG00000026754"	"Golga1"	chr2	-	39047585	39047766	39047596	39047766	39047022	39047134
382	"ENSMUSG00000029389"	"Ddx55"	chr5	+	124554670	124556848	124554670	124554757	124556961	124557024
385	"ENSMUSG00000036529"	"Sbf1"	chr15	-	89301842	89302377	89302181	89302377	89300772	89300951
392	"ENSMUSG00000000902"	"Smarcb1"	chr10	-	75904383	75906196	75906029	75906196	75897444	75897576
397	"ENSMUSG00000022433"	"Csnk1e"	chr15	-	79441220	79441818	79441760	79441818	79438771	79438855
398	"ENSMUSG00000022433"	"Csnk1e"	chr15	-	79441220	79441818	79441760	79441818	79438771	79438859
400	"ENSMUSG00000022555"	"Dgat1"	chr15	-	76504485	76504571	76504543	76504571	76504348	76504369
402	"ENSMUSG00000022558"	"Mroh1"	chr15	+	76407891	76408528	76407891	76408043	76408882	76408975
403	"ENSMUSG00000022558"	"Mroh1"	chr15	+	76421139	76423835	76421139	76421213	76427108	76427216
407	"ENSMUSG00000024050"	"Wiz"	chr17	-	32381055	32381156	32381083	32381156	32367823	32368147
418	"ENSMUSG00000032816"	"Igdcc4"	chr9	+	65121779	65121924	65121779	65121920	65122507	65122526
420	"ENSMUSG00000022477"	"Aco2"	chr15	+	81889297	81889434	81889297	81889379	81895169	81895428
427	"ENSMUSG00000043051"	"Disc1"	chr8	+	125250947	125251067	125250947	125251065	125261016	125261151
430	"ENSMUSG00000030691"	"Fchsd2"	chr7	+	101110738	101110836	101110738	101110772	101139150	101141129
431	"ENSMUSG00000030691"	"Fchsd2"	chr7	+	101110738	101110836	101110738	101110772	101177143	101177220
432	"ENSMUSG00000025212"	"Sfxn3"	chr19	+	45052095	45052223	45052095	45052183	45052410	45052460
434	"ENSMUSG00000024217"	"Snrpc"	chr17	+	27840463	27842378	27840463	27840506	27845182	27845272
438	"ENSMUSG00000041617"	"Ccdc74a"	chr16	+	17648066	17648329	17648066	17648126	17649994	17650074
439	"ENSMUSG00000041617"	"Ccdc74a"	chr16	+	17648066	17648329	17648066	17648126	17650366	17650738
442	"ENSMUSG00000039157"	"Fam102a"	chr2	+	32558317	32560155	32558317	32558347	32563418	32563465
443	"ENSMUSG00000034739"	"Mfrp"	chr9	+	44105151	44105300	44105151	44105282	44105386	44105515
481	"ENSMUSG00000031601"	"Cnot7"	chr8	-	40499294	40500913	40500751	40500913	40495804	40495915
484	"ENSMUSG00000096370"	"Gm21992"	chr19	-	4793815	4794009	4793925	4794009	4792634	4792820
491	"ENSMUSG00000029925"	"Tbxas1"	chr6	+	39080938	39083855	39080938	39081076	39084295	39084585
499	"ENSMUSG00000027082"	"Tfpi"	chr2	-	84458022	84458133	84458095	84458133	84452556	84452595
501	"ENSMUSG00000014856"	"Tmem208"	chr8	+	105328321	105328484	105328321	105328458	105334642	105335219
502	"ENSMUSG00000058690"	"Ccser2"	chr14	-	36890293	36890426	36890341	36890426	36885750	36885790
503	"ENSMUSG00000031591"	"Asah1"	chr8	-	41374505	41374773	41374509	41374773	41354826	41354917
509	"ENSMUSG00000042286"	"Stab1"	chr14	-	31139925	31140267	31140147	31140267	31139743	31139848
512	"ENSMUSG00000026790"	"Odf2"	chr2	+	29914230	29914510	29914230	29914302	29914733	29914919
514	"ENSMUSG00000011658"	"Fuz"	chr7	+	44896546	44896668	44896546	44896645	44897260	44897329
527	"ENSMUSG00000053332"	"Gas5"	chr1	+	161035751	161036014	161035751	161035804	161036207	161036579
528	"ENSMUSG00000053332"	"Gas5"	chr1	+	161035982	161036244	161035982	161036014	161036548	161036579
529	"ENSMUSG00000053332"	"Gas5"	chr1	+	161036207	161036579	161036207	161036244	161036819	161036852
530	"ENSMUSG00000053332"	"Gas5"	chr1	+	161035982	161036244	161035982	161036014	161036819	161037315
533	"ENSMUSG00000085024"	"C230035I16Rik"	chr13	-	23430135	23430352	23430228	23430352	23428106	23428415
534	"ENSMUSG00000085024"	"C230035I16Rik"	chr13	-	23430135	23430352	23430228	23430352	23428304	23428412
539	"ENSMUSG00000026280"	"Atg4b"	chr1	+	93775627	93778364	93775627	93775700	93780717	93780911
545	"ENSMUSG00000073436"	"Eme2"	chr17	-	24894570	24895055	24894820	24895055	24894130	24894223
546	"ENSMUSG00000049550"	"Clip1"	chr5	-	123630224	123631169	123630452	123631169	123623212	123623270
552	"ENSMUSG00000070953"	"Rabepk"	chr2	-	34797370	34797433	34797374	34797433	34790502	34790655
557	"ENSMUSG00000023007"	"Prpf40b"	chr15	+	99295240	99295428	99295240	99295273	99304040	99304184
569	"ENSMUSG00000024858"	"Adrbk1"	chr19	-	4287557	4287985	4287822	4287985	4287352	4287466
571	"ENSMUSG00000027669"	"Gnb4"	chr3	-	32589708	32590063	32589996	32590063	32587560	32587777
573	"ENSMUSG00000058740"	"Kcnt1"	chr2	+	25888758	25890905	25888758	25888858	25891190	25891239
574	"ENSMUSG00000058740"	"Kcnt1"	chr2	+	25909204	25909677	25909204	25909306	25909813	25909936
577	"ENSMUSG00000030815"	"Phkg2"	chr7	+	127577534	127577688	127577534	127577646	127577974	127578029
579	"ENSMUSG00000030815"	"Phkg2"	chr7	+	127577534	127577710	127577534	127577688	127577974	127578029
580	"ENSMUSG00000030815"	"Phkg2"	chr7	+	127577534	127577688	127577534	127577646	127579666	127579732
581	"ENSMUSG00000030815"	"Phkg2"	chr7	+	127577534	127577710	127577534	127577646	127579666	127579732
582	"ENSMUSG00000030815"	"Phkg2"	chr7	+	127577534	127578029	127577534	127577646	127579666	127579732
583	"ENSMUSG00000030815"	"Phkg2"	chr7	+	127577534	127577710	127577534	127577688	127579666	127579732
585	"ENSMUSG00000030815"	"Phkg2"	chr7	+	127577534	127578029	127577534	127577710	127579666	127579732
586	"ENSMUSG00000030815"	"Phkg2"	chr7	+	127577534	127578029	127577534	127577646	127579809	127579973
587	"ENSMUSG00000030815"	"Phkg2"	chr7	+	127577534	127577710	127577534	127577646	127582122	127582213
588	"ENSMUSG00000030815"	"Phkg2"	chr7	+	127577534	127578029	127577534	127577646	127582122	127582213
589	"ENSMUSG00000030815"	"Phkg2"	chr7	+	127577534	127578029	127577534	127577710	127582122	127582213
595	"ENSMUSG00000044308"	"Ubr3"	chr2	+	69954275	69954363	69954275	69954361	69955966	69956106
599	"ENSMUSG00000022216"	"Psme1"	chr14	+	55579770	55580041	55579770	55579833	55580113	55580159
605	"ENSMUSG00000064329"	"Scn1a"	chr2	-	66337875	66337996	66337877	66337996	66335439	66335527
611	"ENSMUSG00000026792"	"Lrsam1"	chr2	-	32960935	32961255	32961043	32961255	32960246	32960371
612	"ENSMUSG00000026792"	"Lrsam1"	chr2	-	32961539	32961593	32961569	32961593	32961043	32961255
614	"ENSMUSG00000044816"	"D630023F18Rik"	chr1	-	65121338	65121438	65121356	65121438	65117121	65117209
625	"ENSMUSG00000038174"	"Fam126b"	chr1	-	58565767	58565954	58565856	58565954	58562639	58562787
626	"ENSMUSG00000029471"	"Camkk2"	chr5	-	122763773	122764302	122764259	122764302	122758952	122759000
628	"ENSMUSG00000021493"	"Pdlim7"	chr13	-	55506305	55507366	55507329	55507366	55505933	55506168
629	"ENSMUSG00000039768"	"Dnajc11"	chr4	+	151968498	151970930	151968498	151968627	151973479	151973669
639	"ENSMUSG00000028582"	"Cc2d1b"	chr4	+	108630277	108630336	108630277	108630306	108630543	108630595
642	"ENSMUSG00000038766"	"Gabpb2"	chr3	-	95203730	95204808	95204640	95204808	95200140	95200291
644	"ENSMUSG00000024293"	"Esco1"	chr18	-	10593745	10595875	10595675	10595875	10585977	10586041
646	"ENSMUSG00000020599"	"Rgs9"	chr11	-	109259826	109259898	109259835	109259898	109256001	109258699
650	"ENSMUSG00000034771"	"Tle2"	chr10	+	81580256	81580667	81580256	81580331	81580894	81580914
651	"ENSMUSG00000034771"	"Tle2"	chr10	+	81586212	81586373	81586212	81586337	81586854	81586928
653	"ENSMUSG00000032376"	"Usp3"	chr9	-	66520272	66520727	66520608	66520727	66520096	66520164
659	"ENSMUSG00000013858"	"Tmem259"	chr10	-	79978391	79978605	79978547	79978605	79978187	79978320
668	"ENSMUSG00000068245"	"Phf11d"	chr14	-	59352650	59353381	59353317	59353381	59351146	59351218
675	"ENSMUSG00000024170"	"Telo2"	chr17	-	25106771	25107130	25106988	25107130	25105988	25106068
685	"ENSMUSG00000039637"	"Coro7"	chr16	-	4634588	4634907	4634761	4634907	4634298	4634430
707	"ENSMUSG00000011958"	"Bnip2"	chr9	+	70003568	70003667	70003568	70003637	70004305	70004763
708	"ENSMUSG00000019823"	"Mical1"	chr10	+	41478009	41478635	41478009	41478314	41478962	41479071
709	"ENSMUSG00000087177"	"E130307A14Rik"	chr10	-	39640275	39640511	39640379	39640511	39632949	39633016
714	"ENSMUSG00000005883"	"Spo11"	chr2	+	172988930	172990000	172988930	172989030	172992045	172992157
717	"ENSMUSG00000002014"	"Ssr4"	chrX	+	73789799	73790424	73789799	73789874	73790653	73790826
722	"ENSMUSG00000079018"	"Ly6c1"	chr15	-	75048753	75048813	75048784	75048813	75047352	75047469
724	"ENSMUSG00000024186"	"Rgs11"	chr17	+	26203461	26204383	26203461	26203512	26207395	26207457
725	"ENSMUSG00000024186"	"Rgs11"	chr17	+	26203461	26204383	26203461	26203512	26207758	26207874
727	"ENSMUSG00000027944"	"Hax1"	chr3	-	89997386	89998003	89997737	89998003	89996246	89996298
729	"ENSMUSG00000027944"	"Hax1"	chr3	-	89997737	89998003	89997801	89998003	89996246	89996298
730	"ENSMUSG00000027944"	"Hax1"	chr3	-	89997737	89998003	89997801	89998003	89997386	89997565
731	"ENSMUSG00000027944"	"Hax1"	chr3	-	89997737	89998003	89997801	89998003	89997386	89997574
743	"ENSMUSG00000020329"	"Polrmt"	chr10	-	79737599	79737886	79737799	79737886	79737456	79737509
755	"ENSMUSG00000024429"	"Gnl1"	chr17	+	35981061	35981198	35981061	35981143	35981306	35981458
762	"ENSMUSG00000001305"	"Rrp15"	chr1	-	186737587	186739863	186739603	186739863	186736115	186736314
779	"ENSMUSG00000072825"	"Cep170b"	chr12	+	112732004	112732085	112732004	112732083	112732501	112732558
797	"ENSMUSG00000032411"	"Tfdp2"	chr9	+	96258741	96258884	96258741	96258804	96273838	96273942
803	"ENSMUSG00000019302"	"Atp6v0a1"	chr11	+	101027266	101029258	101027266	101027393	101033900	101034113
807	"ENSMUSG00000026031"	"Cflar"	chr1	+	58713570	58713659	58713570	58713657	58714116	58714303
808	"ENSMUSG00000026031"	"Cflar"	chr1	+	58713570	58713659	58713570	58713657	58726305	58726732
810	"ENSMUSG00000052423"	"B4galt3"	chr1	+	171271202	171272756	171271202	171271373	171273952	171274143
826	"ENSMUSG00000060073"	"Psma3"	chr12	+	70978732	70978839	70978732	70978815	70983323	70983442
828	"ENSMUSG00000042350"	"Arel1"	chr12	-	84941730	84941957	84941760	84941957	84934953	84935123
829	"ENSMUSG00000042350"	"Arel1"	chr12	-	84941730	84941957	84941760	84941957	84940160	84940397
830	"ENSMUSG00000025421"	"Hdhd2"	chr18	+	76944383	76944531	76944383	76944527	76945342	76945357
845	"ENSMUSG00000030330"	"Ing4"	chr6	+	125047210	125047325	125047210	125047316	125047478	125047587
848	"ENSMUSG00000030854"	"Ptpn5"	chr7	-	47090726	47091570	47091376	47091570	47090420	47090504
850	"ENSMUSG00000004031"	"Brinp2"	chr1	-	158266461	158268020	158267829	158268020	158251239	158251476
851	"ENSMUSG00000004031"	"Brinp2"	chr1	-	158266461	158268020	158267829	158268020	158254973	158255079
861	"ENSMUSG00000033029"	"1700088E04Rik"	chr15	-	79140768	79140992	79140880	79140992	79135636	79135765
863	"ENSMUSG00000022617"	"Chkb"	chr15	-	89428410	89428827	89428713	89428827	89428133	89428229
868	"ENSMUSG00000020775"	"Mrpl38"	chr11	-	116134907	116135325	116135190	116135325	116134432	116134505
872	"ENSMUSG00000034799"	"Unc13a"	chr8	-	71662480	71662928	71662839	71662928	71661818	71661851
873	"ENSMUSG00000034799"	"Unc13a"	chr8	-	71662480	71662928	71662854	71662928	71661818	71661851
874	"ENSMUSG00000034799"	"Unc13a"	chr8	-	71662839	71662928	71662854	71662928	71661818	71661851
878	"ENSMUSG00000093460"	"Six3os1"	chr17	-	85614647	85615743	85615593	85615743	85610492	85611910
885	"ENSMUSG00000039318"	"Rab3gap2"	chr1	+	185275911	185277221	185275911	185275947	185278147	185278366
887	"ENSMUSG00000024787"	"Snx15"	chr19	-	6123829	6124188	6124152	6124188	6122039	6122155
891	"ENSMUSG00000079657"	"Rab26"	chr17	-	24530054	24530443	24530390	24530443	24529913	24529970
904	"ENSMUSG00000028059"	"Arhgef2"	chr3	+	88632912	88633367	88632912	88633042	88633499	88633646
905	"ENSMUSG00000039233"	"Tbce"	chr13	-	14003532	14003696	14003542	14003696	14000057	14000117
910	"ENSMUSG00000003848"	"Nob1"	chr8	-	107424737	107424870	107424751	107424870	107418699	107418771
914	"ENSMUSG00000025915"	"Sgk3"	chr1	+	9885666	9886142	9885666	9885753	9888869	9889025
915	"ENSMUSG00000025915"	"Sgk3"	chr1	+	9885666	9886142	9885666	9885753	9891360	9891450
918	"ENSMUSG00000040813"	"Tex264"	chr9	-	106684928	106684995	106684946	106684995	106662359	106662528
921	"ENSMUSG00000024124"	"Prss30"	chr17	-	23973940	23974246	23974219	23974246	23973576	23973848
922	"ENSMUSG00000030269"	"Mtmr14"	chr6	+	113255815	113255921	113255815	113255843	113257022	113257096
923	"ENSMUSG00000030269"	"Mtmr14"	chr6	+	113255815	113255938	113255815	113255843	113257022	113257096
925	"ENSMUSG00000030269"	"Mtmr14"	chr6	+	113255815	113255938	113255815	113255843	113260587	113260658
933	"ENSMUSG00000063142"	"Kcnma1"	chr14	-	23435940	23436026	23435949	23436026	23390920	23391007
934	"ENSMUSG00000063142"	"Kcnma1"	chr14	-	23435940	23436026	23435949	23436026	23425566	23425740
937	"ENSMUSG00000021266"	"Wars"	chr12	-	108888311	108888548	108888375	108888548	108881042	108881151
941	"ENSMUSG00000006575"	"Rundc3a"	chr11	+	102399614	102400045	102399614	102399780	102400660	102400798
942	"ENSMUSG00000036459"	"Wtip"	chr7	-	34118936	34119206	34119138	34119206	34118674	34118805
947	"ENSMUSG00000001909"	"Trmt1"	chr8	+	84690516	84690947	84690516	84690572	84695221	84695337
951	"ENSMUSG00000007850"	"Hnrnph1"	chr11	+	50379467	50379964	50379467	50379623	50381458	50381597
952	"ENSMUSG00000007850"	"Hnrnph1"	chr11	+	50379820	50382715	50379820	50379964	50382799	50382871
960	"ENSMUSG00000040263"	"Klhdc4"	chr8	-	121821279	121821358	121821302	121821358	121820121	121820220
961	"ENSMUSG00000040723"	"Rcsd1"	chr1	-	165664948	165665050	165664952	165665050	165659372	165659444
962	"ENSMUSG00000031878"	"Nae1"	chr8	-	104527377	104530116	104530055	104530116	104527082	104527162
972	"ENSMUSG00000034664"	"Itga2b"	chr11	-	102464939	102465357	102465304	102465357	102461636	102461819
973	"ENSMUSG00000058407"	"Txndc9"	chr1	-	37993991	37995841	37995632	37995841	37990202	37990457
977	"ENSMUSG00000022565"	"Plec"	chr15	-	76185604	76185766	76185608	76185766	76185310	76185489
991	"ENSMUSG00000022201"	"Zfr"	chr15	+	12118238	12118341	12118238	12118338	12135266	12135290
998	"ENSMUSG00000024018"	"Ccdc167"	chr17	-	29704254	29704469	29704369	29704469	29689377	29690046
1002	"ENSMUSG00000026005"	"Rpe"	chr1	+	66700830	66701028	66700830	66701017	66706445	66706525
1003	"ENSMUSG00000026005"	"Rpe"	chr1	+	66700830	66701417	66700830	66701017	66706445	66706525
1004	"ENSMUSG00000026005"	"Rpe"	chr1	+	66700830	66701417	66700830	66701028	66706445	66706525
1005	"ENSMUSG00000026005"	"Rpe"	chr1	+	66701616	66701648	66701616	66701636	66706445	66706525
1006	"ENSMUSG00000028099"	"Polr3c"	chr3	-	96723513	96724052	96723796	96724052	96722539	96722625
1011	"ENSMUSG00000026269"	"Rnpepl1"	chr1	+	92918017	92919103	92918017	92918126	92919183	92919326
1012	"ENSMUSG00000036764"	"Dnajc12"	chr10	+	63395784	63397378	63395784	63395863	63407001	63407206
1015	"ENSMUSG00000039795"	"Zfand1"	chr3	-	10351168	10351317	10351241	10351317	10347164	10347204
1017	"ENSMUSG00000036510"	"Cdh8"	chr8	-	99030838	99031058	99030875	99031058	99028768	99029911
1019	"ENSMUSG00000026113"	"Inpp4a"	chr1	+	37379921	37380177	37379921	37380060	37387697	37387870
1020	"ENSMUSG00000006014"	"Prg4"	chr1	-	150454051	150456337	150456250	150456337	150453462	150453540
1022	"ENSMUSG00000079179"	"Rab10os"	chr12	+	3235525	3237412	3235525	3235929	3237590	3237660
1023	"ENSMUSG00000030979"	"Uros"	chr7	-	133690507	133691166	133691085	133691166	133689581	133689680
1029	"ENSMUSG00000030960"	"Mettl10"	chr7	-	132850590	132850709	132850594	132850709	132831359	132831576
1035	"ENSMUSG00000105265"	"Sox2ot"	chr3	+	34611698	34611892	34611698	34611883	34615587	34615711
1036	"ENSMUSG00000105265"	"Sox2ot"	chr3	+	34675668	34675970	34675668	34675860	34682433	34682619
1038	"ENSMUSG00000038671"	"Arfrp1"	chr2	-	181364013	181364398	181364310	181364398	181361390	181361472
1040	"ENSMUSG00000032336"	"Nptn"	chr9	+	58643528	58643802	58643528	58643684	58650508	58650518
1044	"ENSMUSG00000061689"	"Dlgap4"	chr2	+	156745834	156749356	156745834	156746196	156760850	156760942
1046	"ENSMUSG00000022992"	"Kansl2"	chr15	-	98529285	98529453	98529289	98529453	98528862	98529025
1049	"ENSMUSG00000021418"	"Rpp40"	chr13	-	35901305	35903756	35903687	35903756	35898814	35899013
1050	"ENSMUSG00000015790"	"Surf1"	chr2	-	26915595	26916006	26915954	26916006	26915431	26915514
1055	"ENSMUSG00000025465"	"Echs1"	chr7	-	140112935	140113133	140112978	140113133	140112418	140112546
1062	"ENSMUSG00000055214"	"Pld5"	chr1	-	176074413	176074525	176074438	176074525	175993851	175994049
1064	"ENSMUSG00000055214"	"Pld5"	chr1	-	176139954	176140098	176139961	176140098	176044834	176044962
1065	"ENSMUSG00000055214"	"Pld5"	chr1	-	176139954	176140098	176139961	176140098	176074438	176074525
1066	"ENSMUSG00000055214"	"Pld5"	chr1	-	176139954	176140098	176139961	176140098	176089870	176090039
1071	"ENSMUSG00000010453"	"Kansl3"	chr1	-	36367749	36368034	36367768	36368034	36365481	36365585
1081	"ENSMUSG00000022537"	"Tmem44"	chr16	-	30540738	30543488	30543401	30543488	30539388	30539538
1084	"ENSMUSG00000029152"	"Ociad1"	chr5	+	73306577	73306798	73306577	73306753	73310273	73310426
1093	"ENSMUSG00000026883"	"Dab2ip"	chr2	+	35643887	35644124	35643887	35643991	35707647	35707801
1094	"ENSMUSG00000027889"	"Ampd2"	chr3	-	108075248	108075704	108075530	108075704	108074061	108075121
1096	"ENSMUSG00000020849"	"Ywhae"	chr11	+	75755573	75755680	75755573	75755652	75756816	75757116
