ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
112	"ENSMUSG00000054737"	"Zfp182"	chrX	-	21060502	21060528	21060502	21060523	21061893	21062003
113	"ENSMUSG00000054737"	"Zfp182"	chrX	-	21060502	21060557	21060502	21060523	21061893	21062003
114	"ENSMUSG00000054737"	"Zfp182"	chrX	-	21060502	21060557	21060502	21060528	21061893	21062003
115	"ENSMUSG00000054737"	"Zfp182"	chrX	-	21060502	21060557	21060502	21060528	21061937	21062052
116	"ENSMUSG00000054737"	"Zfp182"	chrX	-	21060502	21060528	21060502	21060523	21061942	21062316
118	"ENSMUSG00000031066"	"Usp11"	chrX	+	20712325	20712982	20712836	20712982	20712029	20712160
120	"ENSMUSG00000031065"	"Cdk16"	chrX	+	20696730	20696964	20696921	20696964	20696547	20696645
121	"ENSMUSG00000041096"	"Tspyl2"	chrX	-	152340085	152340380	152340085	152340197	152341539	152342425
127	"ENSMUSG00000025144"	"Stra13"	chr11	-	120711702	120711895	120711702	120711756	120713692	120713738
128	"ENSMUSG00000040699"	"Limd2"	chr11	-	106159347	106159442	106159347	106159414	106159812	106159927
129	"ENSMUSG00000040699"	"Limd2"	chr11	-	106159347	106159442	106159347	106159414	106160050	106160142
130	"ENSMUSG00000040699"	"Limd2"	chr11	-	106159347	106159442	106159347	106159414	106160359	106160860
133	"ENSMUSG00000059005"	"Hnrnpa3"	chr2	+	75663570	75663714	75663672	75663714	75662660	75662756
135	"ENSMUSG00000036879"	"Phkb"	chr8	+	85843003	85843112	85843020	85843112	85840990	85841057
136	"ENSMUSG00000041966"	"Dcaf17"	chr2	+	71075367	71075536	71075446	71075536	71063358	71063495
137	"ENSMUSG00000022761"	"Lztr1"	chr16	+	17525422	17526331	17525676	17526331	17524095	17524222
142	"ENSMUSG00000026980"	"Ly75"	chr2	-	60332924	60332960	60332924	60332956	60334449	60334564
145	"ENSMUSG00000023826"	"Park2"	chr17	+	11303589	11303711	11303592	11303711	11067128	11067292
152	"ENSMUSG00000036202"	"Rif1"	chr2	+	52116834	52116950	52116841	52116950	52116667	52116745
153	"ENSMUSG00000036249"	"Rbm43"	chr2	-	51932399	51932523	51932399	51932519	51934831	51935007
157	"ENSMUSG00000026761"	"Orc4"	chr2	-	48910185	48910294	48910185	48910245	48917164	48917338
161	"ENSMUSG00000057110"	"Cntrl"	chr2	+	35147231	35147411	35147234	35147411	35144213	35144421
163	"ENSMUSG00000023118"	"Sympk"	chr7	+	19047449	19047610	19047520	19047610	19045847	19045961
166	"ENSMUSG00000009563"	"Tor2a"	chr2	+	32758670	32758936	32758756	32758936	32757318	32757539
167	"ENSMUSG00000002550"	"Uck1"	chr2	-	32258276	32258667	32258276	32258419	32259579	32259739
177	"ENSMUSG00000026798"	"Coq4"	chr2	+	29795380	29795510	29795383	29795510	29790456	29790530
190	"ENSMUSG00000026927"	"Sdccag3"	chr2	-	26385497	26386063	26385497	26385609	26386903	26387311
192	"ENSMUSG00000026958"	"Dpp7"	chr2	-	25354892	25355953	25354892	25355028	25356028	25356142
193	"ENSMUSG00000029208"	"Guf1"	chr5	+	69567127	69568497	69568395	69568497	69566360	69566504
200	"ENSMUSG00000040112"	"Mrps35"	chr6	+	147061204	147061492	147061422	147061492	147055851	147055991
204	"ENSMUSG00000017428"	"Psmd11"	chr11	+	80469801	80470418	80470382	80470418	80465013	80465076
218	"ENSMUSG00000038374"	"Rbm8a"	chr3	+	96630301	96630361	96630305	96630361	96629939	96630028
219	"ENSMUSG00000038374"	"Rbm8a"	chr3	+	96630301	96630361	96630305	96630361	96629939	96630065
222	"ENSMUSG00000004642"	"Slbp"	chr5	-	33645499	33646069	33645499	33645637	33651962	33652079
223	"ENSMUSG00000037262"	"Kin"	chr2	+	10090112	10090363	10090240	10090363	10085729	10085824
226	"ENSMUSG00000027469"	"Tpx2"	chr2	+	152867183	152867357	152867186	152867357	152854920	152855015
230	"ENSMUSG00000019813"	"Cep57l1"	chr10	-	41740839	41740961	41740839	41740913	41743041	41743221
231	"ENSMUSG00000025221"	"Kcnip2"	chr19	-	45795579	45795704	45795579	45795700	45796278	45797186
233	"ENSMUSG00000025204"	"Ndufb8"	chr19	-	44554930	44555057	44554930	44555014	44555226	44555404
248	"ENSMUSG00000032480"	"Dhx30"	chr9	-	110098728	110098859	110098728	110098852	110107940	110107969
249	"ENSMUSG00000032480"	"Dhx30"	chr9	-	110098728	110098859	110098728	110098852	110109025	110109995
251	"ENSMUSG00000032480"	"Dhx30"	chr9	-	110112970	110113090	110112970	110113025	110115490	110115582
256	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23108584	23108633	23108587	23108633	23107770	23107880
257	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23110579	23111263	23111125	23111263	23110233	23110343
275	"ENSMUSG00000054874"	"Pcnxl3"	chr19	-	5681431	5681574	5681431	5681553	5683276	5683412
277	"ENSMUSG00000054874"	"Pcnxl3"	chr19	-	5681431	5681592	5681431	5681553	5683306	5683412
278	"ENSMUSG00000054874"	"Pcnxl3"	chr19	-	5681431	5681592	5681431	5681574	5683306	5683412
281	"ENSMUSG00000049303"	"Syt12"	chr19	-	4450928	4451062	4450928	4451033	4452045	4452151
283	"ENSMUSG00000005986"	"Ankrd13d"	chr19	-	4281917	4282042	4281917	4282034	4282880	4283137
291	"ENSMUSG00000048794"	"Ccdc37"	chr6	-	90409341	90409650	90409341	90409493	90412352	90412391
292	"ENSMUSG00000048794"	"Ccdc37"	chr6	-	90419375	90419456	90419375	90419453	90421208	90421400
310	"ENSMUSG00000036452"	"Arhgap26"	chr18	+	39357737	39357828	39357798	39357828	39357552	39357663
311	"ENSMUSG00000024454"	"Hdac3"	chr18	-	37943677	37944209	37943677	37943751	37944891	37945025
312	"ENSMUSG00000024456"	"Diap1"	chr18	-	37860414	37860522	37860414	37860513	37889697	37889812
320	"ENSMUSG00000074182"	"Znhit6"	chr3	+	145578220	145578358	145578251	145578358	145576850	145576996
324	"ENSMUSG00000035478"	"Mbd3"	chr10	-	80392538	80393280	80392538	80393018	80393892	80394070
327	"ENSMUSG00000024231"	"Cul2"	chr18	+	3426757	3426910	3426806	3426910	3426094	3426223
330	"ENSMUSG00000036257"	"Pnpla8"	chr12	+	44282577	44283704	44283310	44283704	44269185	44269301
334	"ENSMUSG00000020156"	"Mum1"	chr10	+	80238314	80238920	80238859	80238920	80236110	80236181
339	"ENSMUSG00000003279"	"Dlgap1"	chr17	+	70761074	70761445	70761158	70761445	70662568	70662809
344	"ENSMUSG00000042625"	"Safb2"	chr17	-	56562938	56563431	56562938	56563243	56564503	56564634
346	"ENSMUSG00000042625"	"Safb2"	chr17	-	56566878	56567018	56566878	56567015	56568894	56569022
350	"ENSMUSG00000027939"	"Nup210l"	chr3	+	90190852	90191028	90190856	90191028	90189420	90189595
370	"ENSMUSG00000038502"	"Ptov1"	chr7	-	44864761	44865002	44864761	44864835	44865471	44865627
395	"ENSMUSG00000073422"	"H2-Ke6"	chr17	-	34026032	34026470	34026032	34026225	34026850	34026935
400	"ENSMUSG00000020460"	"Rps27a"	chr11	-	29546702	29547260	29546702	29546788	29547680	29547745
407	"ENSMUSG00000085316"	"D330050G23Rik"	chr2	+	116910720	116910836	116910728	116910836	116900975	116901075
410	"ENSMUSG00000040276"	"Pacsin1"	chr17	+	27701731	27701941	27701825	27701941	27685226	27685425
412	"ENSMUSG00000061046"	"Haghl"	chr17	-	25783502	25783886	25783502	25783582	25784074	25784178
421	"ENSMUSG00000024163"	"Mapk8ip3"	chr17	-	24918087	24918139	24918087	24918136	24920471	24920495
425	"ENSMUSG00000085185"	"BC028777"	chr17	+	24220430	24220625	24220448	24220625	24212514	24212609
435	"ENSMUSG00000014767"	"Tbp"	chr17	+	15502961	15503128	15502964	15503128	15501311	15501357
438	"ENSMUSG00000059208"	"Hnrnpm"	chr17	-	33666493	33666685	33666493	33666529	33668984	33669078
444	"ENSMUSG00000073468"	"Sft2d1"	chr17	+	8321799	8323335	8323276	8323335	8320599	8320681
450	"ENSMUSG00000038909"	"Kat7"	chr11	-	95306048	95306196	95306048	95306144	95309536	95309602
451	"ENSMUSG00000038909"	"Kat7"	chr11	-	95306048	95306196	95306048	95306144	95310034	95310246
453	"ENSMUSG00000006392"	"Med8"	chr4	+	118411657	118411802	118411697	118411802	118409336	118409386
454	"ENSMUSG00000006392"	"Med8"	chr4	+	118410884	118411003	118410886	118411003	118409400	118409549
469	"ENSMUSG00000079557"	"March2"	chr17	-	33691514	33692203	33691514	33692153	33703012	33703208
471	"ENSMUSG00000035270"	"Impg2"	chr16	+	56257903	56258213	56258144	56258213	56254162	56254248
492	"ENSMUSG00000034243"	"Golgb1"	chr16	+	36886130	36886228	36886133	36886228	36875201	36875263
493	"ENSMUSG00000034243"	"Golgb1"	chr16	+	36886130	36886228	36886133	36886228	36885010	36885188
501	"ENSMUSG00000039754"	"Alkbh4"	chr5	+	136139337	136139535	136139461	136139535	136136157	136136399
506	"ENSMUSG00000034730"	"Adgrb1"	chr15	+	74580564	74580736	74580664	74580736	74574101	74574168
508	"ENSMUSG00000034730"	"Adgrb1"	chr15	+	74580564	74580736	74580664	74580736	74577394	74577493
515	"ENSMUSG00000006498"	"Ptbp1"	chr10	+	79859351	79859712	79859601	79859712	79858951	79859271
517	"ENSMUSG00000055692"	"Tmem191c"	chr16	+	17277341	17277592	17277527	17277592	17276961	17277039
518	"ENSMUSG00000055692"	"Tmem191c"	chr16	+	17277341	17277592	17277527	17277592	17277193	17277250
519	"ENSMUSG00000055692"	"Tmem191c"	chr16	+	17277668	17277891	17277850	17277891	17277341	17277592
520	"ENSMUSG00000022779"	"Top3b"	chr16	+	16875068	16875155	16875071	16875155	16870806	16870898
524	"ENSMUSG00000037552"	"Plekhg2"	chr7	-	28370237	28370497	28370237	28370494	28370877	28371042
530	"ENSMUSG00000031959"	"Wdr59"	chr8	-	111458922	111459049	111458922	111459046	111465788	111465870
540	"ENSMUSG00000015217"	"Hmgb3"	chrX	+	71558052	71558207	71558056	71558207	71555927	71556190
541	"ENSMUSG00000015217"	"Hmgb3"	chrX	+	71558052	71558207	71558056	71558207	71555989	71556237
542	"ENSMUSG00000015217"	"Hmgb3"	chrX	+	71558052	71558207	71558056	71558207	71556945	71557108
545	"ENSMUSG00000010064"	"Slc38a3"	chr9	-	107656099	107656514	107656099	107656270	107656594	107656677
551	"ENSMUSG00000002107"	"Celf2"	chr2	-	6553784	6553982	6553784	6553964	6560658	6560790
553	"ENSMUSG00000002107"	"Celf2"	chr2	-	6604023	6607961	6604023	6604182	6615687	6615822
557	"ENSMUSG00000009575"	"Cbx5"	chr15	-	103215021	103215125	103215021	103215121	103239732	103239816
558	"ENSMUSG00000025728"	"Pigq"	chr17	-	25931461	25931673	25931461	25931573	25932104	25932231
559	"ENSMUSG00000025728"	"Pigq"	chr17	-	25931673	25932231	25931673	25931827	25934757	25934878
562	"ENSMUSG00000023025"	"Larp4"	chr15	+	99984916	99985055	99984919	99985055	99972779	99972983
580	"ENSMUSG00000036158"	"Prickle1"	chr15	-	93512449	93512636	93512449	93512633	93519263	93519523
581	"ENSMUSG00000036158"	"Prickle1"	chr15	-	93512449	93512636	93512449	93512633	93595693	93595891
591	"ENSMUSG00000073791"	"Efcab7"	chr4	+	99831389	99831580	99831392	99831580	99829197	99829454
595	"ENSMUSG00000042502"	"Cd2bp2"	chr7	-	127195360	127195467	127195360	127195461	127195786	127195875
596	"ENSMUSG00000042502"	"Cd2bp2"	chr7	-	127195360	127195467	127195360	127195461	127195928	127196000
597	"ENSMUSG00000058099"	"Nfam1"	chr15	-	83016343	83016661	83016343	83016591	83022926	83023138
598	"ENSMUSG00000058099"	"Nfam1"	chr15	-	83016343	83016661	83016343	83016591	83033112	83033306
604	"ENSMUSG00000017664"	"Slc35c2"	chr2	-	165283248	165283603	165283248	165283535	165286480	165286552
612	"ENSMUSG00000022433"	"Csnk1e"	chr15	-	79438771	79438859	79438771	79438855	79441220	79441818
613	"ENSMUSG00000022433"	"Csnk1e"	chr15	-	79438771	79438859	79438771	79438855	79441760	79441818
614	"ENSMUSG00000022433"	"Csnk1e"	chr15	-	79438771	79438859	79438771	79438855	79443546	79443919
620	"ENSMUSG00000022550"	"Adck5"	chr15	+	76594152	76594447	76594363	76594447	76593937	76594051
622	"ENSMUSG00000022555"	"Dgat1"	chr15	-	76504348	76504401	76504348	76504369	76504485	76504571
624	"ENSMUSG00000022558"	"Mroh1"	chr15	+	76427511	76428385	76428243	76428385	76427108	76427216
630	"ENSMUSG00000002393"	"Nr2f6"	chr8	-	71378388	71378527	71378388	71378483	71380852	71380909
637	"ENSMUSG00000038831"	"Ralgps1"	chr2	-	33146569	33146653	33146569	33146650	33155287	33155339
638	"ENSMUSG00000038831"	"Ralgps1"	chr2	-	33146569	33146653	33146569	33146650	33157771	33158170
653	"ENSMUSG00000078495"	"Gm13157"	chr4	-	147761220	147761325	147761220	147761278	147795657	147795724
654	"ENSMUSG00000078495"	"Gm13157"	chr4	-	147761220	147761325	147761220	147761278	147807089	147807183
658	"ENSMUSG00000043051"	"Disc1"	chr8	+	125261014	125261151	125261016	125261151	125250947	125251065
659	"ENSMUSG00000039458"	"Mtmr12"	chr15	+	12266606	12266768	12266611	12266768	12263724	12263897
663	"ENSMUSG00000030741"	"Spns1"	chr7	-	126373921	126374073	126373921	126373973	126375066	126375203
668	"ENSMUSG00000003423"	"Pih1d1"	chr7	+	45156292	45156399	45156305	45156399	45154313	45154540
677	"ENSMUSG00000034739"	"Mfrp"	chr9	+	44105386	44105515	44105404	44105515	44105151	44105282
678	"ENSMUSG00000034739"	"Mfrp"	chr9	+	44105386	44105515	44105404	44105515	44105151	44105300
680	"ENSMUSG00000028949"	"Smarcd3"	chr5	-	24595389	24595845	24595389	24595485	24595951	24596074
686	"ENSMUSG00000025940"	"Tmem70"	chr1	+	16667664	16667773	16667667	16667773	16665209	16665372
697	"ENSMUSG00000035505"	"Cox18"	chr5	-	90218911	90219036	90218911	90219033	90222230	90222331
701	"ENSMUSG00000086155"	"9430041J12Rik"	chr7	-	4076214	4076344	4076214	4076284	4101035	4101139
702	"ENSMUSG00000086155"	"9430041J12Rik"	chr7	-	4076214	4076344	4076214	4076284	4101897	4102056
704	"ENSMUSG00000032323"	"Cyp11a1"	chr9	+	58018193	58019496	58019292	58019496	58006410	58006555
708	"ENSMUSG00000040940"	"Arhgef1"	chr7	+	24912056	24912352	24912309	24912352	24908310	24908424
713	"ENSMUSG00000002320"	"Tm9sf1"	chr14	-	55642593	55642955	55642593	55642749	55643179	55643251
718	"ENSMUSG00000020389"	"Cdkl3"	chr11	+	52004909	52005092	52004912	52005092	52004240	52004417
719	"ENSMUSG00000020389"	"Cdkl3"	chr11	+	52004909	52005092	52004912	52005092	52004253	52004327
720	"ENSMUSG00000020389"	"Cdkl3"	chr11	+	52084370	52084490	52084373	52084490	52033513	52033611
721	"ENSMUSG00000020389"	"Cdkl3"	chr11	+	52084370	52084490	52084373	52084490	52035946	52036020
722	"ENSMUSG00000020389"	"Cdkl3"	chr11	+	52084370	52084490	52084373	52084490	52040560	52040620
743	"ENSMUSG00000087231"	"E230016M11Rik"	chr6	+	67063394	67064718	67064612	67064718	67043758	67043918
745	"ENSMUSG00000036062"	"N28178"	chr4	+	42933615	42933997	42933778	42933997	42916693	42916829
771	"ENSMUSG00000019178"	"Styxl1"	chr5	-	135770255	135770403	135770255	135770362	135778227	135778369
782	"ENSMUSG00000021816"	"Ppp3cb"	chr14	-	20509415	20509500	20509415	20509497	20520553	20520679
786	"ENSMUSG00000039701"	"Usp53"	chr3	-	122961154	122961432	122961154	122961237	122962883	122963018
796	"ENSMUSG00000024948"	"Map4k2"	chr19	+	6341743	6341967	6341902	6341967	6341458	6341516
799	"ENSMUSG00000024948"	"Map4k2"	chr19	+	6343801	6344079	6343971	6344079	6343460	6343523
805	"ENSMUSG00000053332"	"Gas5"	chr1	+	161035982	161036244	161036207	161036244	161035751	161035804
806	"ENSMUSG00000053332"	"Gas5"	chr1	+	161036207	161036579	161036548	161036579	161035982	161036014
808	"ENSMUSG00000053332"	"Gas5"	chr1	+	161038224	161038535	161038456	161038535	161037994	161038037
824	"ENSMUSG00000036036"	"Zfp57"	chr17	+	37006049	37006194	37006058	37006194	37003285	37003315
830	"ENSMUSG00000073436"	"Eme2"	chr17	-	24894570	24894755	24894570	24894707	24894854	24895059
836	"ENSMUSG00000021711"	"Trappc13"	chr13	-	104144403	104144554	104144403	104144551	104150049	104150183
838	"ENSMUSG00000021709"	"Erbb2ip"	chr13	-	103824719	103824926	103824719	103824848	103830187	103830331
857	"ENSMUSG00000021684"	"Pde8b"	chr13	-	95123263	95123323	95123263	95123320	95186054	95186317
858	"ENSMUSG00000021684"	"Pde8b"	chr13	-	95123263	95123323	95123263	95123320	95222474	95223066
860	"ENSMUSG00000024947"	"Men1"	chr19	+	6338282	6338961	6338825	6338961	6337600	6337688
867	"ENSMUSG00000064036"	"Mro"	chr18	+	73873220	73873406	73873223	73873406	73869953	73870047
869	"ENSMUSG00000021548"	"Ccnh"	chr13	+	85202332	85202496	85202440	85202496	85190753	85190876
875	"ENSMUSG00000005583"	"Mef2c"	chr13	+	83575534	83575730	83575537	83575730	83504239	83504376
881	"ENSMUSG00000042831"	"Alkbh6"	chr7	+	30312236	30312707	30312505	30312707	30311839	30311900
882	"ENSMUSG00000042831"	"Alkbh6"	chr7	+	30312236	30312707	30312590	30312707	30311839	30311900
883	"ENSMUSG00000042831"	"Alkbh6"	chr7	+	30312505	30312707	30312590	30312707	30311839	30311900
889	"ENSMUSG00000027669"	"Gnb4"	chr3	-	32589708	32590063	32589708	32589910	32591110	32591273
897	"ENSMUSG00000044081"	"Zfp85os"	chr13	+	67752953	67753194	67752987	67753194	67729261	67729702
902	"ENSMUSG00000022214"	"Dcaf11"	chr14	+	55561074	55561442	55561235	55561442	55560928	55560975
908	"ENSMUSG00000037605"	"Adgrl3"	chr5	+	81309870	81310079	81309872	81310079	81197565	81197631
910	"ENSMUSG00000024160"	"Spsb3"	chr17	+	24890567	24890935	24890832	24890935	24890282	24890460
914	"ENSMUSG00000044308"	"Ubr3"	chr2	+	69955964	69956106	69955966	69956106	69954275	69954361
916	"ENSMUSG00000021481"	"Zfp346"	chr13	+	55115479	55115624	55115482	55115624	55113035	55113139
917	"ENSMUSG00000021481"	"Zfp346"	chr13	+	55122281	55122515	55122329	55122515	55113035	55113139
918	"ENSMUSG00000021481"	"Zfp346"	chr13	+	55115479	55115624	55115482	55115624	55113677	55113770
921	"ENSMUSG00000022216"	"Psme1"	chr14	+	55579770	55580041	55579930	55580041	55579594	55579627
925	"ENSMUSG00000025499"	"Hras"	chr7	-	141191341	141192290	141191341	141191467	141192441	141192620
930	"ENSMUSG00000036639"	"Nudt1"	chr5	+	140332394	140332473	140332422	140332473	140331908	140331955
938	"ENSMUSG00000053477"	"Tcf4"	chr18	+	69564033	69564163	69564036	69564163	69465350	69465447
940	"ENSMUSG00000053477"	"Tcf4"	chr18	+	69564033	69564163	69564036	69564163	69521537	69521686
941	"ENSMUSG00000053477"	"Tcf4"	chr18	+	69564033	69564163	69564036	69564163	69522180	69522540
942	"ENSMUSG00000053477"	"Tcf4"	chr18	+	69564033	69564163	69564036	69564163	69563334	69563365
945	"ENSMUSG00000064329"	"Scn1a"	chr2	-	66335439	66335529	66335439	66335527	66337877	66337996
946	"ENSMUSG00000053253"	"Ndfip2"	chr14	+	105298002	105304836	105304730	105304836	105294798	105294892
947	"ENSMUSG00000032425"	"Zfp949"	chr9	+	88552661	88552861	88552715	88552861	88548198	88548300
949	"ENSMUSG00000026792"	"Lrsam1"	chr2	-	32961043	32961255	32961043	32961178	32961569	32961593
956	"ENSMUSG00000039768"	"Dnajc11"	chr4	+	151968498	151970930	151970856	151970930	151957102	151957204
957	"ENSMUSG00000019927"	"Ube2d1"	chr10	-	71259741	71262115	71259741	71259819	71262198	71262262
961	"ENSMUSG00000036099"	"Vezt"	chr10	-	93993516	93993666	93993516	93993654	93994887	93995012
968	"ENSMUSG00000030272"	"Camk1"	chr6	-	113339284	113339581	113339284	113339423	113340291	113340423
986	"ENSMUSG00000034771"	"Tle2"	chr10	+	81586854	81586928	81586857	81586928	81584602	81584741
987	"ENSMUSG00000034771"	"Tle2"	chr10	+	81586854	81586928	81586857	81586928	81586212	81586337
992	"ENSMUSG00000032936"	"Camkv"	chr9	+	107946782	107946919	107946790	107946919	107946617	107946693
997	"ENSMUSG00000043822"	"Adamtsl5"	chr10	-	80345042	80345416	80345042	80345103	80345512	80345703
1009	"ENSMUSG00000023175"	"Bsg"	chr10	+	79710637	79710920	79710839	79710920	79710259	79710402
1010	"ENSMUSG00000018678"	"Sp2"	chr11	-	96963364	96963444	96963364	96963441	96977620	96977711
1016	"ENSMUSG00000022707"	"Gbe1"	chr16	+	70561021	70561141	70561023	70561141	70528879	70529010
1018	"ENSMUSG00000044024"	"Rell2"	chr18	+	37957458	37957774	37957588	37957774	37957088	37957155
1021	"ENSMUSG00000023764"	"Sfi1"	chr11	-	3133071	3135542	3133071	3133207	3135653	3135830
1022	"ENSMUSG00000023764"	"Sfi1"	chr11	-	3134625	3135542	3134625	3134730	3135653	3135830
1023	"ENSMUSG00000023764"	"Sfi1"	chr11	-	3177426	3177521	3177426	3177493	3179396	3179507
1031	"ENSMUSG00000020175"	"Rab36"	chr10	+	75038357	75038520	75038432	75038520	75037321	75037483
1032	"ENSMUSG00000020175"	"Rab36"	chr10	+	75038357	75038520	75038439	75038520	75037321	75037483
1033	"ENSMUSG00000020175"	"Rab36"	chr10	+	75038432	75038520	75038439	75038520	75037321	75037483
1039	"ENSMUSG00000002578"	"Ikzf4"	chr10	-	128642628	128642793	128642628	128642733	128643874	128644648
1046	"ENSMUSG00000030058"	"Copg1"	chr6	+	87892632	87893953	87893795	87893953	87892205	87892298
1048	"ENSMUSG00000039637"	"Coro7"	chr16	-	4635383	4635460	4635383	4635438	4638669	4638811
1049	"ENSMUSG00000039637"	"Coro7"	chr16	-	4635383	4635460	4635383	4635438	4655009	4655092
1052	"ENSMUSG00000013787"	"Ehmt2"	chr17	+	34899659	34899916	34899693	34899916	34899359	34899566
1060	"ENSMUSG00000031142"	"Cacna1f"	chrX	+	7610810	7611738	7611541	7611738	7610585	7610728
1075	"ENSMUSG00000045983"	"Eif4g1"	chr16	+	20681733	20681922	20681736	20681922	20681182	20681316
1079	"ENSMUSG00000019823"	"Mical1"	chr10	+	41478962	41479067	41478973	41479067	41478009	41478314
1081	"ENSMUSG00000078578"	"Ube2d3"	chr3	+	135439643	135439798	135439660	135439798	135438233	135438352
1082	"ENSMUSG00000078578"	"Ube2d3"	chr3	+	135439643	135439798	135439660	135439798	135438753	135438864
1086	"ENSMUSG00000032946"	"Rasgrp2"	chr19	+	6401715	6401863	6401720	6401863	6399455	6399517
1104	"ENSMUSG00000031840"	"Rab3a"	chr8	+	70755830	70756083	70755985	70756083	70754723	70754863
1115	"ENSMUSG00000028483"	"Snapc3"	chr4	+	83453040	83454148	83453953	83454148	83451204	83451312
1118	"ENSMUSG00000000355"	"Mcts1"	chrX	+	38611754	38611833	38611765	38611833	38608722	38608868
1119	"ENSMUSG00000041460"	"Cacna2d4"	chr6	+	119267792	119267867	119267806	119267867	119250338	119250440
1121	"ENSMUSG00000054708"	"Ankrd24"	chr10	+	81640027	81640812	81640767	81640812	81639855	81639936
1127	"ENSMUSG00000027944"	"Hax1"	chr3	-	89997386	89997574	89997386	89997565	89997801	89998003
1133	"ENSMUSG00000058163"	"Gm5431"	chr11	-	48894334	48895567	48894334	48894738	48900298	48900390
1140	"ENSMUSG00000019796"	"Lrp11"	chr10	+	7608543	7608639	7608547	7608639	7596103	7596264
1147	"ENSMUSG00000048796"	"Cyb561d1"	chr3	-	108200124	108200270	108200124	108200162	108200759	108200834
1151	"ENSMUSG00000020329"	"Polrmt"	chr10	-	79738030	79738804	79738030	79738210	79739142	79739931
1158	"ENSMUSG00000028600"	"Podn"	chr4	-	108022480	108023412	108022480	108022637	108025515	108025609
1160	"ENSMUSG00000027605"	"Acss2"	chr2	+	155573155	155573245	155573162	155573245	155561745	155561820
1161	"ENSMUSG00000027605"	"Acss2"	chr2	+	155573155	155573245	155573162	155573245	155568549	155568608
1162	"ENSMUSG00000037348"	"Paqr7"	chr4	+	134506522	134506717	134506680	134506717	134500599	134500683
1174	"ENSMUSG00000062906"	"Hdac10"	chr15	-	89124174	89124588	89124174	89124253	89124712	89124804
1178	"ENSMUSG00000060373"	"Hnrnpc"	chr14	-	52084114	52084416	52084114	52084391	52103888	52104028
1185	"ENSMUSG00000024944"	"Arl2"	chr19	-	6135978	6137640	6135978	6136059	6137729	6137840
1187	"ENSMUSG00000041757"	"Plekha6"	chr1	+	133269999	133270202	133270059	133270202	133269455	133269578
1191	"ENSMUSG00000037876"	"Jmjd1c"	chr10	+	67218037	67218181	67218116	67218181	67215269	67215375
1194	"ENSMUSG00000072825"	"Cep170b"	chr12	+	112732499	112732558	112732501	112732558	112732004	112732083
