ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
896	1,0,2,1	19,31,36,34	1,0,1,1	21,47,21,23	227	149
897	4,4,0,2	44,37,65,54	4,2,4,1	71,77,47,39	170	149
898	1,0,0,0	7,19,15,17	0,0,0,0	15,12,24,11	156	149
899	500,496,695,741	31,45,47,53	530,627,561,543	43,48,42,45	299	149
902	407,382,592,503	252,292,449,358	529,597,540,559	387,480,392,360	317	149
903	300,349,529,428	146,137,208,170	370,495,414,452	167,210,210,172	155	149
904	421,412,746,561	0,0,0,0	511,716,660,594	0,10,16,0	474	149
905	0,7,6,3	0,0,2,0	3,7,6,5	0,1,0,0	159	149
906	18,33,68,18	97,81,122,82	45,48,56,35	102,113,148,136	159	149
907	75,103,118,131	4,5,5,7	61,96,85,84	6,8,8,3	973	149
908	323,366,595,496	0,0,4,4	454,573,428,445	0,1,1,1	177	149
909	42,73,88,104	107,98,186,178	81,110,101,82	166,181,142,130	168	149
910	4,5,5,9	0,0,1,0	7,6,10,12	0,0,0,0	163	149
911	80,90,103,102	8,3,4,5	111,124,119,93	2,4,3,6	163	149
912	73,69,94,66	9,7,13,10	115,112,104,94	12,4,6,7	164	149
913	4,5,7,6	28,31,50,61	6,5,7,4	41,37,44,35	371	149
914	68,68,81,79	2,0,0,0	62,96,68,75	2,0,0,0	538	149
915	17,11,16,10	0,3,1,0	16,32,11,17	0,0,0,0	538	149
916	344,432,580,611	7,7,10,1	493,496,460,380	4,3,10,4	241	149
917	4,2,10,6	102,111,115,132	4,5,6,3	102,143,118,118	230	149
918	30,19,27,41	0,0,0,1	17,31,20,27	0,0,0,0	167	149
919	55,40,58,60	0,1,0,1	34,68,54,40	0,2,0,2	167	149
920	229,193,252,285	5,0,6,6	196,248,232,198	6,4,1,3	167	149
921	5,0,9,11	0,0,0,0	13,1,8,10	0,0,1,0	428	149
922	36,38,81,48	2,0,0,2	43,50,51,49	1,1,1,3	227	149
923	134,106,207,171	2,0,0,2	158,166,164,141	1,1,1,3	244	149
924	98,68,126,123	0,0,0,0	115,116,113,93	0,0,0,1	166	149
925	58,52,106,70	0,1,0,0	65,67,71,62	0,0,0,0	244	149
926	54,64,103,97	4,5,0,5	93,136,120,83	4,5,15,14	297	149
928	394,501,593,578	2,12,25,11	474,549,497,468	9,16,12,17	277	149
929	152,141,194,222	282,319,471,434	175,227,228,144	325,422,370,332	158	149
930	49,35,76,54	1289,1434,2093,1678	58,80,66,57	1492,1755,1608,1469	226	149
931	1,7,7,2	2,2,9,2	7,3,5,1	4,11,2,2	222	149
932	17,0,18,0	143,159,199,207	13,1,18,6	175,214,158,217	158	149
933	0,0,0,0	0,1,0,1	0,1,1,4	0,0,1,0	158	149
934	2,1,6,0	3,2,5,2	0,5,0,4	1,2,0,7	158	149
935	188,230,315,144	71,47,70,92	235,292,270,277	59,51,75,54	459	149
936	10,9,25,8	39,36,37,55	7,13,17,19	43,50,57,37	260	149
937	0,0,0,3	1,0,1,0	5,1,3,1	1,3,0,2	213	149
938	0,2,0,3	165,175,224,283	4,2,3,1	180,230,183,153	213	149
939	8,14,13,14	296,339,420,447	6,10,8,6	371,380,393,316	166	149
940	10,10,23,23	0,3,0,3	24,21,16,9	2,1,1,1	259	149
941	1017,1064,1664,1494	0,0,0,4	1196,1546,1365,1341	4,4,0,6	414	149
942	42,52,43,36	2,0,0,0	38,50,58,31	0,0,1,0	351	149
943	9,20,15,15	49,60,58,53	11,18,12,16	74,53,62,61	225	149
944	2,5,1,5	39,54,69,66	5,6,10,7	60,61,62,56	221	149
946	12,6,17,6	9,12,32,24	8,10,11,6	31,21,28,21	176	149
947	156,252,416,193	0,1,0,0	292,407,374,326	0,0,0,0	524	149
948	160,168,262,183	2,3,4,1	222,263,247,253	2,3,3,0	162	149
949	5,5,13,7	153,185,361,218	7,12,5,5	280,303,287,255	159	149
950	16,14,21,19	72,82,112,117	28,26,9,16	87,75,100,107	205	149
951	678,905,1290,956	0,0,2,4	1044,1285,1279,1030	0,0,0,0	490	149
952	3868,5262,8955,4465	1,0,0,0	7017,8908,7207,6494	0,0,0,0	2900	149
953	584,773,1169,767	18,18,14,11	968,1167,1088,890	20,29,32,14	179	149
955	51,59,72,59	4,15,6,6	62,65,53,37	13,10,4,11	337	149
956	1396,1502,1778,2273	1,2,2,3	1350,1790,1720,1213	5,1,4,3	283	149
957	3,2,9,2	8,8,23,6	10,12,6,3	21,13,20,7	398	149
958	3,5,0,0	62,87,119,89	1,5,2,1	76,122,116,63	221	149
960	55,60,105,85	17,28,51,23	63,73,58,59	34,40,45,46	172	149
961	2,1,2,2	1,0,0,0	11,10,10,6	0,0,0,0	153	149
962	334,536,724,464	6,0,0,2	628,830,793,630	0,0,1,0	2827	149
965	51,105,95,69	0,0,0,1	74,97,86,109	0,0,2,0	191	149
966	56,100,97,70	12,25,35,14	79,95,117,79	21,22,28,24	163	149
970	3,6,7,3	35,35,40,49	6,9,4,4	38,56,37,45	271	149
972	4,9,2,3	0,0,0,0	8,5,9,9	0,0,0,1	514	149
973	601,643,801,719	0,0,1,2	657,773,670,622	0,0,0,0	1790	149
975	1,1,2,4	2,4,6,12	0,0,0,1	7,15,2,6	183	149
976	7,1,5,1	86,109,152,98	9,2,1,2	103,112,122,91	246	149
977	0,0,1,0	48,48,85,53	0,0,0,1	74,79,59,66	153	149
978	185,182,313,273	0,6,1,9	191,306,276,234	5,6,0,6	176	149
979	29,59,49,54	7,7,9,11	61,69,56,54	9,8,6,10	170	149
980	12,24,21,11	67,85,111,92	27,28,25,21	103,111,83,79	170	149
981	112,163,220,194	144,132,214,196	159,177,204,160	174,208,149,157	244	149
982	179,220,340,294	144,132,214,196	255,275,289,231	174,208,149,157	296	149
983	136,177,271,238	144,132,214,196	200,216,241,187	174,208,149,157	298	149
984	146,195,296,253	144,132,214,196	224,227,258,210	174,208,149,157	327	149
985	78,67,129,114	11,10,9,14	100,109,101,79	4,11,16,8	201	149
986	35,24,60,58	11,10,9,14	45,50,53,35	4,11,16,8	203	149
987	45,42,85,73	11,10,9,14	69,61,70,58	4,11,16,8	232	149
988	6,4,1,12	49,47,70,68	2,4,4,5	57,63,52,49	151	149
989	16,22,26,27	49,47,70,68	26,15,21,28	57,63,52,49	180	149
990	16,21,26,26	6,3,1,11	26,15,21,27	2,4,4,4	178	149
991	0,0,2,0	1,3,11,8	0,0,0,0	6,1,8,0	152	149
992	885,1094,1437,1345	1,0,2,0	1172,1218,1171,1154	0,1,6,1	159	149
993	0,0,1,1	52,44,86,52	0,0,1,0	55,83,52,78	155	149
994	113,100,121,129	130,158,220,189	97,143,128,116	148,185,175,156	164	149
996	40,46,75,59	15,19,20,28	48,73,54,56	25,33,36,26	164	149
997	120,90,175,104	30,34,36,26	123,135,124,112	23,31,21,28	206	149
998	34,42,34,28	0,0,0,0	38,39,27,43	1,0,0,0	264	149
999	6,6,10,5	3,4,17,8	6,8,5,2	2,8,8,6	160	149
1000	16,31,36,27	3,4,17,8	25,26,17,25	2,8,8,6	549	149
1001	14,26,34,23	4,1,8,1	21,20,15,24	2,2,3,1	538	149
1002	57,80,83,76	5,3,6,8	57,109,73,53	10,7,8,5	160	149
1003	18,32,30,23	5,3,6,8	22,25,21,28	10,7,8,5	549	149
1004	16,27,28,19	55,75,81,72	18,19,19,27	53,103,71,52	538	149
1005	12,14,40,27	5,13,30,20	11,24,17,23	17,16,23,15	161	149
1006	170,170,245,241	0,0,0,0	191,195,179,179	0,1,0,0	432	149
1008	8,10,8,7	0,2,1,0	17,17,22,20	2,3,1,1	151	149
1009	1,2,3,3	69,82,105,109	2,0,6,4	85,94,79,97	289	149
1010	200,242,398,258	1,0,2,2	328,332,306,288	0,0,0,0	651	149
1011	208,267,399,281	0,0,0,0	332,356,338,372	0,1,0,0	1126	149
1012	74,80,111,129	0,0,0,0	94,111,128,83	0,0,1,0	1664	149
1013	59,74,100,120	4,0,0,1	67,108,79,79	3,2,3,0	163	149
1014	2,0,2,0	102,84,129,153	3,1,0,1	100,98,110,95	223	149
1015	1,0,4,1	1,0,0,0	1,2,0,3	0,0,2,0	222	149
1016	11,4,7,19	52,37,56,43	11,7,15,9	54,51,67,42	222	149
1017	23,23,29,51	19,33,40,26	29,39,25,32	18,36,34,23	186	149
1018	18,37,61,30	156,142,155,123	39,39,40,40	166,181,173,173	266	149
1019	11,26,36,17	3,6,8,1	22,24,21,21	3,3,4,3	266	149
1020	30,58,87,57	0,0,0,0	39,45,29,37	0,0,0,2	2348	149
1022	118,171,252,181	1,2,1,0	177,271,254,208	0,0,1,0	1632	149
1023	163,188,314,181	0,1,2,0	260,256,236,189	0,3,3,4	727	149
1024	35,40,63,60	0,2,8,1	36,48,55,46	1,0,4,5	207	149
1025	20,19,31,26	60,86,90,101	17,32,28,27	71,91,90,84	260	149
1026	15,16,29,16	97,104,175,120	38,35,17,21	149,166,189,152	182	149
1029	0,1,4,0	1,0,0,1	2,0,3,3	0,4,0,2	153	149
1030	27,33,28,30	78,62,95,94	29,21,37,24	92,133,104,100	153	149
1032	0,3,2,1	17,13,23,23	3,3,0,0	20,18,23,19	159	149
1033	124,182,199,197	4,3,5,8	176,209,187,199	0,1,1,2	200	149
1034	157,167,291,193	9,9,4,10	227,281,248,227	7,6,9,12	158	149
1035	0,1,0,1	0,2,2,2	0,0,0,1	3,3,4,6	158	149
1036	74,99,102,79	1,0,0,0	88,103,99,92	0,1,2,0	259	149
1037	161,197,225,198	27,42,63,51	194,261,228,216	29,52,38,35	539	149
1038	209,245,358,260	1,0,0,0	264,353,325,238	0,1,0,0	446	149
1039	2928,3237,4255,4069	7,5,11,15	3269,4024,3814,3599	8,10,8,12	267	149
1040	5412,5909,8001,7702	68,59,111,81	6285,7621,7231,6611	57,89,98,63	267	149
1042	168,161,204,240	3,17,12,13	176,186,197,199	11,6,7,12	176	149
1043	224,233,347,281	5,4,11,4	271,266,243,267	1,1,0,1	166	149
1044	2354,2533,4480,3529	0,0,0,0	3213,4010,3367,3549	1,0,0,0	3309	149
1045	263,269,362,299	53,54,69,64	275,340,306,325	66,86,69,51	251	149
1046	0,2,1,1	0,2,0,0	0,2,2,0	0,0,0,1	153	149
1047	58,56,78,80	0,0,0,0	79,79,61,60	0,0,1,1	168	149
1048	10,12,23,23	0,0,1,3	18,20,23,24	1,2,1,0	353	149
1049	43,72,59,59	0,0,1,0	82,74,65,69	0,0,0,0	2531	149
1050	355,351,519,445	1,0,0,3	403,517,473,396	2,2,1,1	508	149
1051	105,104,138,115	38,51,68,57	123,149,105,92	44,69,67,57	155	149
1053	32,27,33,43	3,4,6,8	27,33,35,28	6,4,2,4	164	149
1055	380,305,527,466	0,0,0,1	457,461,477,398	2,0,0,0	192	149
1056	0,0,1,1	0,0,0,0	2,1,0,1	0,0,2,0	161	149
1057	3,2,4,4	48,59,51,72	8,9,2,5	76,63,73,68	156	149
1058	1,3,3,5	144,183,322,245	3,1,3,3	213,304,249,224	162	149
1061	7,7,14,13	1,1,2,1	4,7,16,11	0,0,0,0	158	149
1062	3,3,8,0	1,0,0,0	5,3,2,2	0,1,0,0	174	149
1063	20,25,24,23	1,2,3,3	25,17,14,17	1,1,6,3	174	149
1064	0,0,1,0	0,3,0,1	0,1,3,1	0,5,6,1	156	149
1065	0,0,2,0	1,1,1,0	0,1,0,1	5,1,0,1	156	149
1066	5,6,9,4	11,19,20,18	5,6,5,7	17,21,9,15	156	149
1068	1,2,1,6	14,20,22,37	1,1,0,0	49,19,25,18	162	149
1069	77,61,93,106	55,79,110,80	83,110,85,108	72,98,65,92	257	149
1070	148,172,263,186	38,52,56,54	211,220,226,203	50,48,62,42	839	149
1071	6,10,5,4	4,3,9,6	8,2,7,6	9,8,11,10	168	149
1072	32,34,52,27	46,53,52,42	42,48,46,41	49,76,71,61	168	149
1073	88,76,131,100	162,178,297,225	135,143,110,96	210,247,267,186	190	149
1074	3,4,5,3	43,38,54,63	1,5,5,2	64,47,48,53	174	149
1075	386,344,531,429	277,340,485,418	336,470,460,433	393,428,394,381	158	149
1076	3,18,8,10	104,132,161,153	9,11,6,9	123,134,165,120	170	149
1078	0,1,1,4	0,0,0,2	0,0,2,1	0,0,0,0	153	149
1079	12,18,19,15	4,0,1,0	6,20,24,25	1,2,2,1	153	149
1080	0,3,7,0	119,134,219,160	1,1,3,1	134,178,185,117	178	149
1081	638,919,1426,803	0,0,3,0	972,1499,1085,1142	0,0,1,2	2812	149
1082	178,176,246,186	3,5,4,12	193,245,216,233	6,3,4,3	2320	149
1083	6,13,10,11	118,143,219,191	16,15,14,7	127,182,164,141	164	149
1084	202,247,295,278	1207,1344,1895,1676	294,288,253,256	1521,1617,1481,1325	194	149
1085	73,54,97,93	3,8,4,10	40,66,55,64	4,5,0,3	372	149
1086	40,57,54,68	6,6,7,4	54,68,51,54	7,4,2,5	169	149
1089	24,33,41,30	0,2,7,1	38,27,32,28	1,2,1,2	197	149
1090	11,17,26,18	98,115,193,138	15,29,17,12	129,161,169,133	164	149
1091	456,533,778,673	0,0,1,2	655,647,637,561	0,0,0,0	311	149
1092	16,1,13,12	31,47,62,40	14,30,16,12	64,54,50,42	282	149
1093	8,1,10,8	3,0,3,5	9,15,5,7	4,0,5,2	282	149
1094	118,164,276,178	0,0,0,0	246,226,230,254	0,2,0,0	431	149
1095	126,121,213,158	130,135,219,188	200,184,201,199	182,223,220,176	378	149
1096	5293,5221,7595,7292	5,7,6,2	5820,6646,6644,5665	5,4,10,3	177	149
1097	10,22,24,28	18,9,13,9	13,32,12,23	11,9,10,8	500	149
1098	10,20,24,24	17,12,11,16	10,31,10,17	5,15,15,12	500	149
1100	63,84,96,111	0,0,0,0	82,78,97,90	0,0,1,0	401	149
1101	215,261,355,275	50,56,69,66	243,392,303,272	60,104,99,92	152	149
1102	1,9,1,5	2,0,0,0	2,1,4,3	0,1,2,1	153	149
1103	186,170,260,258	0,1,1,2	199,222,244,197	0,0,2,0	153	149
1104	150,217,298,227	3,5,8,13	243,326,276,264	11,6,6,5	454	149
1105	128,209,238,190	3,0,3,0	202,263,222,194	0,4,5,0	160	149
1106	38,31,30,23	78,110,135,119	33,25,42,26	133,148,146,108	153	149
1107	4,3,6,0	23,18,43,19	13,6,3,3	43,36,46,29	155	149
1108	71,125,154,148	1,0,1,0	122,126,127,101	1,0,1,0	242	149
1109	4,9,8,4	66,63,113,100	17,12,18,12	89,99,85,90	153	149
1110	5,3,9,3	42,53,79,72	6,12,6,10	62,80,70,65	154	149
1111	182,180,266,262	1,1,2,0	181,219,210,202	2,0,1,2	158	149
1114	145,142,267,160	0,0,0,0	183,206,169,192	0,0,1,1	287	149
1115	7,6,29,5	15,18,28,13	9,23,17,11	14,14,12,15	162	149
1116	199,218,289,241	1,0,0,3	233,282,287,220	0,1,1,0	1618	149
1117	239,249,357,281	6,4,1,4	242,288,349,274	0,3,0,3	1271	149
1119	73,76,118,79	28,30,50,24	94,88,98,91	31,52,28,26	167	149
1120	133,151,204,259	0,0,0,0	156,208,156,114	0,1,0,3	190	149
1121	3881,4059,5517,5786	52,46,70,74	4368,4876,4364,3975	69,87,78,36	215	149
1122	3,0,2,1	107,91,121,144	1,0,1,1	88,119,103,79	153	149
1123	0,2,2,2	20,29,58,33	7,2,3,1	14,35,31,27	196	149
1124	2,3,10,7	0,0,0,1	4,8,6,6	0,0,0,0	1028	149
1125	0,0,0,0	84,104,172,154	0,0,0,2	136,126,133,135	176	149
1126	0,1,0,0	0,0,0,0	0,0,0,0	0,0,0,1	180	149
1127	15,30,27,16	291,387,476,382	19,34,37,23	394,393,441,428	389	149
1128	1,1,2,2	242,251,337,411	0,0,0,1	285,337,267,223	151	149
1130	32,39,75,46	178,175,247,240	51,57,50,48	207,250,213,222	227	149
1131	35,31,37,30	2,11,21,9	57,63,29,55	10,21,18,9	174	149
1132	12,8,28,12	1,1,2,1	17,11,8,13	0,0,0,0	158	149
1133	61,54,103,107	0,0,0,0	79,111,104,72	0,0,1,0	265	149
1134	111,124,198,159	0,0,0,0	136,184,164,129	0,0,1,0	274	149
1135	50,70,95,52	0,0,0,0	57,73,61,57	0,0,1,0	158	149
1136	1,0,1,0	60,47,73,73	1,2,0,0	63,102,36,54	153	149
1137	65,71,113,68	7,1,0,4	77,82,117,85	6,3,0,4	243	149
1138	684,685,889,1015	0,0,4,2	740,808,692,610	0,0,0,0	1737	149
1139	626,641,821,956	0,1,0,0	678,720,655,571	0,0,0,0	290	149
1140	19,32,10,23	0,0,0,0	10,17,18,18	1,0,0,0	168	149
1141	4,0,0,0	39,80,58,58	0,0,0,0	35,29,52,28	243	149
1142	82,102,79,95	0,0,2,0	66,67,68,74	0,0,0,0	282	149
1143	269,220,313,274	20,18,50,16	241,291,301,296	28,37,13,18	254	149
1144	241,259,346,310	8,9,5,7	299,247,250,274	5,10,5,9	185	149
1145	96,93,148,121	0,5,1,0	122,100,119,114	3,0,0,0	185	149
1146	125,103,172,139	7,12,19,15	159,141,116,138	3,10,15,8	185	149
1147	502,512,779,651	0,1,4,2	506,677,711,561	1,2,1,2	208	149
1149	670,828,1425,845	0,0,0,0	1030,1465,1317,1279	2,0,0,0	299	149
1151	2300,2529,3182,3428	3,9,6,17	2719,2859,3020,2444	5,10,6,4	153	149
1152	2,5,3,2	4,14,7,7	6,2,1,2	8,5,7,8	249	149
1153	244,273,382,303	1,0,2,1	266,318,336,286	5,1,3,0	341	149
1154	554,549,848,737	2,1,0,1	625,791,700,758	2,3,2,4	188	149
1155	7,1,2,7	0,0,1,0	1,4,3,6	0,2,4,0	227	149
1156	27,36,42,30	0,0,0,1	25,50,42,23	1,0,0,0	181	149
1157	123,159,194,135	2,7,5,1	139,206,148,103	1,5,2,4	181	149
1160	0,0,0,0	0,0,1,1	1,0,0,0	4,1,0,1	161	149
1161	0,2,0,0	40,64,69,64	0,0,2,0	57,77,75,63	155	149
1162	5,1,0,1	111,80,172,142	1,0,0,0	107,118,153,114	180	149
1163	1,2,5,4	0,1,3,0	1,2,1,1	0,1,2,3	161	149
1164	107,100,125,129	1,0,0,2	119,150,129,115	1,2,0,2	624	149
1165	1,0,1,1	135,150,242,141	2,0,0,1	163,180,171,165	165	149
1167	581,616,796,815	0,0,0,0	625,737,742,638	1,0,0,0	1216	149
1168	0,3,1,0	9,7,17,6	2,5,2,1	18,9,13,9	153	149
1169	34,67,83,58	0,1,0,0	79,78,81,56	0,3,4,1	518	149
1171	0,1,0,1	24,17,42,23	3,2,0,0	27,42,46,15	167	149
1172	0,0,0,0	5,2,3,5	1,3,0,0	7,6,6,5	167	149
1173	58,79,99,109	3,2,1,0	105,135,101,81	1,2,1,2	326	149
1174	62,81,103,110	0,0,0,0	115,142,95,82	1,1,4,0	326	149
1175	80,100,156,83	0,1,1,0	152,166,148,173	0,0,0,0	480	149
1176	84,110,165,125	130,157,189,190	125,142,138,100	138,167,172,142	278	149
1177	45,48,90,55	5,1,4,6	55,67,56,53	5,4,9,5	278	149
1178	290,314,458,412	50,51,74,41	286,399,332,327	57,62,82,63	168	149
1179	5,11,13,9	52,50,109,59	8,14,10,13	82,75,81,82	323	149
1180	27,28,28,14	14,12,11,8	17,39,20,21	15,11,13,7	414	149
1181	0,0,0,0	296,329,476,379	2,0,0,1	365,385,450,346	154	149
1182	810,1217,2007,915	0,2,1,0	1907,2428,2057,1756	0,4,1,0	939	149
1183	21,43,49,21	71,93,125,114	49,62,28,35	81,105,105,85	268	149
1184	91,118,187,87	6,19,24,10	137,175,181,154	18,30,30,31	211	149
1185	10,9,12,2	91,76,138,89	5,9,7,7	102,141,152,117	159	149
1186	3,0,2,8	950,1014,1528,1660	9,5,3,7	1152,1266,1097,1201	153	149
1187	0,4,0,1	4,1,3,2	2,2,1,4	3,6,7,4	152	149
1188	2,0,0,1	0,3,4,2	0,0,1,0	1,2,1,3	171	149
1189	42,62,133,72	24,32,35,24	100,60,77,79	32,29,20,26	153	149
1190	1,2,9,5	137,106,191,162	11,2,13,6	191,163,167,160	185	149
1191	200,210,337,239	0,0,1,0	326,363,356,325	1,0,0,0	191	149
1192	78,63,145,117	24,42,40,43	88,121,111,99	20,50,39,37	179	149
1193	10,12,31,16	12,4,8,5	17,22,19,13	12,11,7,8	179	149
1196	17,28,17,23	15,15,22,20	26,17,26,16	9,17,18,5	180	149
1197	23,22,34,26	55,96,112,85	38,42,40,33	72,129,104,79	188	149
1200	965,1265,2009,1152	377,348,632,319	1616,2169,2425,1620	540,664,829,498	153	149
1201	0,1,0,1	0,0,0,0	3,2,1,0	0,0,1,1	178	149
1202	1,2,2,1	1,1,1,0	5,3,1,1	0,1,2,0	217	149
1203	1,2,3,4	5,1,3,4	8,6,3,1	2,4,1,2	287	149
1204	1,1,2,0	1,1,1,0	2,1,1,2	0,1,2,0	188	149
1205	1,1,3,3	5,1,3,4	5,4,3,2	2,4,1,2	258	149
1206	1,1,2,3	5,1,3,4	3,4,4,0	2,4,1,2	219	149
1207	93,89,153,91	166,208,269,201	141,130,117,100	240,286,213,194	164	149
1208	102,92,140,106	25,31,42,42	129,114,133,119	44,32,32,34	164	149
1209	362,417,644,533	0,0,0,1	468,583,423,516	0,0,0,0	322	149
1210	7,15,15,7	26,35,51,45	13,25,29,7	49,65,68,70	208	149
1211	25,42,62,32	0,0,0,0	61,105,73,72	1,0,0,0	695	149
1212	29,36,49,24	3,1,3,1	46,69,29,60	1,2,3,5	1779	149
1213	85,77,136,106	79,97,167,128	89,93,111,50	101,122,126,91	195	149
1214	0,1,0,1	4,2,6,6	0,4,0,0	6,9,1,5	158	149
1215	7,6,13,13	221,232,294,298	11,7,4,7	259,353,264,269	242	149
1216	0,1,0,0	0,3,2,1	0,1,0,1	6,1,0,0	165	149
1217	0,0,0,0	31,27,43,39	1,4,1,3	46,30,38,41	165	149
1218	127,186,255,219	2,4,0,3	216,250,252,186	0,4,2,0	552	149
1219	6,2,5,3	0,0,0,0	5,2,3,5	0,2,0,0	161	149
1220	80,56,99,81	65,90,98,119	64,71,78,66	74,109,81,71	161	149
1221	31,27,33,39	14,15,20,18	21,35,23,43	19,17,10,22	173	149
1222	13,14,15,25	3,0,5,1	14,20,15,24	0,2,2,1	173	149
1223	35,53,70,65	6,16,13,10	39,56,40,50	6,10,17,9	173	149
1224	77,94,127,131	34,31,55,49	89,105,90,82	19,47,35,29	303	149
1225	246,368,718,269	2,4,7,0	689,836,669,648	4,5,6,6	728	149
1226	571,675,823,719	2,1,3,2	604,760,764,698	7,2,1,3	294	149
1227	6,33,43,12	0,0,0,0	26,41,35,26	2,0,0,0	1238	149
1229	8,17,18,13	7,11,5,5	11,28,22,22	5,10,4,11	186	149
1230	1,0,1,0	2,4,7,5	4,4,0,2	6,1,5,1	154	149
1231	0,0,0,0	112,134,208,81	0,0,1,0	161,187,143,162	153	149
1236	133,114,167,107	62,68,127,83	130,139,98,139	66,79,73,67	212	149
1237	2161,2340,3576,3313	0,0,0,0	2666,3115,2991,2816	0,1,0,0	330	149
1238	2,0,2,0	1409,1483,2115,2148	0,0,0,1	1599,2133,2025,1827	150	149
1240	0,2,7,1	59,73,97,90	2,2,0,0	94,133,82,138	153	149
1241	93,72,96,120	10,6,2,10	93,115,99,91	5,11,7,6	180	149
1242	597,653,892,855	10,6,2,10	851,921,745,770	5,11,7,6	276	149
1243	509,582,803,738	5,1,7,3	759,808,647,679	1,2,1,0	245	149
1244	260,297,432,388	0,0,0,0	397,398,361,344	2,0,0,0	245	149
1245	0,0,4,3	0,1,2,0	1,1,1,1	0,0,0,0	160	149
1246	20,18,58,31	162,164,233,269	39,41,29,19	209,251,213,204	228	149
1247	285,303,408,396	0,1,0,1	346,425,401,319	0,7,0,0	326	149
1248	5,6,7,1	228,217,299,340	6,8,6,3	245,321,296,236	160	149
1250	137,178,202,182	80,99,179,170	146,235,167,163	121,151,129,101	268	149
1252	451,469,785,614	0,0,2,8	634,730,509,569	1,0,0,3	1242	149
1253	8,16,36,46	0,1,0,2	49,45,32,47	2,3,3,2	1946	149
1254	111,129,211,170	0,0,1,0	172,182,173,139	0,0,0,0	384	149
1255	242,306,434,460	0,2,4,2	355,429,363,340	2,8,3,5	153	149
1256	25,42,34,29	33,59,68,35	54,55,58,26	49,53,57,40	197	149
1258	0,3,2,3	46,87,108,106	3,3,3,1	81,87,77,91	162	149
1260	15,31,30,33	12,18,33,14	46,46,42,40	16,19,27,23	167	149
1261	5,4,10,7	337,429,568,543	8,6,13,7	457,560,576,457	160	149
1262	2,2,9,1	30,66,92,49	5,3,0,4	63,57,59,63	158	149
1263	1,2,0,0	40,36,50,61	1,1,0,0	66,43,45,38	156	149
1264	69,79,104,107	78,103,102,102	76,71,99,98	75,96,77,83	164	149
1265	18,33,30,28	0,0,0,0	27,25,29,21	0,0,0,1	178	149
1266	589,597,910,704	0,0,0,0	713,787,725,680	1,0,1,0	347	149
1269	1,2,3,7	1,0,4,1	3,0,2,3	5,1,2,1	152	149
1270	173,163,240,237	90,75,88,111	259,296,294,223	64,110,112,76	158	149
1271	11,16,14,10	23,45,63,56	17,7,14,8	44,55,44,49	220	149
1272	0,1,1,4	0,0,0,0	2,2,2,2	2,0,0,0	237	149
1273	2,7,1,1	59,59,86,58	5,8,5,5	91,93,64,81	257	149
1274	56,70,81,86	0,0,1,0	87,97,100,93	0,1,0,0	153	149
1275	22,18,30,38	133,131,152,175	32,30,32,23	135,128,148,127	158	149
1276	692,672,1009,1078	206,208,320,330	709,917,786,702	221,282,242,228	209	149
1277	31,29,42,29	38,36,58,57	14,29,21,20	43,53,60,44	245	149
1278	15,12,11,14	0,0,0,0	3,10,7,6	2,0,0,0	245	149
1279	150,93,155,153	0,0,2,0	144,161,128,118	2,0,0,0	246	149
1281	273,497,657,360	100,144,203,167	654,660,598,576	100,190,119,113	1446	149
1282	59,39,74,41	1,0,0,0	38,91,67,65	0,1,0,0	181	149
1283	0,1,0,2	1,13,9,7	0,0,0,0	4,9,7,8	202	149
1285	0,0,2,0	0,1,3,1	0,0,1,0	2,3,2,1	201	149
1286	4,5,9,7	2,4,9,4	10,15,14,9	14,17,19,9	203	149
1287	2,5,3,13	0,0,0,0	3,14,11,11	0,1,0,0	200	149
1288	0,0,0,1	0,0,0,0	0,0,1,0	0,1,0,0	231	149
1290	0,2,7,3	0,0,0,1	0,12,1,8	0,0,0,0	1917	149
1291	12,8,21,11	247,270,368,363	9,15,20,12	289,333,351,241	192	149
1293	1372,1385,1904,1788	6,13,15,14	1344,1760,1747,1347	9,16,7,7	158	149
1294	41,42,73,68	133,147,195,191	56,64,42,54	172,165,166,166	163	149
1295	15,13,15,26	1512,1627,2122,2348	20,14,20,6	1634,1945,1934,1633	183	149
1296	15,18,14,19	50,54,74,84	27,23,22,23	48,77,75,50	153	149
1297	1,0,1,2	1,0,1,0	3,3,0,3	0,1,0,0	248	149
1298	9,6,26,19	0,0,0,1	24,25,28,33	0,0,0,0	181	149
1299	7337,8158,10976,11686	0,0,0,0	7991,9819,9386,8138	0,0,3,0	501	149
1300	1,8,3,4	101,97,158,142	2,2,7,3	125,129,126,93	151	149
1301	258,330,477,384	6,5,8,6	355,373,370,311	4,1,6,3	154	149
1302	9,13,18,24	2,0,3,1	16,13,13,12	4,1,4,6	154	149
1303	0,2,5,2	4,0,0,3	3,5,5,9	5,2,0,0	397	149
1304	41,47,57,55	0,0,0,1	61,51,55,62	0,0,0,0	240	149
1306	4,13,14,9	1,7,2,1	9,9,12,11	7,6,9,4	171	149
1307	6,20,27,16	1,7,2,1	11,27,26,24	7,6,9,4	185	149
1308	2,10,13,7	0,3,0,0	4,18,15,17	2,0,1,4	163	149
1309	14,18,14,15	2,0,4,0	26,15,12,11	1,1,4,0	160	149
