ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
28	"ENSMUSG00000072966"	"Gprasp2"	chrX	+	135840392	135840508	135840392	135840469	135840618	135840690
29	"ENSMUSG00000043384"	"Gprasp1"	chrX	+	135751944	135752017	135751944	135751976	135778905	135780786
30	"ENSMUSG00000096508"	"Gm7903"	chrX	+	135434159	135434286	135434159	135434278	135438530	135438830
31	"ENSMUSG00000094004"	"Gm5128"	chrX	+	135373608	135373735	135373608	135373727	135377926	135378226
32	"ENSMUSG00000009596"	"Taf7l"	chrX	-	134470379	134470509	134470487	134470509	134470115	134470171
33	"ENSMUSG00000025597"	"Klhl4"	chrX	+	114530022	114530235	114530022	114530154	114543001	114543170
34	"ENSMUSG00000025597"	"Klhl4"	chrX	+	114543001	114543188	114543001	114543170	114549352	114549577
35	"ENSMUSG00000025592"	"Dach2"	chrX	+	113814842	113815021	113814842	113814991	113815116	113815264
36	"ENSMUSG00000025528"	"2010106E10Rik"	chrX	+	112515188	112515312	112515188	112515282	112556249	112556332
37	"ENSMUSG00000031241"	"Tbx22"	chrX	+	107680107	107680313	107680107	107680282	107681140	107681305
38	"ENSMUSG00000073008"	"Gpr174"	chrX	+	107268881	107268967	107268881	107268963	107288465	107288536
39	"ENSMUSG00000031229"	"Atrx"	chrX	-	105856457	105856618	105856481	105856618	105855857	105856031
40	"ENSMUSG00000056537"	"Rlim"	chrX	-	103981062	103981284	103981072	103981284	103979272	103979334
41	"ENSMUSG00000031323"	"Dmrtc1a"	chrX	-	102905054	102905121	102905060	102905121	102904749	102904879
42	"ENSMUSG00000046774"	"8030474K03Rik"	chrX	+	101798101	101798165	101798101	101798156	101798341	101798383
43	"ENSMUSG00000031310"	"Zmym3"	chrX	-	101409611	101409780	101409632	101409780	101409153	101409305
44	"ENSMUSG00000031310"	"Zmym3"	chrX	-	101412377	101412475	101412413	101412475	101412137	101412294
45	"ENSMUSG00000031310"	"Zmym3"	chrX	-	101418272	101418952	101418794	101418952	101417286	101417330
46	"ENSMUSG00000079487"	"Med12"	chrX	+	101293424	101293630	101293424	101293621	101293792	101293870
47	"ENSMUSG00000031297"	"Slc7a3"	chrX	-	101080100	101080871	101080707	101080871	101079699	101079808
48	"ENSMUSG00000044206"	"Vsig4"	chrX	-	96290489	96290846	96290752	96290846	96269555	96269612
49	"ENSMUSG00000033460"	"Armcx1"	chrX	+	134718919	134719108	134718919	134718992	134719394	134719503
50	"ENSMUSG00000033460"	"Armcx1"	chrX	+	134718919	134719108	134718919	134718992	134719626	134719725
51	"ENSMUSG00000035395"	"Pet2"	chrX	-	89406767	89406908	89406768	89406908	89403847	89406681
52	"ENSMUSG00000047996"	"Prrg1"	chrX	-	78561559	78561644	78561575	78561644	78520770	78520821
53	"ENSMUSG00000004221"	"Ikbkg"	chrX	+	74427761	74427902	74427761	74427874	74432804	74433006
54	"ENSMUSG00000031398"	"Plxna3"	chrX	+	74333546	74333675	74333546	74333664	74333745	74333846
55	"ENSMUSG00000019087"	"Atp6ap1"	chrX	+	74301323	74301364	74301323	74301358	74301935	74302021
56	"ENSMUSG00000031429"	"Psmd10"	chrX	-	140952146	140952313	140952225	140952313	140948428	140949309
57	"ENSMUSG00000031387"	"Renbp"	chrX	-	73930186	73930262	73930228	73930262	73930004	73930080
58	"ENSMUSG00000031389"	"Arhgap4"	chrX	-	73896384	73896486	73896393	73896486	73895947	73896047
59	"ENSMUSG00000002010"	"Idh3g"	chrX	-	73782005	73782716	73782674	73782716	73781676	73781789
60	"ENSMUSG00000031362"	"Xlr4c"	chrX	-	73242577	73242660	73242613	73242660	73242067	73242182
61	"ENSMUSG00000031362"	"Xlr4c"	chrX	-	73242577	73242660	73242613	73242660	73242067	73242195
62	"ENSMUSG00000057836"	"Xlr3a"	chrX	-	73094823	73095082	73094945	73095082	73094182	73094252
63	"ENSMUSG00000057836"	"Xlr3a"	chrX	-	73094823	73095082	73094960	73095082	73094182	73094252
64	"ENSMUSG00000057836"	"Xlr3a"	chrX	-	73094945	73095082	73094960	73095082	73094182	73094252
65	"ENSMUSG00000079845"	"Xlr4a"	chrX	-	73081984	73082067	73082020	73082067	73081473	73081601
66	"ENSMUSG00000073131"	"Vma21"	chrX	+	71816789	71817067	71816789	71816940	71820067	71820177
67	"ENSMUSG00000031189"	"Aff2"	chrX	+	69523435	69523568	69523435	69523556	69544408	69545269
68	"ENSMUSG00000060681"	"Slc9a6"	chrX	+	56620325	56620525	56620325	56620429	56622610	56622688
69	"ENSMUSG00000035967"	"Ddx26b"	chrX	+	56497860	56497985	56497860	56497984	56499567	56499710
70	"ENSMUSG00000023074"	"Mospd1"	chrX	-	53355652	53355873	53355655	53355873	53347703	53347865
71	"ENSMUSG00000031105"	"Slc25a14"	chrX	+	48623961	48624206	48623961	48624197	48625595	48625640
72	"ENSMUSG00000031105"	"Slc25a14"	chrX	+	48623961	48624206	48623961	48624197	48628135	48628183
73	"ENSMUSG00000031105"	"Slc25a14"	chrX	+	48623961	48624206	48623961	48624197	48629251	48629345
74	"ENSMUSG00000037005"	"Xpnpep2"	chrX	+	48121800	48122103	48121800	48121902	48122528	48122610
75	"ENSMUSG00000031099"	"Smarca1"	chrX	-	47887096	47887198	47887111	47887198	47884036	47884203
76	"ENSMUSG00000037475"	"Thoc2"	chrX	-	41813416	41814008	41813949	41814008	41812458	41812494
77	"ENSMUSG00000037475"	"Thoc2"	chrX	-	41881904	41882000	41881908	41882000	41879885	41879937
78	"ENSMUSG00000016327"	"Atp1b4"	chrX	+	38320510	38320772	38320510	38320760	38324644	38324773
79	"ENSMUSG00000071769"	"Rhox3h"	chrX	-	37660990	37661360	37661171	37661360	37657687	37657923
80	"ENSMUSG00000059626"	"Rhox3e"	chrX	+	37547405	37547775	37547405	37547594	37550846	37551082
81	"ENSMUSG00000085489"	"Gm3669"	chrX	-	29883847	29884126	29884093	29884126	29883062	29883175
82	"ENSMUSG00000096911"	"Gm2165"	chrX	+	28698042	28698321	28698042	28698075	28698993	28699106
83	"ENSMUSG00000093817"	"Gm2101"	chrX	+	27690057	27690336	27690057	27690090	27691008	27691121
84	"ENSMUSG00000001134"	"Uxt"	chrX	-	20961634	20961786	20961679	20961786	20959937	20960019
85	"ENSMUSG00000031065"	"Cdk16"	chrX	+	20696017	20696467	20696017	20696141	20696547	20696645
86	"ENSMUSG00000031065"	"Cdk16"	chrX	+	20697119	20697210	20697119	20697208	20698450	20698528
87	"ENSMUSG00000031060"	"Rbm10"	chrX	+	20645436	20645597	20645436	20645594	20645768	20645866
88	"ENSMUSG00000037369"	"Kdm6a"	chrX	+	18277375	18277563	18277375	18277546	18278625	18279936
89	"ENSMUSG00000031012"	"Cask"	chrX	-	13785918	13786049	13785936	13786049	13714665	13714771
90	"ENSMUSG00000031010"	"Usp9x"	chrX	+	13165271	13165532	13165271	13165484	13166631	13166727
91	"ENSMUSG00000029034"	"Cpsf3l"	chr4	+	155885564	155886156	155885564	155885703	155886797	155886987
92	"ENSMUSG00000051007"	"Pddc1"	chr7	-	141411797	141411874	141411812	141411874	141409845	141410885
93	"ENSMUSG00000027071"	"P2rx3"	chr2	-	85024109	85024173	85024115	85024173	85023482	85023576
94	"ENSMUSG00000039748"	"Exo1"	chr1	+	175881131	175881227	175881131	175881200	175882894	175883068
95	"ENSMUSG00000039748"	"Exo1"	chr1	+	175881131	175881354	175881131	175881200	175882894	175883068
96	"ENSMUSG00000039748"	"Exo1"	chr1	+	175881131	175881354	175881131	175881227	175882894	175883068
97	"ENSMUSG00000039748"	"Exo1"	chr1	+	175893740	175893834	175893740	175893789	175896127	175896353
98	"ENSMUSG00000059005"	"Hnrnpa3"	chr2	+	75659317	75659389	75659317	75659323	75661465	75661588
99	"ENSMUSG00000074677"	"Sirpb1c"	chr3	-	15832129	15832462	15832147	15832462	15795144	15795350
100	"ENSMUSG00000074677"	"Sirpb1c"	chr3	-	15832129	15832462	15832147	15832462	15802488	15802603
101	"ENSMUSG00000041966"	"Dcaf17"	chr2	+	71086538	71086630	71086538	71086626	71087314	71087398
102	"ENSMUSG00000000392"	"Fap"	chr2	-	62502705	62502872	62502799	62502872	62502441	62502515
103	"ENSMUSG00000026980"	"Ly75"	chr2	-	60334445	60334564	60334449	60334564	60332924	60332956
104	"ENSMUSG00000026977"	"March7"	chr2	+	60240942	60241075	60240942	60241052	60243556	60243670
105	"ENSMUSG00000054181"	"A930012O16Rik"	chr2	-	57237713	57238508	57237756	57238508	57236226	57236972
106	"ENSMUSG00000060988"	"Galnt13"	chr2	+	55073897	55074104	55073897	55073996	55098562	55098697
107	"ENSMUSG00000060988"	"Galnt13"	chr2	+	55073897	55074104	55073897	55073996	55112820	55118309
108	"ENSMUSG00000060600"	"Eno3"	chr11	+	70657201	70657279	70657201	70657267	70657871	70657958
109	"ENSMUSG00000060600"	"Eno3"	chr11	+	70660996	70661194	70660996	70661092	70661388	70661590
110	"ENSMUSG00000036053"	"Fmnl2"	chr2	+	53130411	53130504	53130411	53130458	53131839	53133804
111	"ENSMUSG00000020594"	"Pum2"	chr12	+	8744614	8744749	8744614	8744743	8747156	8747294
112	"ENSMUSG00000037703"	"Lzts3"	chr2	-	130636942	130637419	130637284	130637419	130635772	130636627
113	"ENSMUSG00000015133"	"Lrrk1"	chr7	-	66266459	66266608	66266490	66266608	66265424	66265541
114	"ENSMUSG00000052920"	"Prkg1"	chr19	-	30574056	30574155	30574117	30574155	30571611	30571678
115	"ENSMUSG00000026867"	"Gapvd1"	chr2	-	34706697	34706832	34706740	34706832	34706019	34706139
116	"ENSMUSG00000026867"	"Gapvd1"	chr2	-	34717252	34717382	34717315	34717382	34715204	34715330
117	"ENSMUSG00000021068"	"Nin"	chr12	-	70025379	70025481	70025406	70025481	70020833	70021031
118	"ENSMUSG00000024268"	"Celf4"	chr18	-	25491080	25491224	25491140	25491224	25486793	25486965
119	"ENSMUSG00000039515"	"Ppp2r4"	chr2	+	30426398	30426519	30426398	30426496	30428315	30428402
120	"ENSMUSG00000039515"	"Ppp2r4"	chr2	+	30438228	30439764	30438228	30438353	30443289	30443397
121	"ENSMUSG00000026798"	"Coq4"	chr2	+	29790456	29790559	29790456	29790530	29795380	29795510
122	"ENSMUSG00000026798"	"Coq4"	chr2	+	29790456	29790559	29790456	29790530	29795383	29795510
123	"ENSMUSG00000040875"	"Osbpl10"	chr9	+	115067245	115067329	115067245	115067325	115109399	115109591
124	"ENSMUSG00000026812"	"Tsc1"	chr2	+	28671765	28671923	28671765	28671881	28672392	28672504
125	"ENSMUSG00000026812"	"Tsc1"	chr2	+	28671765	28672087	28671765	28671881	28672392	28672504
126	"ENSMUSG00000026812"	"Tsc1"	chr2	+	28671765	28672087	28671765	28671923	28672392	28672504
127	"ENSMUSG00000036067"	"Slc2a6"	chr2	-	27023087	27023643	27023534	27023643	27022718	27022864
128	"ENSMUSG00000026924"	"Sec16a"	chr2	-	26415281	26415401	26415306	26415401	26414370	26414445
129	"ENSMUSG00000026927"	"Sdccag3"	chr2	-	26385497	26385609	26385540	26385609	26384681	26384821
130	"ENSMUSG00000026927"	"Sdccag3"	chr2	-	26385497	26386063	26385989	26386063	26384681	26384821
131	"ENSMUSG00000026927"	"Sdccag3"	chr2	-	26385497	26385609	26385540	26385609	26385082	26385145
132	"ENSMUSG00000026927"	"Sdccag3"	chr2	-	26385497	26386063	26385989	26386063	26385082	26385145
133	"ENSMUSG00000036281"	"Snapc4"	chr2	-	26372730	26372825	26372758	26372825	26370832	26370880
134	"ENSMUSG00000036281"	"Snapc4"	chr2	-	26378449	26378636	26378493	26378636	26378020	26378067
135	"ENSMUSG00000015093"	"Clic3"	chr2	+	25457848	25457990	25457848	25457974	25458114	25458221
136	"ENSMUSG00000026958"	"Dpp7"	chr2	-	25354892	25355721	25355557	25355721	25354740	25354822
137	"ENSMUSG00000026958"	"Dpp7"	chr2	-	25355809	25355953	25355813	25355953	25355557	25355721
138	"ENSMUSG00000024728"	"1700025F22Rik"	chr19	-	11163377	11163491	11163399	11163491	11146728	11146785
139	"ENSMUSG00000006471"	"Ndor1"	chr2	-	25251720	25251818	25251730	25251818	25250279	25250378
140	"ENSMUSG00000097451"	"Rian"	chr12	+	109606213	109606343	109606213	109606341	109617210	109617349
141	"ENSMUSG00000097451"	"Rian"	chr12	+	109656787	109656840	109656787	109656831	109658052	109658121
142	"ENSMUSG00000097451"	"Rian"	chr12	+	109656787	109656840	109656787	109656831	109659722	109659807
143	"ENSMUSG00000017428"	"Psmd11"	chr11	+	80469801	80470030	80469801	80469927	80470382	80470418
144	"ENSMUSG00000017428"	"Psmd11"	chr11	+	80469801	80470418	80469801	80469927	80470625	80470677
145	"ENSMUSG00000026748"	"Plxdc2"	chr2	+	16703316	16703383	16703316	16703377	16712081	16712229
146	"ENSMUSG00000034101"	"Ctnnd1"	chr2	-	84650320	84650745	84650405	84650745	84622010	84622082
147	"ENSMUSG00000034101"	"Ctnnd1"	chr2	-	84650320	84650745	84650405	84650745	84626019	84626137
148	"ENSMUSG00000057914"	"Cacnb2"	chr2	+	14963905	14963997	14963905	14963982	14971561	14971642
149	"ENSMUSG00000061086"	"Myl4"	chr11	+	104580401	104580475	104580401	104580429	104583977	104584127
150	"ENSMUSG00000026767"	"Fam188a"	chr2	-	12356900	12356977	12356904	12356977	12355276	12355364
151	"ENSMUSG00000058594"	"Fbxo18"	chr2	-	11769749	11769931	11769775	11769931	11767121	11767711
152	"ENSMUSG00000023206"	"Il15ra"	chr2	+	11718263	11718458	11718263	11718342	11720012	11720105
153	"ENSMUSG00000023206"	"Il15ra"	chr2	+	11718263	11718458	11718263	11718342	11723412	11723610
154	"ENSMUSG00000023206"	"Il15ra"	chr2	+	11718263	11718458	11718263	11718342	11724095	11724128
155	"ENSMUSG00000023206"	"Il15ra"	chr2	+	11718263	11718458	11718263	11718342	11730570	11730646
156	"ENSMUSG00000028141"	"Oaz3"	chr3	-	94436034	94436125	94436037	94436125	94435955	94436033
157	"ENSMUSG00000038374"	"Rbm8a"	chr3	+	96629939	96630065	96629939	96630028	96630301	96630361
158	"ENSMUSG00000038374"	"Rbm8a"	chr3	+	96629939	96630065	96629939	96630028	96630305	96630361
159	"ENSMUSG00000027469"	"Tpx2"	chr2	+	152854920	152855015	152854920	152855002	152867183	152867357
160	"ENSMUSG00000027469"	"Tpx2"	chr2	+	152854920	152855015	152854920	152855002	152867186	152867357
161	"ENSMUSG00000024979"	"Tectb"	chr19	+	55192563	55192690	55192563	55192636	55193839	55193872
162	"ENSMUSG00000024979"	"Tectb"	chr19	+	55192563	55192909	55192563	55192636	55193839	55193872
163	"ENSMUSG00000024979"	"Tectb"	chr19	+	55192563	55192909	55192563	55192690	55193839	55193872
164	"ENSMUSG00000074797"	"Itpa"	chr2	+	130672059	130672338	130672059	130672133	130674238	130674270
165	"ENSMUSG00000017210"	"Med24"	chr11	-	98728777	98728987	98728784	98728987	98728614	98728697
166	"ENSMUSG00000047731"	"Wbp1l"	chr19	+	46644352	46644567	46644352	46644455	46652473	46652635
167	"ENSMUSG00000025221"	"Kcnip2"	chr19	-	45796278	45797186	45797086	45797186	45795579	45795700
168	"ENSMUSG00000025221"	"Kcnip2"	chr19	-	45796278	45797186	45797090	45797186	45795579	45795704
169	"ENSMUSG00000025188"	"Hps1"	chr19	-	42766685	42766833	42766709	42766833	42766129	42766216
170	"ENSMUSG00000093456"	"Gm20662"	chr9	+	108024102	108024450	108024102	108024323	108040904	108041086
171	"ENSMUSG00000057738"	"Sptan1"	chr2	+	30006622	30006670	30006622	30006646	30007493	30007585
172	"ENSMUSG00000055652"	"Klhl25"	chr7	+	75848337	75848484	75848337	75848473	75865336	75867141
173	"ENSMUSG00000039021"	"Ttc16"	chr2	-	32774793	32775095	32775047	32775095	32774390	32774557
174	"ENSMUSG00000024798"	"Htr7"	chr19	-	35969303	35970064	35969308	35970064	35958733	35960399
175	"ENSMUSG00000025656"	"Arhgef9"	chrX	-	95054880	95055011	95054942	95055011	95054228	95054290
176	"ENSMUSG00000025656"	"Arhgef9"	chrX	-	95165588	95165970	95165592	95165970	95130835	95131015
177	"ENSMUSG00000097855"	"A930007I19Rik"	chr19	-	29520773	29520969	29520847	29520969	29499811	29500079
178	"ENSMUSG00000097855"	"A930007I19Rik"	chr19	-	29520773	29520969	29520847	29520969	29510148	29510329
179	"ENSMUSG00000032480"	"Dhx30"	chr9	-	110084728	110084868	110084780	110084868	110084320	110084646
180	"ENSMUSG00000032480"	"Dhx30"	chr9	-	110115035	110115582	110115490	110115582	110112970	110113090
181	"ENSMUSG00000028621"	"Cyb5rl"	chr4	+	107068611	107070547	107068611	107068823	107070869	107071018
182	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23107758	23107880	23107758	23107820	23108587	23108633
183	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23110579	23111263	23110579	23110723	23111502	23111592
184	"ENSMUSG00000035735"	"Dagla"	chr19	-	10270987	10271199	10271010	10271199	10269186	10269325
185	"ENSMUSG00000035735"	"Dagla"	chr19	-	10270987	10271199	10271010	10271199	10269716	10269818
186	"ENSMUSG00000024773"	"Atg2a"	chr19	+	6255100	6255271	6255100	6255265	6255408	6255538
187	"ENSMUSG00000067577"	"A430093F15Rik"	chr19	+	10781761	10783081	10781761	10781964	10785232	10785345
188	"ENSMUSG00000054874"	"Pcnxl3"	chr19	-	5683276	5683412	5683306	5683412	5681431	5681553
189	"ENSMUSG00000054874"	"Pcnxl3"	chr19	-	5683276	5683412	5683306	5683412	5681431	5681574
190	"ENSMUSG00000030322"	"Mbd4"	chr6	-	115848394	115849732	115848905	115849732	115845542	115845617
191	"ENSMUSG00000024829"	"Mrpl21"	chr19	+	3284759	3284833	3284759	3284817	3285309	3285395
192	"ENSMUSG00000056153"	"Socs6"	chr18	-	88887208	88887333	88887212	88887333	88761951	88762168
193	"ENSMUSG00000056153"	"Socs6"	chr18	-	88887208	88887333	88887212	88887333	88886991	88887065
194	"ENSMUSG00000019368"	"Sec14l4"	chr11	+	4043286	4043759	4043286	4043370	4043832	4043972
195	"ENSMUSG00000031558"	"Slit2"	chr5	+	48283387	48283545	48283387	48283518	48296408	48296563
196	"ENSMUSG00000019979"	"Apaf1"	chr10	-	91079446	91079636	91079479	91079636	91077533	91077731
197	"ENSMUSG00000007050"	"Lsm2"	chr17	+	34982158	34982367	34982158	34982234	34982619	34982687
198	"ENSMUSG00000007833"	"Aldh16a1"	chr7	-	45149300	45149766	45149663	45149766	45148613	45148740
199	"ENSMUSG00000003033"	"Ap1m1"	chr8	+	72253208	72253633	72253208	72253280	72255696	72255822
200	"ENSMUSG00000001120"	"Pcbp3"	chr10	-	76785070	76785214	76785139	76785214	76781831	76781873
201	"ENSMUSG00000089847"	"Timm10b"	chr7	+	105641027	105641228	105641027	105641160	105643310	105643632
202	"ENSMUSG00000089847"	"Timm10b"	chr7	+	105641027	105641228	105641027	105641160	105655621	105655748
203	"ENSMUSG00000042055"	"Wdr11"	chr7	+	129606516	129606712	129606516	129606644	129606996	129607097
204	"ENSMUSG00000026000"	"Lancl1"	chr1	-	67038771	67038834	67038801	67038834	67038494	67038591
205	"ENSMUSG00000036452"	"Arhgap26"	chr18	+	39357552	39357828	39357552	39357663	39363116	39363208
206	"ENSMUSG00000024454"	"Hdac3"	chr18	-	37941378	37941766	37941707	37941766	37940952	37941110
207	"ENSMUSG00000020818"	"Mfsd11"	chr11	+	116861522	116861695	116861522	116861667	116863905	116863946
208	"ENSMUSG00000024483"	"Ankhd1"	chr18	+	36641398	36641505	36641398	36641478	36641576	36641693
209	"ENSMUSG00000024483"	"Ankhd1"	chr18	+	36656685	36656862	36656685	36656834	36657973	36658138
210	"ENSMUSG00000006289"	"Osgep"	chr14	-	50917382	50917503	50917453	50917503	50917231	50917310
211	"ENSMUSG00000026389"	"Steap3"	chr1	-	120269982	120270259	120270124	120270259	120243767	120244267
212	"ENSMUSG00000051278"	"Zgrf1"	chr3	+	127608484	127608868	127608484	127608632	127611783	127611911
213	"ENSMUSG00000036845"	"Lin37"	chr7	-	30557849	30557958	30557882	30557958	30557625	30557676
214	"ENSMUSG00000025962"	"Fastkd2"	chr1	+	63735462	63735968	63735462	63735571	63737778	63737918
215	"ENSMUSG00000035478"	"Mbd3"	chr10	-	80399121	80399550	80399217	80399550	80395435	80395595
216	"ENSMUSG00000024247"	"Pkdcc"	chr17	+	83222125	83222230	83222125	83222198	83223782	83223956
217	"ENSMUSG00000079356"	"Mettl4-ps1"	chr17	+	71536358	71536716	71536358	71536569	71537217	71537287
218	"ENSMUSG00000009995"	"Taz"	chrX	+	74282749	74283400	74282749	74283116	74283647	74283693
219	"ENSMUSG00000009995"	"Taz"	chrX	+	74288450	74289019	74288450	74288513	74289104	74289182
220	"ENSMUSG00000003279"	"Dlgap1"	chr17	+	70522135	70522268	70522135	70522262	70593166	70593381
221	"ENSMUSG00000033016"	"Nfatc1"	chr18	-	80635401	80636076	80635690	80636076	80606204	80608025
222	"ENSMUSG00000034116"	"Vav1"	chr17	+	57279099	57279401	57279099	57279284	57295981	57296098
223	"ENSMUSG00000042625"	"Safb2"	chr17	-	56571209	56571319	56571256	56571319	56568894	56569022
224	"ENSMUSG00000042625"	"Safb2"	chr17	-	56578636	56578844	56578640	56578844	56577842	56577905
225	"ENSMUSG00000042625"	"Safb2"	chr17	-	56578636	56578844	56578692	56578844	56577842	56577905
226	"ENSMUSG00000042625"	"Safb2"	chr17	-	56578640	56578844	56578692	56578844	56577842	56577905
227	"ENSMUSG00000027939"	"Nup210l"	chr3	+	90189420	90189599	90189420	90189595	90190856	90191028
228	"ENSMUSG00000086714"	"0610009E02Rik"	chr2	+	26457672	26457812	26457672	26457780	26458415	26459379
229	"ENSMUSG00000034165"	"Ccnd3"	chr17	+	47578708	47578792	47578708	47578773	47593608	47593852
230	"ENSMUSG00000034165"	"Ccnd3"	chr17	+	47578708	47578792	47578708	47578773	47593644	47593852
231	"ENSMUSG00000034165"	"Ccnd3"	chr17	+	47578708	47578792	47578708	47578773	47593653	47593852
232	"ENSMUSG00000023952"	"Gtpbp2"	chr17	+	46161031	46161326	46161031	46161291	46163482	46163509
233	"ENSMUSG00000038954"	"Supt3"	chr17	+	45041215	45041386	45041215	45041306	45048281	45048392
234	"ENSMUSG00000087491"	"Gm14552"	chrX	-	34976602	34976881	34976848	34976881	34975817	34975930
235	"ENSMUSG00000029534"	"St7"	chr6	+	17886003	17886118	17886003	17886117	17905706	17905842
236	"ENSMUSG00000029534"	"St7"	chr6	+	17921988	17922139	17921988	17922124	17930765	17930858
237	"ENSMUSG00000023930"	"Crisp2"	chr17	-	40791858	40791908	40791876	40791908	40790586	40790664
238	"ENSMUSG00000070424"	"Art5"	chr7	-	102097780	102098510	102098215	102098510	102097307	102097340
239	"ENSMUSG00000015766"	"Eps8"	chr6	-	137500534	137500643	137500535	137500643	137499581	137499725
240	"ENSMUSG00000019518"	"Ap4m1"	chr5	+	138172348	138172479	138172348	138172437	138172786	138172893
241	"ENSMUSG00000073402"	"Gm8909"	chr17	-	36167432	36167708	36167542	36167708	36165598	36165874
242	"ENSMUSG00000050323"	"Ndufaf6"	chr4	-	11073139	11073243	11073143	11073243	11070199	11070322
243	"ENSMUSG00000063683"	"Glyat"	chr19	+	12639771	12639903	12639771	12639866	12646302	12646410
244	"ENSMUSG00000032745"	"Gpbp1"	chr13	-	111453023	111453423	111453372	111453423	111448932	111448999
245	"ENSMUSG00000031441"	"Atp11a"	chr8	+	12826324	12826612	12826324	12826406	12827447	12827598
246	"ENSMUSG00000025816"	"Sec61a2"	chr2	-	5876359	5876561	5876363	5876561	5874226	5874418
247	"ENSMUSG00000025816"	"Sec61a2"	chr2	-	5895256	5895334	5895259	5895334	5893153	5893221
248	"ENSMUSG00000046110"	"Serinc4"	chr2	-	121453993	121454209	121453997	121454209	121453708	121453804
249	"ENSMUSG00000002307"	"Daxx"	chr17	+	33912587	33912807	33912587	33912693	33913272	33913726
250	"ENSMUSG00000024300"	"Myo1f"	chr17	+	33598142	33598323	33598142	33598312	33601050	33601196
251	"ENSMUSG00000024299"	"Adamts10"	chr17	+	33537278	33537424	33537278	33537327	33537899	33537943
252	"ENSMUSG00000024299"	"Adamts10"	chr17	+	33538570	33538701	33538570	33538695	33543197	33543305
253	"ENSMUSG00000024299"	"Adamts10"	chr17	+	33538570	33538712	33538570	33538695	33543197	33543305
254	"ENSMUSG00000024299"	"Adamts10"	chr17	+	33538570	33538712	33538570	33538701	33543197	33543305
255	"ENSMUSG00000024299"	"Adamts10"	chr17	+	33549479	33550670	33549479	33549609	33551013	33551190
