	GeneID	chr	strand	1stExonStart	1stExonEnd	2ndExonStart	2ndExonEnd	upstreamEE	downstreamES
72	ENSMUSG00000034055	chrX	-	102520753	102520924	102528066	102528117	102517496	102532076
73	ENSMUSG00000034055	chrX	-	102636542	102636711	102639080	102639128	102625670	102642220
74	ENSMUSG00000067567	chrX	-	102307638	102307744	102402584	102402679	102285168	102405536
76	ENSMUSG00000031310	chrX	-	101417286	101417330	101418272	101418952	101416981	101420145
77	ENSMUSG00000031310	chrX	-	101417286	101417330	101418272	101418952	101416981	101420158
78	ENSMUSG00000031310	chrX	-	101417286	101417330	101418272	101418952	101416981	101420539
81	ENSMUSG00000046032	chrX	-	101213773	101213864	101214400	101214525	101102435	101215482
82	ENSMUSG00000046032	chrX	-	101214400	101214525	101215482	101215578	101213864	101222261
92	ENSMUSG00000031399	chrX	-	74387437	74387496	74390473	74390497	74387084	74390990
97	ENSMUSG00000031392	chrX	-	74018129	74018366	74019899	74019965	74017511	74020327
98	ENSMUSG00000031392	chrX	-	74021848	74021963	74022184	74022249	74021061	74022472
99	ENSMUSG00000031392	chrX	-	74021848	74021963	74022184	74022249	74021061	74022848
100	ENSMUSG00000031392	chrX	-	74022184	74022249	74022472	74022661	74021963	74022848
101	ENSMUSG00000031392	chrX	-	74022184	74022249	74022472	74022664	74021963	74022848
102	ENSMUSG00000031392	chrX	-	74022472	74022661	74022848	74023065	74022249	74023365
103	ENSMUSG00000031389	chrX	-	73897753	73897888	73897968	73898046	73897658	73898131
104	ENSMUSG00000031389	chrX	-	73904247	73904469	73906156	73906219	73900736	73906428
105	ENSMUSG00000002006	chrX	-	73796829	73796892	73798193	73798292	73796477	73798757
106	ENSMUSG00000002006	chrX	-	73796829	73796892	73798757	73798848	73796477	73799833
107	ENSMUSG00000002006	chrX	-	73796829	73796892	73798193	73798292	73796477	73824281
108	ENSMUSG00000002006	chrX	-	73796829	73796892	73799833	73800087	73796477	73824281
109	ENSMUSG00000002006	chrX	-	73798193	73798292	73799833	73800087	73796477	73824281
110	ENSMUSG00000002006	chrX	-	73798193	73798292	73798757	73798848	73796892	73799833
111	ENSMUSG00000002006	chrX	-	73798193	73798292	73799833	73800087	73796892	73824281
112	ENSMUSG00000002006	chrX	-	73798757	73798848	73799833	73800087	73798292	73824281
113	ENSMUSG00000002010	chrX	-	73782005	73782103	73782297	73782309	73781789	73782674
116	ENSMUSG00000002015	chrX	-	73706996	73707144	73714792	73714928	73689682	73716117
117	ENSMUSG00000031371	chrX	-	73445809	73445924	73452998	73453060	73437565	73454866
118	ENSMUSG00000031371	chrX	-	73446927	73447137	73452998	73453060	73445924	73454866
119	ENSMUSG00000031371	chrX	-	73448810	73448902	73452998	73453060	73448350	73454866
120	ENSMUSG00000035776	chrX	-	71440524	71440611	71441073	71441145	71438199	71450610
121	ENSMUSG00000035776	chrX	-	71441073	71441145	71450610	71450673	71440611	71492521
123	ENSMUSG00000035847	chrX	-	70359948	70360149	70362976	70363154	70358437	70363801
127	ENSMUSG00000031400	chrX	-	74411965	74412091	74412318	74412477	74411658	74413863
128	ENSMUSG00000031400	chrX	-	74411965	74412091	74412318	74412480	74411658	74413863
129	ENSMUSG00000031133	chrX	-	57241805	57241826	57243389	57243515	57240687	57244604
130	ENSMUSG00000062184	chrX	-	51428657	51428744	51471373	51471406	51390361	51679889
134	ENSMUSG00000036916	chrX	-	48588702	48588749	48591672	48591761	48578529	48594363
140	ENSMUSG00000037475	chrX	-	41881908	41882000	41897791	41897850	41879937	41911800
141	ENSMUSG00000036502	chrX	-	38235840	38235903	38245715	38245858	38233192	38252243
142	ENSMUSG00000036572	chrX	-	37104428	37104527	37108914	37109021	37102137	37109147
143	ENSMUSG00000050379	chrX	-	36922839	36923030	36930098	36930267	36913254	36934383
151	ENSMUSG00000031012	chrX	-	13550946	13550982	13552372	13552441	13549361	13554877
152	ENSMUSG00000031012	chrX	-	13614469	13614592	13620649	13620825	13608817	13626194
153	ENSMUSG00000031012	chrX	-	13682970	13683048	13714665	13714771	13677657	13785936
154	ENSMUSG00000031012	chrX	-	13714665	13714771	13785936	13786049	13683048	13846007
155	ENSMUSG00000044148	chrX	-	12662649	12662829	12664499	12664649	12658024	12669526
156	ENSMUSG00000031174	chrX	-	10181954	10182052	10194817	10194983	10178336	10195971
158	ENSMUSG00000025453	chr13	-	119396746	119396976	119404551	119404754	119394828	119408902
160	ENSMUSG00000042284	chr13	-	115031104	115031193	115035272	115035385	115030994	115049282
161	ENSMUSG00000042284	chr13	-	115035272	115035385	115049282	115049403	115031193	115101470
162	ENSMUSG00000021594	chr13	-	69586584	69586735	69594915	69595017	69575196	69600230
163	ENSMUSG00000021594	chr13	-	69594915	69595017	69600230	69600397	69586735	69610966
164	ENSMUSG00000025144	chr11	-	120711389	120711478	120711702	120711895	120711306	120713692
165	ENSMUSG00000012640	chr7	-	43301169	43301265	43301610	43301737	43300176	43311030
166	ENSMUSG00000027071	chr2	-	85024109	85024173	85024381	85024453	85023576	85024855
168	ENSMUSG00000030630	chr7	-	84599053	84599144	84600776	84600826	84597275	84601032
169	ENSMUSG00000018412	chr11	-	104368679	104368778	104378684	104378826	104357596	104423921
170	ENSMUSG00000018412	chr11	-	104378684	104378826	104423921	104425293	104368778	104441724
171	ENSMUSG00000018412	chr11	-	104378684	104378826	104423921	104425293	104368778	104467638
179	ENSMUSG00000000392	chr2	-	62552273	62552326	62553782	62553857	62548642	62554744
180	ENSMUSG00000000392	chr2	-	62553782	62553857	62554744	62554839	62552326	62556100
181	ENSMUSG00000000392	chr2	-	62554744	62554839	62556100	62556184	62553857	62573438
182	ENSMUSG00000000392	chr2	-	62554744	62554839	62556100	62556199	62553857	62573438
183	ENSMUSG00000026970	chr2	-	60759758	60759806	60762052	60762146	60758854	60762269
185	ENSMUSG00000073643	chr1	-	79717202	79717315	79724644	79724757	79715000	79726565
186	ENSMUSG00000073643	chr1	-	79719123	79719274	79726565	79726716	79717315	79729655
187	ENSMUSG00000073643	chr1	-	79719123	79719274	79726565	79726716	79717315	79733799
188	ENSMUSG00000073643	chr1	-	79722213	79722268	79729655	79729710	79719274	79733799
205	ENSMUSG00000003166	chr16	-	17844982	17845135	17849590	17849794	17844208	17856751
206	ENSMUSG00000026761	chr2	-	48910185	48910294	48912561	48912648	48909514	48917164
207	ENSMUSG00000026761	chr2	-	48912561	48912648	48917164	48917338	48910294	48927095
208	ENSMUSG00000026761	chr2	-	48936771	48936862	48937451	48937528	48933622	48940332
212	ENSMUSG00000034575	chr13	-	69503634	69503735	69504605	69504732	69503078	69506915
213	ENSMUSG00000026885	chr2	-	35784088	35784195	35795356	35795602	35752492	35889264
214	ENSMUSG00000026885	chr2	-	35902569	35903145	35940673	35940807	35890367	35944862
218	ENSMUSG00000026867	chr2	-	34691105	34691215	34693372	34693502	34690621	34695485
221	ENSMUSG00000026797	chr2	-	32800579	32800681	32802753	32802892	32798190	32806068
222	ENSMUSG00000026797	chr2	-	32819833	32819910	32821834	32821916	32818505	32823535
225	ENSMUSG00000024268	chr18	-	25537676	25537755	25679412	25679495	25505015	25753341
231	ENSMUSG00000075415	chr2	-	31044881	31044896	31052984	31053080	31040514	31054023
232	ENSMUSG00000075415	chr2	-	31044881	31044896	31052984	31053137	31040514	31054023
233	ENSMUSG00000075415	chr2	-	31044881	31044896	31052984	31053167	31040514	31054023
234	ENSMUSG00000075415	chr2	-	31048204	31048288	31052984	31053080	31044896	31054023
235	ENSMUSG00000075415	chr2	-	31048204	31048288	31052984	31053167	31044896	31054023
236	ENSMUSG00000075415	chr2	-	31052984	31053167	31054023	31054218	31040514	31055427
237	ENSMUSG00000075415	chr2	-	31052984	31053167	31054023	31054218	31044896	31055427
241	ENSMUSG00000039648	chr2	-	30187186	30187307	30187688	30187817	30186909	30188052
259	ENSMUSG00000052928	chr18	-	75624228	75624300	75637132	75637338	75611779	75697391
263	ENSMUSG00000014426	chr17	-	12242649	12242805	12243499	12243596	12240070	12247302
264	ENSMUSG00000026927	chr2	-	26384681	26384821	26385082	26385145	26383694	26385497
265	ENSMUSG00000026927	chr2	-	26384681	26384821	26385082	26385145	26383694	26385540
266	ENSMUSG00000026927	chr2	-	26385082	26385145	26385497	26385609	26384821	26385989
267	ENSMUSG00000026927	chr2	-	26385082	26385145	26385497	26386063	26384821	26386903
268	ENSMUSG00000026927	chr2	-	26385082	26385145	26385989	26386063	26384821	26386903
269	ENSMUSG00000026927	chr2	-	26385082	26385145	26386903	26387311	26384821	26387555
270	ENSMUSG00000026927	chr2	-	26385497	26385609	26385989	26386063	26385145	26386903
271	ENSMUSG00000031555	chr8	-	24995109	24995175	24996654	24996850	24993115	24997742
272	ENSMUSG00000026932	chr2	-	26062191	26062297	26064453	26064618	26061670	26089542
273	ENSMUSG00000026932	chr2	-	26064453	26064618	26089542	26090482	26062297	26122688
277	ENSMUSG00000026958	chr2	-	25354892	25355028	25355557	25355721	25354822	25355813
283	ENSMUSG00000006471	chr2	-	25250279	25250378	25251720	25251818	25250197	25254863
287	ENSMUSG00000021615	chr13	-	89940961	89941109	89992453	89992606	89849463	90000917
289	ENSMUSG00000026737	chr2	-	18866111	18866150	18872283	18872430	18852926	18889051
290	ENSMUSG00000026737	chr2	-	18866111	18866150	18889051	18889204	18852926	18906228
291	ENSMUSG00000026737	chr2	-	18872283	18872430	18889051	18889204	18852926	18906228
292	ENSMUSG00000026737	chr2	-	18872283	18872430	18889051	18889204	18866150	18906228
293	ENSMUSG00000026737	chr2	-	18889051	18889204	18906228	18906325	18872430	18908054
327	ENSMUSG00000020993	chr12	-	59044252	59044346	59048122	59048206	59043676	59050267
328	ENSMUSG00000020993	chr12	-	59048122	59048206	59051640	59051708	59044346	59061155
331	ENSMUSG00000026767	chr2	-	12364446	12364519	12386608	12386679	12356977	12396178
332	ENSMUSG00000026767	chr2	-	12364446	12364519	12386608	12386679	12356977	12405859
333	ENSMUSG00000026767	chr2	-	12382102	12382183	12386608	12386679	12364519	12396178
334	ENSMUSG00000026767	chr2	-	12382102	12382183	12397492	12397566	12364519	12419158
335	ENSMUSG00000026767	chr2	-	12382102	12382183	12410000	12410080	12364519	12419158
336	ENSMUSG00000026767	chr2	-	12382102	12382183	12386608	12386679	12364519	12419158
337	ENSMUSG00000026767	chr2	-	12386608	12386679	12397492	12397566	12364519	12405859
338	ENSMUSG00000026767	chr2	-	12386608	12386679	12396178	12396258	12382183	12397492
339	ENSMUSG00000026767	chr2	-	12396178	12396258	12397492	12397566	12386679	12419158
340	ENSMUSG00000026767	chr2	-	12397492	12397566	12410000	12410080	12364519	12419158
341	ENSMUSG00000026767	chr2	-	12397492	12397566	12403997	12404166	12396258	12405859
342	ENSMUSG00000026767	chr2	-	12397492	12397566	12403997	12404168	12396258	12405859
343	ENSMUSG00000026767	chr2	-	12400022	12400137	12403997	12404166	12397566	12405859
344	ENSMUSG00000026767	chr2	-	12400022	12400137	12403997	12404168	12397566	12405859
345	ENSMUSG00000026767	chr2	-	12401024	12401076	12403997	12404168	12400137	12405859
346	ENSMUSG00000040747	chr3	-	106767925	106768000	106768797	106768986	106767422	106770681
347	ENSMUSG00000058594	chr2	-	11747059	11747166	11748363	11748489	11743757	11748936
348	ENSMUSG00000058594	chr2	-	11759928	11760023	11760480	11760573	11758448	11762830
349	ENSMUSG00000058594	chr2	-	11760480	11760573	11762830	11763021	11760023	11763869
351	ENSMUSG00000015451	chr17	-	34815521	34815573	34816059	34816263	34815436	34816391
356	ENSMUSG00000004642	chr5	-	33646009	33646069	33649742	33649847	33645637	33651962
361	ENSMUSG00000021149	chr13	-	8991931	8992035	8992644	8992815	8991851	8995948
365	ENSMUSG00000101678	chr5	-	31145245	31145278	31145494	31145565	31144752	31145683
366	ENSMUSG00000101678	chr5	-	31145972	31146088	31153667	31153742	31145776	31154190
368	ENSMUSG00000020932	chr11	-	102894377	102894539	102895472	102895568	102893586	102895749
369	ENSMUSG00000020932	chr11	-	102895472	102895568	102895749	102895810	102894539	102896665
370	ENSMUSG00000020932	chr11	-	102895472	102895568	102895749	102895810	102894539	102900766
380	ENSMUSG00000025041	chr19	-	46893518	46893560	46894520	46894604	46892612	46896507
381	ENSMUSG00000025041	chr19	-	46903877	46903973	46924261	46924335	46898894	46950845
382	ENSMUSG00000025041	chr19	-	46904974	46905092	46950845	46950965	46903973	47014697
383	ENSMUSG00000025041	chr19	-	46924261	46924335	46950845	46950965	46905092	46962271
384	ENSMUSG00000025041	chr19	-	46924261	46924335	46950845	46950965	46905092	47014697
386	ENSMUSG00000019813	chr10	-	41723860	41723938	41728627	41728714	41723005	41729330
387	ENSMUSG00000019813	chr10	-	41740839	41740913	41743041	41743221	41731115	41745770
388	ENSMUSG00000027016	chr2	-	77476734	77476845	77503539	77503682	77450313	77703055
389	ENSMUSG00000027016	chr2	-	77476734	77476845	77503539	77503682	77450313	77719450
390	ENSMUSG00000025221	chr19	-	45794479	45794587	45794739	45794810	45794303	45794977
391	ENSMUSG00000025220	chr19	-	45762184	45762270	45767393	45768007	45761208	45770050
392	ENSMUSG00000025220	chr19	-	45767393	45768007	45770050	45770209	45765624	45771681
393	ENSMUSG00000025220	chr19	-	45770050	45770209	45771681	45771966	45768007	45773661
394	ENSMUSG00000025220	chr19	-	45770050	45770209	45773661	45773760	45768007	45776047
395	ENSMUSG00000025220	chr19	-	45771681	45771966	45776047	45776219	45770209	45776886
399	ENSMUSG00000033697	chr15	-	76725322	76725492	76725922	76726014	76725176	76726628
400	ENSMUSG00000033697	chr15	-	76741512	76741596	76751527	76751947	76737809	76765484
407	ENSMUSG00000022635	chr15	-	93391453	93391565	93393706	93393764	93391158	93395586
410	ENSMUSG00000037259	chr2	-	144476072	144476147	144479014	144479142	144475089	144479604
411	ENSMUSG00000037259	chr2	-	144490112	144490277	144491771	144491897	144488828	144501426
412	ENSMUSG00000037259	chr2	-	144491771	144491897	144501426	144501519	144490277	144502917
413	ENSMUSG00000037259	chr2	-	144491771	144491897	144502917	144503031	144490277	144504339
414	ENSMUSG00000037259	chr2	-	144491771	144491897	144502917	144503034	144490277	144504339
415	ENSMUSG00000037259	chr2	-	144501426	144501519	144502917	144503031	144491897	144504339
416	ENSMUSG00000037259	chr2	-	144501426	144501519	144502917	144503034	144491897	144504339
419	ENSMUSG00000025016	chr19	-	41238677	41238844	41240576	41240708	41234775	41245443
420	ENSMUSG00000041014	chr14	-	38381623	38381751	38397229	38397350	38376483	38407113
421	ENSMUSG00000041014	chr14	-	38509329	38509356	38668217	38668291	38407216	39011968
422	ENSMUSG00000059436	chr12	-	76953168	76953276	76961262	76961289	76940090	76961989
423	ENSMUSG00000033965	chrX	-	103707754	103708205	103712158	103712303	103706395	103821354
426	ENSMUSG00000001323	chr11	-	74909693	74909768	74910200	74910320	74909205	74925618
430	ENSMUSG00000024766	chr19	-	33558264	33558336	33582052	33582251	33557178	33583046
431	ENSMUSG00000024766	chr19	-	33559511	33559655	33579361	33579498	33558336	33580464
432	ENSMUSG00000025656	chrX	-	95100956	95101136	95112354	95112546	95081710	95130835
433	ENSMUSG00000025656	chrX	-	95100956	95101136	95112354	95112546	95081710	95165599
434	ENSMUSG00000025656	chrX	-	95112354	95112546	95130835	95131015	95101136	95165588
435	ENSMUSG00000025656	chrX	-	95112354	95112546	95130835	95131015	95101136	95166218
445	ENSMUSG00000024812	chr19	-	24099452	24099563	24100701	24100914	24098315	24101896
446	ENSMUSG00000035392	chr2	-	37961640	37961742	37983059	37983105	37936744	38003373
447	ENSMUSG00000035392	chr2	-	37961640	37961742	38003373	38003474	37936744	38021355
448	ENSMUSG00000035392	chr2	-	37983059	37983105	38003373	38003474	37961742	38021355
449	ENSMUSG00000035392	chr2	-	37983059	37983105	38021355	38021466	37961742	38039151
450	ENSMUSG00000035392	chr2	-	38003373	38003474	38021355	38021466	37983105	38039151
451	ENSMUSG00000035392	chr2	-	38021355	38021466	38039151	38039205	38003474	38043338
452	ENSMUSG00000035392	chr2	-	38039151	38039205	38043338	38043419	38021466	38048724
453	ENSMUSG00000035392	chr2	-	38126528	38126648	38159806	38159850	38021466	38243401
454	ENSMUSG00000035392	chr2	-	38126528	38126648	38136925	38136975	38048794	38159806
455	ENSMUSG00000035392	chr2	-	38126528	38126648	38159806	38159850	38048794	38166049
456	ENSMUSG00000035392	chr2	-	38126528	38126648	38136925	38136975	38048794	38243401
457	ENSMUSG00000035392	chr2	-	38126528	38126648	38159806	38159850	38048794	38243401
458	ENSMUSG00000035392	chr2	-	38136925	38136975	38159806	38159850	38048794	38243401
459	ENSMUSG00000035392	chr2	-	38136925	38136975	38159806	38159850	38126648	38243401
460	ENSMUSG00000035392	chr2	-	38159806	38159850	38243401	38243472	38126648	38287112
464	ENSMUSG00000028062	chr3	-	88550695	88550785	88552354	88552517	88550004	88552795
465	ENSMUSG00000032480	chr9	-	110086119	110086326	110086530	110086706	110086031	110086931
466	ENSMUSG00000032480	chr9	-	110091418	110091568	110092315	110092436	110088705	110092857
467	ENSMUSG00000032480	chr9	-	110112970	110113025	110115035	110115161	110109121	110115490
468	ENSMUSG00000032480	chr9	-	110112970	110113090	110115035	110115161	110109121	110115490
469	ENSMUSG00000032480	chr9	-	110112970	110113090	110115035	110115211	110109121	110115490
470	ENSMUSG00000029505	chr5	-	110739295	110739681	110741969	110742060	110735646	110755396
471	ENSMUSG00000029505	chr5	-	110741969	110742060	110755396	110756766	110739681	110770491
472	ENSMUSG00000058624	chr19	-	21409871	21409939	21412497	21412595	21400705	21414813
473	ENSMUSG00000058624	chr19	-	21428478	21428650	21434220	21434309	21425618	21472367
481	ENSMUSG00000037572	chr14	-	47251917	47252032	47256103	47256260	47250891	47258520
482	ENSMUSG00000037572	chr14	-	47263438	47263623	47265673	47265858	47261581	47266980
483	ENSMUSG00000037572	chr14	-	47268655	47268762	47270134	47270227	47268213	47272135
488	ENSMUSG00000036815	chr1	-	123445200	123445321	123905061	123905176	123433085	124045371
489	ENSMUSG00000036815	chr1	-	123650287	123650362	123686220	123686315	123486125	123854165
490	ENSMUSG00000040536	chr4	-	15004968	15005105	15052619	15052717	14989279	15065323
491	ENSMUSG00000040536	chr4	-	15052619	15052717	15065323	15065349	15005105	15111193
492	ENSMUSG00000040536	chr4	-	15065323	15065349	15111193	15111302	15052717	15140224
494	ENSMUSG00000066621	chr5	-	144199128	144199309	144199729	144199786	144198690	144200814
495	ENSMUSG00000066621	chr5	-	144199729	144199786	144200814	144200894	144199309	144201011
496	ENSMUSG00000022914	chr16	-	96013708	96013875	96016107	96016260	96011936	96017580
497	ENSMUSG00000022914	chr16	-	96016107	96016260	96017580	96017724	96013875	96019418
498	ENSMUSG00000022914	chr16	-	96037890	96037985	96041251	96041383	96036051	96043000
499	ENSMUSG00000024672	chr19	-	11324421	11324628	11325806	11325863	11322400	11327924
500	ENSMUSG00000024672	chr19	-	11325806	11325863	11327924	11328050	11324628	11333206
502	ENSMUSG00000036098	chr19	-	10225448	10225510	10228652	10228916	10224651	10229019
503	ENSMUSG00000031024	chr7	-	109556210	109557461	109570006	109570111	109553111	109616297
504	ENSMUSG00000031024	chr7	-	109556210	109557461	109570006	109570111	109553111	109617057
505	ENSMUSG00000071662	chr19	-	8794479	8794530	8797235	8797395	8794367	8798223
506	ENSMUSG00000024969	chr19	-	7280997	7281255	7281797	7281959	7278086	7282725
507	ENSMUSG00000024969	chr19	-	7290602	7290782	7341167	7341254	7290369	7341498
508	ENSMUSG00000024966	chr19	-	7034162	7034304	7034646	7034788	7032649	7035495
510	ENSMUSG00000025083	chr19	-	56963829	56963872	56989043	56989378	56950266	57008150
511	ENSMUSG00000020986	chr12	-	58966979	58967045	58968812	58968968	58960086	58971239
512	ENSMUSG00000020986	chr12	-	58968812	58968968	58971239	58971326	58967045	58972880
513	ENSMUSG00000020986	chr12	-	58971239	58971326	58972880	58973042	58968968	58974581
514	ENSMUSG00000020986	chr12	-	58972880	58973042	58974581	58974659	58971326	58978461
515	ENSMUSG00000022391	chr15	-	81712818	81712977	81716566	81716701	81712135	81718742
516	ENSMUSG00000022391	chr15	-	81724485	81724632	81729216	81729264	81722026	81729711
518	ENSMUSG00000024926	chr19	-	5607715	5607964	5608254	5608329	5607640	5608637
519	ENSMUSG00000024889	chr19	-	4623500	4623563	4623825	4623897	4623242	4624013
522	ENSMUSG00000005986	chr19	-	4270793	4270885	4270965	4271129	4270549	4271218
523	ENSMUSG00000005986	chr19	-	4270793	4270885	4270965	4271125	4270549	4271218
524	ENSMUSG00000034616	chr19	-	4266106	4266172	4266374	4266446	4265998	4266521
525	ENSMUSG00000034616	chr19	-	4266374	4266446	4266521	4266637	4266172	4267746
526	ENSMUSG00000034616	chr19	-	4266521	4266637	4267746	4267978	4266446	4268544
528	ENSMUSG00000073514	chr18	-	89473852	89474042	89496829	89496949	89421113	89560002
529	ENSMUSG00000073514	chr18	-	89496829	89496949	89560002	89560117	89474042	89598683
530	ENSMUSG00000073514	chr18	-	89560002	89560117	89598683	89598791	89496949	89769070
531	ENSMUSG00000056153	chr18	-	88666073	88666264	88666648	88666790	88665382	88668618
532	ENSMUSG00000024566	chr18	-	80795289	80795432	80808611	80808772	80778975	80836354
533	ENSMUSG00000024566	chr18	-	80808611	80808772	80836354	80836431	80795432	80844526
534	ENSMUSG00000024566	chr18	-	80847171	80847252	80858543	80858638	80844602	80869741
535	ENSMUSG00000024566	chr18	-	80877314	80877373	80891814	80891923	80869793	80909591
536	ENSMUSG00000024566	chr18	-	80877314	80877373	80909591	80909705	80869793	80912796
537	ENSMUSG00000024566	chr18	-	80891814	80891923	80909591	80909705	80877373	80912796
538	ENSMUSG00000024566	chr18	-	80891814	80891923	80912796	80912947	80877373	80917704
539	ENSMUSG00000041258	chr18	-	82664837	82664981	82668571	82668744	82658206	82671685
540	ENSMUSG00000041258	chr18	-	82674306	82674485	82680591	82680756	82671810	82682144
547	ENSMUSG00000060534	chr18	-	71342711	71342777	71362969	71363002	71336101	71367044
549	ENSMUSG00000024533	chr18	-	67519803	67519890	67530406	67530484	67519420	67545614
552	ENSMUSG00000056486	chr2	-	73659679	73659757	73679614	73679903	73631830	73706918
553	ENSMUSG00000056486	chr2	-	73659679	73659757	73706918	73707032	73631830	73710454
554	ENSMUSG00000056486	chr2	-	73659679	73659757	73710454	73710486	73631830	73716363
555	ENSMUSG00000056486	chr2	-	73679614	73679903	73706918	73707032	73659757	73710454
556	ENSMUSG00000056486	chr2	-	73679614	73679903	73710454	73710486	73659757	73716363
557	ENSMUSG00000056486	chr2	-	73679614	73679903	73706918	73707032	73659757	73721402
558	ENSMUSG00000056486	chr2	-	73679614	73679903	73716363	73716419	73659757	73721402
559	ENSMUSG00000056486	chr2	-	73679614	73679903	73721402	73721441	73659757	73775022
560	ENSMUSG00000056486	chr2	-	73706918	73707032	73716363	73716419	73659757	73721402
561	ENSMUSG00000056486	chr2	-	73706918	73707032	73716363	73716419	73679903	73721402
563	ENSMUSG00000062014	chr14	-	46816177	46816227	46817385	46817482	46815648	46822100
564	ENSMUSG00000048794	chr6	-	90413711	90413875	90413960	90414028	90413459	90415699
565	ENSMUSG00000048794	chr6	-	90413711	90413875	90413960	90414040	90413459	90417609
566	ENSMUSG00000048794	chr6	-	90413960	90414040	90415699	90415892	90413875	90417609
583	ENSMUSG00000042211	chr18	-	62530688	62530826	62533508	62533674	62529689	62533900
584	ENSMUSG00000001120	chr10	-	76770259	76770319	76770960	76771036	76767916	76781831
585	ENSMUSG00000001120	chr10	-	76785070	76785214	76788390	76788519	76781873	76789737
586	ENSMUSG00000001120	chr10	-	76785139	76785214	76788390	76788519	76781873	76789737
587	ENSMUSG00000001120	chr10	-	76825859	76825992	76892556	76892656	76800914	76961747
588	ENSMUSG00000001120	chr10	-	76847735	76847812	76850221	76850348	76825992	76892556
589	ENSMUSG00000033569	chr1	-	25074684	25074789	25084243	25084279	25068356	25093764
590	ENSMUSG00000033569	chr1	-	25112176	25112275	25117288	25117374	25111863	25126640
591	ENSMUSG00000033569	chr1	-	25112176	25112275	25117288	25117374	25111863	25128818
592	ENSMUSG00000033569	chr1	-	25112176	25112275	25117288	25117374	25111863	25221759
593	ENSMUSG00000033569	chr1	-	25117288	25117374	25126640	25126707	25112275	25128818
594	ENSMUSG00000033569	chr1	-	25460742	25460811	25487924	25488119	25457100	25504432
595	ENSMUSG00000033569	chr1	-	25553674	25553836	25559754	25559865	25547580	25826003
613	ENSMUSG00000039298	chr4	-	70337340	70337559	70349143	70349245	70317597	70352668
614	ENSMUSG00000039298	chr4	-	70337340	70337559	70352668	70352788	70317597	70353609
615	ENSMUSG00000039298	chr4	-	70337340	70337559	70349143	70349245	70317597	70354712
616	ENSMUSG00000039298	chr4	-	70349143	70349245	70353609	70353651	70337559	70354712
617	ENSMUSG00000024502	chr18	-	43537655	43537726	43540585	43540651	43531964	43546944
618	ENSMUSG00000024502	chr18	-	43540585	43540651	43546944	43547148	43537726	43549615
619	ENSMUSG00000041625	chr14	-	122891608	122891816	122900475	122900532	122816623	122913100
620	ENSMUSG00000015377	chr15	-	89186362	89186427	89186753	89186819	89186261	89186955
621	ENSMUSG00000015377	chr15	-	89186362	89186427	89186955	89187050	89186261	89187147
622	ENSMUSG00000026000	chr1	-	67020857	67021065	67034123	67034241	67010046	67038494
640	ENSMUSG00000006289	chr14	-	50916799	50916865	50917231	50917310	50916704	50917453
641	ENSMUSG00000024357	chr18	-	35317841	35317963	35325283	35325475	35269710	35341097
