	GeneID	chr	strand	shortSplice	longSplice	shareSplice
183	ENSMUSG00000034101	chr2	-	84602900	84602903	84603648
185	ENSMUSG00000026767	chr2	-	12404166	12404168	12405859
187	ENSMUSG00000022562	chr15	-	76302439	76302494	76302630
188	ENSMUSG00000006307	chr7	-	30570838	30570841	30573959
189	ENSMUSG00000006307	chr7	-	30576050	30576077	30576617
190	ENSMUSG00000006307	chr7	-	30577455	30577471	30578482
194	ENSMUSG00000004642	chr5	-	33645637	33646069	33651962
199	ENSMUSG00000019813	chr10	-	41740913	41740961	41743041
200	ENSMUSG00000025221	chr19	-	45795700	45795704	45796278
201	ENSMUSG00000040913	chr19	-	45579207	45579262	45579652
202	ENSMUSG00000025204	chr19	-	44555014	44555057	44555226
203	ENSMUSG00000037259	chr2	-	144503031	144503034	144504339
204	ENSMUSG00000041014	chr14	-	38376483	38376507	38381623
206	ENSMUSG00000001323	chr11	-	74913132	74913133	74919436
211	ENSMUSG00000067148	chr17	-	46245748	46245796	46246106
213	ENSMUSG00000032480	chr9	-	110098852	110098859	110107940
214	ENSMUSG00000032480	chr9	-	110098852	110098859	110109025
215	ENSMUSG00000032480	chr9	-	110113025	110113090	110115035
216	ENSMUSG00000032480	chr9	-	110113025	110113090	110115490
217	ENSMUSG00000032480	chr9	-	110115161	110115211	110115490
218	ENSMUSG00000029505	chr5	-	110668724	110668745	110670874
222	ENSMUSG00000037572	chr14	-	47267062	47267173	47268071
227	ENSMUSG00000024672	chr19	-	11322400	11322418	11324421
228	ENSMUSG00000035735	chr19	-	10254949	10255062	10255660
229	ENSMUSG00000036098	chr19	-	10215102	10215105	10215273
230	ENSMUSG00000036098	chr19	-	10215102	10215105	10215741
232	ENSMUSG00000024963	chr19	-	6989584	6989587	6989680
235	ENSMUSG00000054874	chr19	-	5677167	5677275	5677405
236	ENSMUSG00000054874	chr19	-	5681553	5681574	5683276
237	ENSMUSG00000054874	chr19	-	5681553	5681574	5683306
238	ENSMUSG00000054874	chr19	-	5681553	5681592	5683306
239	ENSMUSG00000054874	chr19	-	5681574	5681592	5683306
240	ENSMUSG00000024862	chr19	-	5110258	5110264	5110366
241	ENSMUSG00000027488	chr2	-	154378204	154378216	154380673
242	ENSMUSG00000049303	chr19	-	4451033	4451062	4452045
243	ENSMUSG00000005986	chr19	-	4282034	4282042	4282168
244	ENSMUSG00000005986	chr19	-	4282034	4282042	4282880
245	ENSMUSG00000034616	chr19	-	4265703	4265715	4265809
247	ENSMUSG00000060534	chr18	-	71378827	71378887	71384127
248	ENSMUSG00000039130	chr6	-	30373357	30373483	30374764
249	ENSMUSG00000039130	chr6	-	30376062	30376066	30381780
250	ENSMUSG00000048794	chr6	-	90409493	90409650	90412352
251	ENSMUSG00000048794	chr6	-	90419453	90419456	90421208
253	ENSMUSG00000001120	chr10	-	76771036	76771039	76781831
266	ENSMUSG00000024454	chr18	-	37943751	37944209	37944891
267	ENSMUSG00000024456	chr18	-	37860513	37860522	37889697
274	ENSMUSG00000006289	chr14	-	50919791	50919819	50919929
279	ENSMUSG00000035478	chr10	-	80393018	80393280	80393892
280	ENSMUSG00000035478	chr10	-	80395201	80395285	80395435
283	ENSMUSG00000002985	chr7	-	19698253	19698272	19699010
284	ENSMUSG00000073139	chrX	-	70467356	70467361	70470117
286	ENSMUSG00000005371	chr17	-	88014547	88014550	88015398
297	ENSMUSG00000042625	chr17	-	56563243	56563431	56564503
298	ENSMUSG00000042625	chr17	-	56567015	56567018	56567532
299	ENSMUSG00000042625	chr17	-	56567015	56567018	56568894
300	ENSMUSG00000070565	chr1	-	157158837	157158858	157161124
301	ENSMUSG00000038126	chr5	-	124260169	124260215	124260934
302	ENSMUSG00000038126	chr5	-	124320954	124320998	124324873
312	ENSMUSG00000020807	chr11	-	72169843	72169859	72175202
315	ENSMUSG00000019590	chr11	-	105935909	105935953	105936181
316	ENSMUSG00000074646	chr2	-	156002486	156002559	156003100
317	ENSMUSG00000038502	chr7	-	44864835	44865002	44865471
319	ENSMUSG00000046329	chr17	-	57052840	57052849	57053240
320	ENSMUSG00000046329	chr17	-	57053942	57053955	57055273
321	ENSMUSG00000015766	chr6	-	137539396	137539401	137591417
322	ENSMUSG00000047539	chr1	-	182317958	182318005	182326253
324	ENSMUSG00000026959	chr2	-	25292128	25292484	25294437
325	ENSMUSG00000026959	chr2	-	25292128	25292484	25295791
332	ENSMUSG00000018974	chr5	-	113754327	113754371	113755369
335	ENSMUSG00000073422	chr17	-	34026225	34026470	34026850
336	ENSMUSG00000008668	chr17	-	33952293	33952312	33952402
340	ENSMUSG00000020460	chr11	-	29546788	29547260	29547680
342	ENSMUSG00000043557	chr17	-	29832969	29833021	29833221
346	ENSMUSG00000051396	chr2	-	3509020	3509095	3511014
350	ENSMUSG00000061046	chr17	-	25783582	25783886	25784074
352	ENSMUSG00000024387	chr17	-	35117885	35117922	35117995
353	ENSMUSG00000024163	chr17	-	24918136	24918139	24920471
354	ENSMUSG00000024163	chr17	-	24918136	24918139	24923815
355	ENSMUSG00000040688	chr17	-	24702047	24702068	24702144
356	ENSMUSG00000030720	chr7	-	126583096	126583100	126583302
357	ENSMUSG00000073406	chr17	-	36083434	36083508	36083695
358	ENSMUSG00000073406	chr17	-	36083932	36083939	36084159
359	ENSMUSG00000073406	chr17	-	36083932	36083965	36084159
360	ENSMUSG00000073406	chr17	-	36083939	36083965	36084159
363	ENSMUSG00000042826	chr11	-	69798678	69798762	69799351
368	ENSMUSG00000059208	chr17	-	33666529	33666685	33668984
369	ENSMUSG00000068037	chr17	-	12846412	12846431	12848076
371	ENSMUSG00000041740	chr5	-	115242058	115242061	115242392
372	ENSMUSG00000041740	chr5	-	115249170	115249173	115249396
376	ENSMUSG00000014039	chr16	-	97812691	97812725	97816105
378	ENSMUSG00000038909	chr11	-	95306144	95306196	95309536
379	ENSMUSG00000038909	chr11	-	95306144	95306196	95310034
384	ENSMUSG00000029512	chr5	-	110787661	110787692	110787772
385	ENSMUSG00000029512	chr5	-	110790936	110790954	110791051
388	ENSMUSG00000025613	chr16	-	87485723	87485744	87485833
392	ENSMUSG00000027615	chr3	-	20002413	20002417	20003224
393	ENSMUSG00000027615	chr3	-	20003400	20003431	20008814
394	ENSMUSG00000027615	chr3	-	20030409	20030805	20035048
395	ENSMUSG00000039660	chr2	-	30175991	30176002	30176361
396	ENSMUSG00000079557	chr17	-	33692153	33692203	33696036
397	ENSMUSG00000079557	chr17	-	33692153	33692203	33703012
398	ENSMUSG00000026090	chr1	-	37612396	37612399	37613336
402	ENSMUSG00000022185	chr14	-	54646567	54646603	54646702
403	ENSMUSG00000022185	chr14	-	54646833	54646836	54648087
404	ENSMUSG00000056824	chr2	-	165360088	165360118	165361948
405	ENSMUSG00000026933	chr2	-	25935561	25935564	25935849
417	ENSMUSG00000052798	chr10	-	117790054	117790060	117790466
420	ENSMUSG00000022838	chr16	-	36800702	36800844	36808014
421	ENSMUSG00000027238	chr2	-	121547648	121548023	121548888
422	ENSMUSG00000061751	chr16	-	34013676	34013681	34013957
423	ENSMUSG00000061751	chr16	-	34220247	34220274	34227026
429	ENSMUSG00000032842	chr17	-	46313820	46314051	46314215
434	ENSMUSG00000013539	chr16	-	18303836	18303855	18307969
435	ENSMUSG00000003526	chr16	-	18077529	18077590	18077790
449	ENSMUSG00000037552	chr7	-	28370494	28370497	28370877
450	ENSMUSG00000037552	chr7	-	28370494	28370497	28371114
451	ENSMUSG00000037552	chr7	-	28370494	28371042	28371114
452	ENSMUSG00000037552	chr7	-	28370497	28371042	28371114
454	ENSMUSG00000031959	chr8	-	111459046	111459049	111460582
455	ENSMUSG00000031959	chr8	-	111459046	111459049	111465788
457	ENSMUSG00000022710	chr16	-	8698809	8698850	8699142
458	ENSMUSG00000036591	chr2	-	20853978	20854232	20854934
459	ENSMUSG00000036591	chr2	-	20861107	20861110	20861185
460	ENSMUSG00000024393	chr17	-	35150902	35150905	35152617
461	ENSMUSG00000038425	chr18	-	70525459	70525528	70526556
466	ENSMUSG00000063445	chr16	-	4711603	4711680	4713639
467	ENSMUSG00000010064	chr9	-	107655380	107655467	107655584
468	ENSMUSG00000010064	chr9	-	107656270	107656514	107656594
469	ENSMUSG00000030346	chr6	-	126927687	126927690	126928140
471	ENSMUSG00000039738	chr16	-	3987176	3987181	3987914
472	ENSMUSG00000049871	chr16	-	3953511	3953527	3953931
473	ENSMUSG00000002107	chr2	-	6545675	6546779	6547041
474	ENSMUSG00000002107	chr2	-	6553964	6553982	6560658
475	ENSMUSG00000002107	chr2	-	6553964	6553982	6560670
476	ENSMUSG00000002107	chr2	-	6604182	6607961	6615687
477	ENSMUSG00000023050	chr15	-	102509378	102509397	102509918
478	ENSMUSG00000024039	chr17	-	31633151	31633154	31637082
479	ENSMUSG00000009575	chr15	-	103215121	103215125	103239732
480	ENSMUSG00000025728	chr17	-	25931573	25931673	25932104
481	ENSMUSG00000025728	chr17	-	25931827	25932231	25934757
482	ENSMUSG00000009739	chr15	-	100587905	100587910	100591840
483	ENSMUSG00000041975	chr2	-	70981967	70982195	70993483
485	ENSMUSG00000023021	chr15	-	99738730	99738821	99739405
486	ENSMUSG00000022538	chr16	-	30582142	30582160	30582530
492	ENSMUSG00000029699	chr5	-	135963430	135963448	135964618
493	ENSMUSG00000004113	chr2	-	24616913	24616946	24617673
494	ENSMUSG00000004113	chr2	-	24679640	24679643	24685767
495	ENSMUSG00000004113	chr2	-	24718119	24718122	24719044
496	ENSMUSG00000022475	chr15	-	97807767	97807788	97807964
497	ENSMUSG00000022475	chr15	-	97809967	97810039	97810852
500	ENSMUSG00000036158	chr15	-	93512633	93512636	93519263
501	ENSMUSG00000036158	chr15	-	93512633	93512636	93595693
502	ENSMUSG00000045409	chr17	-	36260921	36260945	36261490
503	ENSMUSG00000045409	chr17	-	36263959	36264080	36267124
504	ENSMUSG00000036529	chr15	-	89293630	89293666	89293738
505	ENSMUSG00000036529	chr15	-	89302727	89302777	89302876
506	ENSMUSG00000036529	chr15	-	89305468	89305472	89305543
507	ENSMUSG00000035805	chr15	-	88977997	88978015	88978515
509	ENSMUSG00000022387	chr15	-	88700877	88701270	88707033
512	ENSMUSG00000042502	chr7	-	127195461	127195467	127195786
513	ENSMUSG00000042502	chr7	-	127195461	127195467	127195928
514	ENSMUSG00000058099	chr15	-	83016591	83016661	83022926
515	ENSMUSG00000058099	chr15	-	83016591	83016661	83033112
516	ENSMUSG00000000902	chr10	-	75897576	75897605	75904383
518	ENSMUSG00000017664	chr2	-	165280891	165280954	165281307
519	ENSMUSG00000017664	chr2	-	165282862	165282933	165283248
520	ENSMUSG00000017664	chr2	-	165283535	165283603	165286480
521	ENSMUSG00000017664	chr2	-	165283535	165283600	165287683
524	ENSMUSG00000022403	chr15	-	81389696	81389723	81392264
526	ENSMUSG00000042564	chr15	-	79648819	79648831	79649636
527	ENSMUSG00000042564	chr15	-	79649860	79649863	79658680
528	ENSMUSG00000022433	chr15	-	79438855	79438859	79441220
529	ENSMUSG00000022433	chr15	-	79438855	79438859	79443546
530	ENSMUSG00000058835	chr2	-	22953608	22953611	22957017
537	ENSMUSG00000022555	chr15	-	76504369	76504401	76504485
541	ENSMUSG00000024050	chr17	-	32357981	32357984	32358942
545	ENSMUSG00000002393	chr8	-	71378483	71378527	71380852
546	ENSMUSG00000022377	chr15	-	64173286	64173292	64191483
548	ENSMUSG00000041343	chr7	-	92619683	92619725	92623967
552	ENSMUSG00000038831	chr2	-	33146650	33146653	33155287
553	ENSMUSG00000038831	chr2	-	33146650	33146653	33157771
554	ENSMUSG00000038831	chr2	-	33146650	33146653	33158909
560	ENSMUSG00000042032	chr11	-	40685313	40685341	40687600
562	ENSMUSG00000027361	chr2	-	126646745	126646748	126650067
563	ENSMUSG00000037458	chr15	-	38492356	38492359	38493473
564	ENSMUSG00000037458	chr15	-	38497398	38497550	38498668
566	ENSMUSG00000078495	chr4	-	147761278	147761325	147795657
567	ENSMUSG00000078495	chr4	-	147761278	147761325	147807089
568	ENSMUSG00000026825	chr2	-	32309064	32309637	32312126
569	ENSMUSG00000026825	chr2	-	32309064	32310487	32312126
570	ENSMUSG00000026825	chr2	-	32309637	32310487	32312126
576	ENSMUSG00000030741	chr7	-	126373973	126374073	126375066
580	ENSMUSG00000042104	chr14	-	119019625	119019662	119026421
582	ENSMUSG00000022119	chr14	-	105140438	105140447	105141195
583	ENSMUSG00000022119	chr14	-	105150393	105150408	105150748
586	ENSMUSG00000033083	chr14	-	101489619	101489622	101489852
587	ENSMUSG00000055421	chr14	-	93326754	93326880	93560475
590	ENSMUSG00000028949	chr5	-	24593772	24593831	24593921
591	ENSMUSG00000028949	chr5	-	24595485	24595845	24595951
592	ENSMUSG00000002289	chr17	-	33780643	33780647	33780782
593	ENSMUSG00000022016	chr14	-	78503022	78503025	78507724
594	ENSMUSG00000024913	chr19	-	3610209	3610238	3612197
604	ENSMUSG00000035505	chr5	-	90219033	90219036	90219359
605	ENSMUSG00000035505	chr5	-	90219033	90219036	90222230
606	ENSMUSG00000021972	chr14	-	64825692	64825695	64826771
607	ENSMUSG00000086155	chr7	-	4076284	4076344	4095457
608	ENSMUSG00000086155	chr7	-	4076284	4076344	4101035
609	ENSMUSG00000086155	chr7	-	4076284	4076344	4101897
612	ENSMUSG00000005069	chr6	-	124404222	124404243	124404629
613	ENSMUSG00000005069	chr6	-	124413701	124413790	124414006
617	ENSMUSG00000026773	chr2	-	11486343	11486391	11488725
618	ENSMUSG00000002320	chr14	-	55638070	55638132	55640384
619	ENSMUSG00000002320	chr14	-	55642749	55642955	55643179
620	ENSMUSG00000032786	chr9	-	106238236	106238239	106238642
628	ENSMUSG00000025932	chr1	-	14270827	14270842	14274064
629	ENSMUSG00000025932	chr1	-	14274143	14274207	14274533
630	ENSMUSG00000025932	chr1	-	14274143	14274210	14274533
631	ENSMUSG00000025932	chr1	-	14274207	14274210	14274533
632	ENSMUSG00000029469	chr5	-	122610177	122610181	122610942
634	ENSMUSG00000022440	chr15	-	78525187	78525398	78527227
635	ENSMUSG00000001750	chr19	-	3898638	3898875	3898979
637	ENSMUSG00000037112	chr9	-	50893389	50894081	50895343
639	ENSMUSG00000077450	chr17	-	33748585	33748590	33748866
640	ENSMUSG00000022160	chr14	-	52298736	52298815	52299700
642	ENSMUSG00000038676	chr5	-	31138528	31138533	31138796
643	ENSMUSG00000035953	chr14	-	50929058	50929307	50929583
647	ENSMUSG00000002319	chr14	-	55628639	55628684	55628793
648	ENSMUSG00000058153	chr5	-	112425722	112425725	112426725
649	ENSMUSG00000021848	chr14	-	48661450	48661474	48662443
651	ENSMUSG00000028439	chr4	-	41520395	41520398	41520911
655	ENSMUSG00000031402	chrX	-	75117892	75117952	75121434
657	ENSMUSG00000037544	chr14	-	47405865	47405901	47406338
658	ENSMUSG00000029924	chr6	-	39359978	39360042	39364502
659	ENSMUSG00000022983	chr16	-	90242652	90242718	90242871
660	ENSMUSG00000027082	chr2	-	84442925	84443312	84444009
661	ENSMUSG00000027082	chr2	-	84444120	84444138	84444739
669	ENSMUSG00000019178	chr5	-	135770362	135770403	135778227
670	ENSMUSG00000019178	chr5	-	135770359	135770362	135778250
677	ENSMUSG00000021782	chr14	-	24149469	24149512	24150138
679	ENSMUSG00000021816	chr14	-	20509497	20509500	20515522
680	ENSMUSG00000021816	chr14	-	20509497	20509500	20520553
681	ENSMUSG00000022441	chr15	-	83973361	83973364	83983443
682	ENSMUSG00000024906	chr19	-	5483191	5483221	5483454
683	ENSMUSG00000024906	chr19	-	5483665	5483763	5483929
684	ENSMUSG00000039701	chr3	-	122961237	122961432	122962883
685	ENSMUSG00000020682	chr11	-	83443854	83443896	83444210
686	ENSMUSG00000020682	chr11	-	83443854	83443926	83444210
687	ENSMUSG00000020682	chr11	-	83443896	83443926	83444210
688	ENSMUSG00000020682	chr11	-	83451739	83451839	83462747
701	ENSMUSG00000089917	chr2	-	181570180	181570195	181570308
707	ENSMUSG00000026771	chr2	-	23544826	23544897	23545152
708	ENSMUSG00000002949	chr8	-	4268013	4268016	4268299
710	ENSMUSG00000060261	chr5	-	134243587	134243599	134243900
711	ENSMUSG00000060261	chr5	-	134289412	134289421	134293746
712	ENSMUSG00000039239	chr1	-	186630672	186630787	186632457
713	ENSMUSG00000024799	chr19	-	6066563	6066693	6066967
714	ENSMUSG00000024799	chr19	-	6066544	6066693	6067122
716	ENSMUSG00000039543	chr14	-	20412472	20412487	20416496
717	ENSMUSG00000039543	chr14	-	20421135	20421141	20424372
718	ENSMUSG00000039543	chr14	-	20448657	20448719	20452201
719	ENSMUSG00000012535	chr6	-	29554962	29554980	29555152
723	ENSMUSG00000035949	chr2	-	34822975	34823067	34825961
724	ENSMUSG00000042258	chr13	-	116301709	116301778	116303045
725	ENSMUSG00000004071	chr16	-	4768967	4769018	4769639
726	ENSMUSG00000073436	chr17	-	24894707	24894755	24894854
727	ENSMUSG00000022783	chr16	-	16829115	16829143	16829194
729	ENSMUSG00000070953	chr2	-	34785725	34785728	34790502
730	ENSMUSG00000028454	chr4	-	43019781	43019853	43020266
731	ENSMUSG00000021711	chr13	-	104144551	104144554	104147243
732	ENSMUSG00000021711	chr13	-	104144551	104144554	104150049
733	ENSMUSG00000021709	chr13	-	103824848	103824926	103827906
734	ENSMUSG00000021709	chr13	-	103824848	103824926	103830187
735	ENSMUSG00000025159	chr19	-	41950846	41950851	41952406
736	ENSMUSG00000025159	chr19	-	41954014	41954017	41954465
737	ENSMUSG00000025159	chr19	-	41955573	41955596	41955822
738	ENSMUSG00000025159	chr19	-	41955961	41955983	41956508
739	ENSMUSG00000025159	chr19	-	41963034	41963078	41963400
740	ENSMUSG00000025159	chr19	-	41963458	41963470	41963862
742	ENSMUSG00000039579	chr4	-	49665565	49665625	49670023
750	ENSMUSG00000049658	chr13	-	100093542	100093545	100097537
751	ENSMUSG00000021684	chr13	-	95123320	95123323	95186054
752	ENSMUSG00000021684	chr13	-	95123320	95123323	95222474
755	ENSMUSG00000021706	chr13	-	92508291	92508346	92508890
756	ENSMUSG00000021708	chr13	-	91972285	91972288	91982593
757	ENSMUSG00000026956	chr2	-	25363829	25363999	25364100
773	ENSMUSG00000024858	chr19	-	4290005	4290020	4290073
776	ENSMUSG00000027669	chr3	-	32589910	32590063	32591110
786	ENSMUSG00000019373	chr11	-	59830239	59830307	59832883
790	ENSMUSG00000039449	chr2	-	4643764	4643784	4645568
793	ENSMUSG00000001741	chr7	-	83680735	83681335	83682815
798	ENSMUSG00000022100	chr14	-	70688320	70688323	70690981
807	ENSMUSG00000025499	chr7	-	141192035	141192036	141192130
808	ENSMUSG00000025499	chr7	-	141191467	141192290	141192441
809	ENSMUSG00000025499	chr7	-	141192290	141192340	141192441
810	ENSMUSG00000033565	chr15	-	77098072	77098084	77099239
811	ENSMUSG00000029333	chr5	-	99234688	99234691	99240822
812	ENSMUSG00000027184	chr2	-	103773744	103773795	103775416
815	ENSMUSG00000031328	chrX	-	74228524	74228541	74228759
816	ENSMUSG00000031328	chrX	-	74240326	74240328	74240412
817	ENSMUSG00000025085	chr19	-	57041971	57041975	57042996
818	ENSMUSG00000025085	chr19	-	57047065	57047071	57049461
826	ENSMUSG00000064329	chr2	-	66335527	66335529	66337877
829	ENSMUSG00000026792	chr2	-	32961178	32961255	32961569
833	ENSMUSG00000019927	chr10	-	71259819	71262115	71262198
834	ENSMUSG00000038838	chr17	-	35660509	35660597	35660723
835	ENSMUSG00000036099	chr10	-	93990283	93990287	93993516
836	ENSMUSG00000036099	chr10	-	93993654	93993666	93994887
837	ENSMUSG00000036099	chr10	-	93993654	93993666	93996837
838	ENSMUSG00000036185	chr17	-	35027584	35027588	35027796
839	ENSMUSG00000025902	chr1	-	4493466	4493490	4493771
840	ENSMUSG00000043467	chr1	-	161032761	161032764	161034087
842	ENSMUSG00000039474	chr5	-	36971623	36971709	36973185
843	ENSMUSG00000030272	chr6	-	113339423	113339581	113340291
844	ENSMUSG00000025420	chr18	-	76978532	76978672	76979998
848	ENSMUSG00000005981	chr16	-	4040431	4040490	4043952
849	ENSMUSG00000087331	chr15	-	89071718	89071748	89074072
850	ENSMUSG00000024781	chr19	-	34524842	34524846	34527365
851	ENSMUSG00000037904	chr12	-	110977548	110977770	110977947
854	ENSMUSG00000024070	chr17	-	78962576	78962579	78966174
864	ENSMUSG00000022025	chr14	-	79642062	79642074	79645362
865	ENSMUSG00000032376	chr9	-	66542613	66542626	66543945
867	ENSMUSG00000043822	chr10	-	80345103	80345416	80345512
868	ENSMUSG00000043822	chr10	-	80347625	80347855	80348355
869	ENSMUSG00000020131	chr10	-	80321921	80321951	80322080
870	ENSMUSG00000020131	chr10	-	80325259	80325405	80325582
873	ENSMUSG00000027318	chr2	-	131053300	131053318	131053389
874	ENSMUSG00000025199	chr19	-	44078985	44079266	44081945
878	ENSMUSG00000018678	chr11	-	96963441	96963444	96977620
881	ENSMUSG00000034151	chr3	-	75093182	75093197	75105623
884	ENSMUSG00000020262	chr10	-	77322583	77322630	77325865
886	ENSMUSG00000023764	chr11	-	3133207	3135542	3135653
887	ENSMUSG00000023764	chr11	-	3134730	3135542	3135653
888	ENSMUSG00000023764	chr11	-	3177493	3177521	3179396
889	ENSMUSG00000020231	chr10	-	76279786	76279816	76279856
890	ENSMUSG00000020231	chr10	-	76286442	76286488	76287312
900	ENSMUSG00000006301	chr1	-	74289924	74290068	74290751
903	ENSMUSG00000002578	chr10	-	128642733	128642793	128643874
909	ENSMUSG00000053483	chr1	-	171285375	171285384	171285541
911	ENSMUSG00000039637	chr16	-	4633396	4633430	4633713
912	ENSMUSG00000039637	chr16	-	4635438	4635460	4638669
913	ENSMUSG00000039637	chr16	-	4635438	4635460	4655009
918	ENSMUSG00000022451	chr15	-	94581324	94581367	94582749
919	ENSMUSG00000060985	chr1	-	156300736	156300790	156301744
922	ENSMUSG00000032332	chr9	-	79600007	79601179	79602199
923	ENSMUSG00000025409	chr10	-	127283088	127283162	127283391
924	ENSMUSG00000025409	chr10	-	127283939	127283942	127284042
925	ENSMUSG00000025409	chr10	-	127284212	127284215	127284334
926	ENSMUSG00000005125	chr15	-	66948424	66948484	66959361
927	ENSMUSG00000005125	chr15	-	66960552	66960615	66969503
