ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
45	"ENSMUSG00000031256"	"Cstf2"	chrX	+	134073135	134073277	134073213	134073277	134069844	134069907
46	"ENSMUSG00000031256"	"Cstf2"	chrX	+	134073135	134073277	134073213	134073277	134072414	134072474
47	"ENSMUSG00000031256"	"Cstf2"	chrX	+	134073135	134073277	134073213	134073277	134072677	134072764
48	"ENSMUSG00000051323"	"Pcdh19"	chrX	-	133625268	133625441	133625268	133625438	133632894	133632953
49	"ENSMUSG00000025665"	"Rps6ka6"	chrX	-	111400207	111400284	111400207	111400269	111404677	111404839
50	"ENSMUSG00000025665"	"Rps6ka6"	chrX	-	111462849	111463101	111462849	111463098	111463270	111463455
51	"ENSMUSG00000025665"	"Rps6ka6"	chrX	-	111462849	111463101	111462849	111463098	111486668	111486800
52	"ENSMUSG00000062070"	"Pgk1"	chrX	+	106200116	106200336	106200156	106200336	106199646	106199761
53	"ENSMUSG00000031229"	"Atrx"	chrX	-	105832446	105832591	105832446	105832577	105836309	105836427
54	"ENSMUSG00000031229"	"Atrx"	chrX	-	105879908	105880018	105879908	105880015	105884306	105884420
55	"ENSMUSG00000031229"	"Atrx"	chrX	-	105879908	105880018	105879908	105880015	105887714	105887839
56	"ENSMUSG00000031323"	"Dmrtc1a"	chrX	-	102903221	102903846	102903221	102903763	102904749	102904879
57	"ENSMUSG00000034160"	"Ogt"	chrX	+	101642975	101643156	101643005	101643156	101640217	101640322
58	"ENSMUSG00000031314"	"Taf1"	chrX	+	101540759	101541001	101540822	101541001	101539067	101539187
59	"ENSMUSG00000031310"	"Zmym3"	chrX	-	101416908	101416981	101416908	101416975	101417286	101417330
60	"ENSMUSG00000079487"	"Med12"	chrX	+	101293936	101294012	101293957	101294012	101293792	101293870
61	"ENSMUSG00000079487"	"Med12"	chrX	+	101296592	101296733	101296616	101296733	101295841	101296088
62	"ENSMUSG00000031209"	"Heph"	chrX	+	96497847	96498056	96497973	96498056	96486226	96486358
63	"ENSMUSG00000044206"	"Vsig4"	chrX	-	96269054	96269184	96269054	96269132	96269555	96269612
64	"ENSMUSG00000057421"	"Las1l"	chrX	-	95953221	95955211	95953221	95953303	95955874	95956000
65	"ENSMUSG00000035062"	"Zc4h2"	chrX	-	95642163	95642358	95642163	95642326	95643307	95643480
66	"ENSMUSG00000035062"	"Zc4h2"	chrX	-	95643307	95643480	95643307	95643459	95645306	95645478
67	"ENSMUSG00000025151"	"Maged1"	chrX	-	94535475	94535677	94535475	94535676	94535859	94536245
68	"ENSMUSG00000043549"	"4932442L08Rik"	chrX	-	94365658	94365856	94365658	94365743	94366630	94366777
69	"ENSMUSG00000033460"	"Armcx1"	chrX	+	134718655	134718818	134718725	134718818	134718369	134718461
70	"ENSMUSG00000087396"	"4933407K13Rik"	chrX	-	75709243	75710703	75709243	75709406	75727457	75727518
71	"ENSMUSG00000031403"	"Dkc1"	chrX	+	75097234	75097369	75097282	75097369	75096833	75096901
72	"ENSMUSG00000004221"	"Ikbkg"	chrX	+	74437163	74437282	74437166	74437282	74433802	74434014
73	"ENSMUSG00000031399"	"Fam3a"	chrX	-	74387033	74387105	74387033	74387084	74387437	74387496
74	"ENSMUSG00000031399"	"Fam3a"	chrX	-	74387627	74387806	74387627	74387751	74390473	74390497
75	"ENSMUSG00000015291"	"Gdi1"	chrX	+	74310389	74310534	74310479	74310534	74309962	74310134
76	"ENSMUSG00000008682"	"Rpl10"	chrX	+	74271360	74271718	74271659	74271718	74270978	74271024
77	"ENSMUSG00000031392"	"Irak1"	chrX	-	74017129	74017511	74017129	74017430	74017900	74018017
78	"ENSMUSG00000031392"	"Irak1"	chrX	-	74017129	74017511	74017129	74017430	74018129	74018366
79	"ENSMUSG00000031392"	"Irak1"	chrX	-	74017129	74017511	74017129	74017430	74019899	74019965
80	"ENSMUSG00000031392"	"Irak1"	chrX	-	74022472	74022664	74022472	74022661	74022848	74022952
81	"ENSMUSG00000031386"	"Hcfc1"	chrX	-	73947190	73947517	73947190	73947514	73947841	73948286
82	"ENSMUSG00000031386"	"Hcfc1"	chrX	-	73947841	73948418	73947841	73948286	73948901	73949065
83	"ENSMUSG00000031389"	"Arhgap4"	chrX	-	73896813	73896997	73896813	73896992	73897080	73897154
84	"ENSMUSG00000031389"	"Arhgap4"	chrX	-	73897968	73898046	73897968	73898013	73898131	73898192
85	"ENSMUSG00000031389"	"Arhgap4"	chrX	-	73900277	73900469	73900277	73900385	73900634	73900736
86	"ENSMUSG00000031389"	"Arhgap4"	chrX	-	73905650	73905893	73905650	73905863	73906156	73906219
87	"ENSMUSG00000031385"	"Plxnb3"	chrX	+	73758522	73759583	73759455	73759583	73757089	73757150
88	"ENSMUSG00000031375"	"Bgn"	chrX	+	73492923	73493056	73492962	73493056	73492722	73492833
89	"ENSMUSG00000031362"	"Xlr4c"	chrX	-	73242067	73242195	73242067	73242182	73242577	73242660
90	"ENSMUSG00000031362"	"Xlr4c"	chrX	-	73242067	73242195	73242067	73242182	73242613	73242660
91	"ENSMUSG00000079845"	"Xlr4a"	chrX	-	73081473	73081601	73081473	73081588	73081984	73082067
92	"ENSMUSG00000031351"	"Zfp185"	chrX	+	73001404	73001446	73001407	73001446	73000987	73001071
93	"ENSMUSG00000000838"	"Fmr1"	chrX	+	68703662	68703772	68703668	68703772	68700341	68700420
94	"ENSMUSG00000000838"	"Fmr1"	chrX	+	68712230	68712413	68712305	68712413	68710583	68710779
95	"ENSMUSG00000000838"	"Fmr1"	chrX	+	68715513	68717963	68715564	68717963	68713240	68713323
96	"ENSMUSG00000071753"	"C230004F18Rik"	chrX	+	61134712	61134796	61134720	61134796	61133365	61133503
97	"ENSMUSG00000031400"	"G6pdx"	chrX	-	74412318	74412480	74412318	74412477	74413863	74414081
98	"ENSMUSG00000062949"	"Atp11c"	chrX	-	60260160	60260306	60260160	60260297	60261651	60261754
99	"ENSMUSG00000085998"	"AW822252"	chrX	-	53713692	53713857	53713692	53713749	53715266	53715403
100	"ENSMUSG00000036022"	"Fam122b"	chrX	-	53258956	53259021	53258956	53259018	53259840	53259926
101	"ENSMUSG00000055110"	"A630012P03Rik"	chrX	+	52594164	52594292	52594166	52594292	52585577	52585659
102	"ENSMUSG00000085396"	"Firre"	chrX	-	50626436	50626510	50626436	50626509	50627206	50627250
103	"ENSMUSG00000085396"	"Firre"	chrX	-	50627206	50627309	50627206	50627250	50630890	50630995
104	"ENSMUSG00000036916"	"Zfp280c"	chrX	-	48578379	48578556	48578379	48578529	48588702	48588749
105	"ENSMUSG00000036916"	"Zfp280c"	chrX	-	48578379	48578556	48578379	48578529	48591672	48591761
106	"ENSMUSG00000037475"	"Thoc2"	chrX	-	41802946	41802992	41802946	41802986	41803455	41803532
107	"ENSMUSG00000037475"	"Thoc2"	chrX	-	41812458	41812575	41812458	41812494	41813229	41813715
108	"ENSMUSG00000037475"	"Thoc2"	chrX	-	41812458	41812575	41812458	41812494	41813949	41814008
109	"ENSMUSG00000037475"	"Thoc2"	chrX	-	41872564	41872686	41872564	41872679	41873881	41873952
110	"ENSMUSG00000031095"	"Cul4b"	chrX	-	38545495	38545616	38545495	38545600	38546691	38546884
111	"ENSMUSG00000036502"	"Tmem255a"	chrX	-	38224580	38225125	38224580	38224669	38233102	38233192
112	"ENSMUSG00000054737"	"Zfp182"	chrX	-	21060502	21060528	21060502	21060523	21061893	21062003
113	"ENSMUSG00000054737"	"Zfp182"	chrX	-	21060502	21060557	21060502	21060523	21061893	21062003
114	"ENSMUSG00000054737"	"Zfp182"	chrX	-	21060502	21060557	21060502	21060528	21061893	21062003
115	"ENSMUSG00000054737"	"Zfp182"	chrX	-	21060502	21060557	21060502	21060528	21061937	21062052
116	"ENSMUSG00000054737"	"Zfp182"	chrX	-	21060502	21060528	21060502	21060523	21061942	21062316
117	"ENSMUSG00000001127"	"Araf"	chrX	+	20858741	20858873	20858765	20858873	20858393	20858512
118	"ENSMUSG00000031066"	"Usp11"	chrX	+	20712325	20712982	20712836	20712982	20712029	20712160
119	"ENSMUSG00000031065"	"Cdk16"	chrX	+	20693906	20694171	20694037	20694171	20693323	20693531
120	"ENSMUSG00000031065"	"Cdk16"	chrX	+	20696730	20696964	20696921	20696964	20696547	20696645
121	"ENSMUSG00000041096"	"Tspyl2"	chrX	-	152340085	152340380	152340085	152340197	152341539	152342425
122	"ENSMUSG00000031010"	"Usp9x"	chrX	+	13116608	13116757	13116623	13116757	13114507	13114644
123	"ENSMUSG00000008035"	"Mid1ip1"	chrX	+	10717983	10719690	10717986	10719690	10717389	10717704
124	"ENSMUSG00000029034"	"Cpsf3l"	chr4	+	155875137	155875366	155875228	155875366	155872849	155872923
125	"ENSMUSG00000029034"	"Cpsf3l"	chr4	+	155885097	155885196	155885163	155885196	155875137	155875366
126	"ENSMUSG00000025144"	"Stra13"	chr11	-	120712439	120712712	120712439	120712539	120713692	120713732
127	"ENSMUSG00000025144"	"Stra13"	chr11	-	120711702	120711895	120711702	120711756	120713692	120713738
128	"ENSMUSG00000040699"	"Limd2"	chr11	-	106159347	106159442	106159347	106159414	106159812	106159927
129	"ENSMUSG00000040699"	"Limd2"	chr11	-	106159347	106159442	106159347	106159414	106160050	106160142
130	"ENSMUSG00000040699"	"Limd2"	chr11	-	106159347	106159442	106159347	106159414	106160359	106160860
131	"ENSMUSG00000026245"	"Farsb"	chr1	-	78479956	78480111	78479956	78480013	78482307	78482363
132	"ENSMUSG00000037321"	"Tap1"	chr17	+	34193127	34193316	34193157	34193316	34192836	34192965
133	"ENSMUSG00000059005"	"Hnrnpa3"	chr2	+	75663570	75663714	75663672	75663714	75662660	75662756
134	"ENSMUSG00000019738"	"Polr2i"	chr7	+	30232691	30232823	30232749	30232823	30232481	30232536
135	"ENSMUSG00000036879"	"Phkb"	chr8	+	85843003	85843112	85843020	85843112	85840990	85841057
136	"ENSMUSG00000041966"	"Dcaf17"	chr2	+	71075367	71075536	71075446	71075536	71063358	71063495
137	"ENSMUSG00000022761"	"Lztr1"	chr16	+	17525422	17526331	17525676	17526331	17524095	17524222
138	"ENSMUSG00000034903"	"Cobll1"	chr2	-	65097632	65099392	65097632	65099389	65102068	65102166
139	"ENSMUSG00000034903"	"Cobll1"	chr2	-	65150978	65151167	65150978	65151164	65238362	65238626
140	"ENSMUSG00000000392"	"Fap"	chr2	-	62547754	62547892	62547754	62547875	62548569	62548642
141	"ENSMUSG00000000392"	"Fap"	chr2	-	62556100	62556199	62556100	62556184	62573438	62573523
142	"ENSMUSG00000026980"	"Ly75"	chr2	-	60332924	60332960	60332924	60332956	60334449	60334564
143	"ENSMUSG00000026977"	"March7"	chr2	+	60233898	60234997	60233933	60234997	60232199	60232367
144	"ENSMUSG00000073643"	"Wdfy1"	chr1	-	79707451	79707582	79707451	79707571	79709092	79709194
145	"ENSMUSG00000023826"	"Park2"	chr17	+	11303589	11303711	11303592	11303711	11067128	11067292
146	"ENSMUSG00000023826"	"Park2"	chr17	+	11303589	11303711	11303592	11303711	11237461	11237702
147	"ENSMUSG00000023826"	"Park2"	chr17	+	11556647	11557234	11556914	11557234	11492678	11492794
148	"ENSMUSG00000020594"	"Pum2"	chr12	+	8718987	8719113	8719002	8719113	8713843	8713937
149	"ENSMUSG00000020594"	"Pum2"	chr12	+	8718987	8719113	8719005	8719113	8713843	8713937
150	"ENSMUSG00000020594"	"Pum2"	chr12	+	8719002	8719113	8719005	8719113	8713843	8713937
151	"ENSMUSG00000036202"	"Rif1"	chr2	+	52116834	52116950	52116841	52116950	52116247	52116394
152	"ENSMUSG00000036202"	"Rif1"	chr2	+	52116834	52116950	52116841	52116950	52116667	52116745
153	"ENSMUSG00000036249"	"Rbm43"	chr2	-	51932399	51932523	51932399	51932519	51934831	51935007
154	"ENSMUSG00000003166"	"Dgcr2"	chr16	-	17858359	17858579	17858359	17858570	17859403	17859526
155	"ENSMUSG00000003166"	"Dgcr2"	chr16	-	17859403	17859526	17859403	17859523	17872562	17872685
156	"ENSMUSG00000026761"	"Orc4"	chr2	-	48910185	48910294	48910185	48910242	48912561	48912648
157	"ENSMUSG00000026761"	"Orc4"	chr2	-	48910185	48910294	48910185	48910245	48917164	48917338
158	"ENSMUSG00000026749"	"Nek6"	chr2	+	38557815	38557956	38557855	38557956	38550552	38550671
159	"ENSMUSG00000023019"	"Gpd1"	chr15	+	99719133	99719274	99719202	99719274	99718151	99718329
160	"ENSMUSG00000026885"	"Ttll11"	chr2	-	35889264	35889380	35889264	35889370	35890271	35890367
161	"ENSMUSG00000057110"	"Cntrl"	chr2	+	35147231	35147411	35147234	35147411	35144213	35144421
162	"ENSMUSG00000057110"	"Cntrl"	chr2	+	35147231	35147411	35147234	35147411	35145056	35145236
163	"ENSMUSG00000023118"	"Sympk"	chr7	+	19047449	19047610	19047520	19047610	19045847	19045961
164	"ENSMUSG00000023118"	"Sympk"	chr7	+	19047449	19047610	19047520	19047610	19046754	19046902
165	"ENSMUSG00000089682"	"Bcl2l2"	chr14	+	54884373	54884813	54884624	54884813	54883796	54883884
166	"ENSMUSG00000009563"	"Tor2a"	chr2	+	32758670	32758936	32758756	32758936	32757318	32757539
167	"ENSMUSG00000002550"	"Uck1"	chr2	-	32258276	32258667	32258276	32258419	32259579	32259739
168	"ENSMUSG00000001855"	"Nup214"	chr2	+	32039319	32039476	32039322	32039476	32038101	32038172
169	"ENSMUSG00000026843"	"Fubp3"	chr2	+	31592462	31592496	31592465	31592496	31583154	31583260
170	"ENSMUSG00000026843"	"Fubp3"	chr2	+	31594842	31594892	31594847	31594892	31592462	31592496
171	"ENSMUSG00000015290"	"Ubl4"	chrX	-	74367700	74368010	74367700	74367909	74368152	74368258
172	"ENSMUSG00000075415"	"Fnbp1"	chr2	-	31036117	31036257	31036117	31036254	31036541	31036663
173	"ENSMUSG00000075415"	"Fnbp1"	chr2	-	31052984	31053137	31052984	31053080	31054023	31054218
174	"ENSMUSG00000075415"	"Fnbp1"	chr2	-	31052984	31053167	31052984	31053080	31054023	31054218
175	"ENSMUSG00000075415"	"Fnbp1"	chr2	-	31052984	31053167	31052984	31053137	31054023	31054218
176	"ENSMUSG00000039686"	"Zer1"	chr2	-	30110204	30110420	30110204	30110381	30110661	30111098
177	"ENSMUSG00000026798"	"Coq4"	chr2	+	29795380	29795510	29795383	29795510	29790456	29790530
178	"ENSMUSG00000026798"	"Coq4"	chr2	+	29795380	29795510	29795383	29795510	29790456	29790559
179	"ENSMUSG00000026798"	"Coq4"	chr2	+	29795829	29796029	29795935	29796029	29795380	29795510
180	"ENSMUSG00000026812"	"Tsc1"	chr2	+	28672781	28672903	28672784	28672903	28672392	28672504
181	"ENSMUSG00000026812"	"Tsc1"	chr2	+	28675642	28675767	28675662	28675767	28675187	28675248
182	"ENSMUSG00000026812"	"Tsc1"	chr2	+	28678951	28679118	28678966	28679118	28678161	28678205
183	"ENSMUSG00000026815"	"Gfi1b"	chr2	-	28611418	28611683	28611418	28611584	28612780	28612918
184	"ENSMUSG00000026835"	"Fcnb"	chr2	-	28080585	28080642	28080585	28080621	28080895	28080949
185	"ENSMUSG00000014873"	"Surf2"	chr2	+	26918864	26919055	26918872	26919055	26917427	26917531
186	"ENSMUSG00000014873"	"Surf2"	chr2	+	26918864	26919055	26918928	26919055	26917427	26917531
187	"ENSMUSG00000014873"	"Surf2"	chr2	+	26918872	26919055	26918928	26919055	26917427	26917531
188	"ENSMUSG00000086775"	"Snhg7os"	chr2	+	26645722	26645944	26645747	26645944	26645501	26645603
189	"ENSMUSG00000026924"	"Sec16a"	chr2	-	26416116	26416257	26416116	26416228	26416370	26416427
190	"ENSMUSG00000026927"	"Sdccag3"	chr2	-	26385497	26386063	26385497	26385609	26386903	26387311
191	"ENSMUSG00000036281"	"Snapc4"	chr2	-	26374491	26374564	26374491	26374560	26374642	26374747
192	"ENSMUSG00000026958"	"Dpp7"	chr2	-	25354892	25355953	25354892	25355028	25356028	25356142
193	"ENSMUSG00000029208"	"Guf1"	chr5	+	69567127	69568497	69568395	69568497	69566360	69566504
194	"ENSMUSG00000026991"	"Pkp4"	chr2	+	59308007	59308557	59308084	59308557	59305304	59305492
195	"ENSMUSG00000026991"	"Pkp4"	chr2	+	59308007	59308557	59308089	59308557	59305304	59305492
196	"ENSMUSG00000026991"	"Pkp4"	chr2	+	59308084	59308557	59308089	59308557	59305304	59305492
197	"ENSMUSG00000026991"	"Pkp4"	chr2	+	59311693	59311913	59311696	59311913	59310101	59310290
198	"ENSMUSG00000079324"	"4932414N04Rik"	chr2	+	68666134	68666208	68666137	68666208	68664328	68664401
199	"ENSMUSG00000061809"	"Tbpl2"	chr2	-	24076003	24076101	24076003	24076098	24087126	24087294
200	"ENSMUSG00000040112"	"Mrps35"	chr6	+	147061204	147061492	147061422	147061492	147055851	147055991
201	"ENSMUSG00000037683"	"Armc3"	chr2	+	19296803	19296911	19296815	19296911	19296322	19296424
202	"ENSMUSG00000026743"	"Mllt10"	chr2	+	18162316	18162886	18162607	18162886	18159455	18159711
203	"ENSMUSG00000017428"	"Psmd11"	chr11	+	80438504	80438630	80438520	80438630	80438250	80438375
204	"ENSMUSG00000017428"	"Psmd11"	chr11	+	80469801	80470418	80470382	80470418	80465013	80465076
205	"ENSMUSG00000017428"	"Psmd11"	chr11	+	80471709	80473248	80473092	80473248	80471451	80471594
206	"ENSMUSG00000017418"	"Arl5b"	chr2	+	15069819	15069967	15069836	15069967	15068138	15068199
207	"ENSMUSG00000017418"	"Arl5b"	chr2	+	15069819	15069967	15069857	15069967	15068138	15068199
208	"ENSMUSG00000017418"	"Arl5b"	chr2	+	15069836	15069967	15069857	15069967	15068138	15068199
209	"ENSMUSG00000034101"	"Ctnnd1"	chr2	-	84600780	84602903	84600780	84602900	84603648	84603752
210	"ENSMUSG00000034101"	"Ctnnd1"	chr2	-	84624269	84624558	84624269	84624449	84626019	84626137
211	"ENSMUSG00000057914"	"Cacnb2"	chr2	+	14984250	14984439	14984253	14984439	14982787	14982883
212	"ENSMUSG00000026767"	"Fam188a"	chr2	-	12403997	12404168	12403997	12404166	12405859	12405920
213	"ENSMUSG00000023206"	"Il15ra"	chr2	+	11723412	11723610	11723511	11723610	11720012	11720105
214	"ENSMUSG00000022562"	"Oplah"	chr15	-	76302381	76302494	76302381	76302439	76302630	76302769
215	"ENSMUSG00000006307"	"Kmt2b"	chr7	-	30570700	30570841	30570700	30570838	30573959	30574066
216	"ENSMUSG00000006307"	"Kmt2b"	chr7	-	30575852	30576077	30575852	30576050	30576617	30576778
217	"ENSMUSG00000006307"	"Kmt2b"	chr7	-	30577296	30577471	30577296	30577455	30578482	30578620
218	"ENSMUSG00000038374"	"Rbm8a"	chr3	+	96630301	96630361	96630305	96630361	96629939	96630028
219	"ENSMUSG00000038374"	"Rbm8a"	chr3	+	96630301	96630361	96630305	96630361	96629939	96630065
220	"ENSMUSG00000038374"	"Rbm8a"	chr3	+	96630476	96630554	96630479	96630554	96630301	96630361
221	"ENSMUSG00000004642"	"Slbp"	chr5	-	33645499	33646069	33645499	33645637	33649742	33649847
222	"ENSMUSG00000004642"	"Slbp"	chr5	-	33645499	33646069	33645499	33645637	33651962	33652079
223	"ENSMUSG00000037262"	"Kin"	chr2	+	10090112	10090363	10090240	10090363	10085729	10085824
224	"ENSMUSG00000053388"	"Trim50"	chr5	+	135364049	135364072	135364052	135364072	135363727	135363958
225	"ENSMUSG00000027469"	"Tpx2"	chr2	+	152867183	152867357	152867186	152867357	152854920	152855002
226	"ENSMUSG00000027469"	"Tpx2"	chr2	+	152867183	152867357	152867186	152867357	152854920	152855015
227	"ENSMUSG00000026655"	"Fam107b"	chr2	+	3778417	3778568	3778419	3778568	3772795	3772979
228	"ENSMUSG00000025075"	"Habp2"	chr19	+	56313974	56314230	56313989	56314230	56312868	56312966
229	"ENSMUSG00000024979"	"Tectb"	chr19	+	55183932	55184035	55183962	55184035	55183716	55183859
230	"ENSMUSG00000019813"	"Cep57l1"	chr10	-	41740839	41740961	41740839	41740913	41743041	41743221
231	"ENSMUSG00000025221"	"Kcnip2"	chr19	-	45795579	45795704	45795579	45795700	45796278	45797186
232	"ENSMUSG00000040913"	"Fbxw4"	chr19	-	45579120	45579262	45579120	45579207	45579652	45579793
233	"ENSMUSG00000025204"	"Ndufb8"	chr19	-	44554930	44555057	44554930	44555014	44555226	44555404
234	"ENSMUSG00000037259"	"Dzank1"	chr2	-	144502917	144503034	144502917	144503031	144504339	144504457
235	"ENSMUSG00000061132"	"Blnk"	chr19	-	40937650	40937727	40937650	40937718	40939366	40939398
236	"ENSMUSG00000041014"	"Nrg3"	chr14	-	38376333	38376507	38376333	38376483	38381623	38381751
237	"ENSMUSG00000039021"	"Ttc16"	chr2	-	32773981	32774152	32773981	32774072	32774390	32774557
238	"ENSMUSG00000023307"	"March5"	chr19	+	37220638	37220805	37220668	37220805	37220302	37220486
239	"ENSMUSG00000001323"	"Srr"	chr11	-	74912961	74913133	74912961	74913132	74919436	74919662
240	"ENSMUSG00000041180"	"Hectd2"	chr19	+	36601428	36601528	36601431	36601528	36599595	36599719
241	"ENSMUSG00000041180"	"Hectd2"	chr19	+	36601428	36601528	36601469	36601528	36599595	36599719
242	"ENSMUSG00000041180"	"Hectd2"	chr19	+	36601431	36601528	36601469	36601528	36599595	36599719
243	"ENSMUSG00000041180"	"Hectd2"	chr19	+	36609255	36609423	36609264	36609423	36606385	36606474
244	"ENSMUSG00000067148"	"Polr1c"	chr17	-	46245615	46245796	46245615	46245748	46246106	46246214
245	"ENSMUSG00000036813"	"Entpd8"	chr2	+	25082927	25083078	25082965	25083078	25082032	25082150
246	"ENSMUSG00000036813"	"Entpd8"	chr2	+	25083497	25083734	25083667	25083734	25083219	25083379
247	"ENSMUSG00000027018"	"Hat1"	chr2	+	71434033	71434206	71434054	71434206	71421632	71421739
248	"ENSMUSG00000032480"	"Dhx30"	chr9	-	110098728	110098859	110098728	110098852	110107940	110107969
249	"ENSMUSG00000032480"	"Dhx30"	chr9	-	110098728	110098859	110098728	110098852	110109025	110109995
250	"ENSMUSG00000032480"	"Dhx30"	chr9	-	110112970	110113090	110112970	110113025	110115035	110115161
251	"ENSMUSG00000032480"	"Dhx30"	chr9	-	110112970	110113090	110112970	110113025	110115490	110115582
252	"ENSMUSG00000032480"	"Dhx30"	chr9	-	110115035	110115211	110115035	110115161	110115490	110115582
253	"ENSMUSG00000038199"	"4931409K22Rik"	chr5	-	24551960	24552130	24551960	24552032	24552572	24552758
254	"ENSMUSG00000029505"	"Ep400"	chr5	-	110668549	110668745	110668549	110668724	110670874	110671096
255	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23108584	23108633	23108587	23108633	23107758	23107820
256	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23108584	23108633	23108587	23108633	23107770	23107880
